plant_name,common_name,compound_name,pubchem_cid,reference_link,source_page_url,scrape_timestamp
Azadirachta indica,"Margosa tree, Neem","2-(3,4-dihydroxyphenyl)acetamide",70795,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.jksus.2021.101541,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-(Acetoxymethyl)-3-(methoxycarbonyl)biphenylene,610255,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-Bromo dodecane,98299,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-Dodecen-1-yl(-)succinic anhydride,5362708,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-Ethylacridine,610161,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-Methoxy-4-vinylphenol,332,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12870-022-03650-5,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","2-Methylcyclohexan-1,3-dione",70945,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.jksus.2021.101541,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","2-Naphthalenemethanol, 1,2,3,4,4a,5,6,8a-octahydro-.alpha.,.alpha.,4a,8-tetramethyl-, (2.alpha.,4a.alpha.,8a.alpha.)-",5317269,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-Phenyl-4-anilino-6[1H]-pyrimidinone,135840205,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s42269-021-00498-x,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","2-Pyridinamine, 5-methyl-",15348,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-Tetradecyne,136458,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","2-[4-Cyclohexylbutanoylamino]-3-chloro-1,4- naphthoquinone",610192,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-furanmethanol,7361,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/15567036.2019.1624893,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-hexyl-tetrahydrothiophane,,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12906-022-03513-4,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","2-hydroxy-n-3,3-trimethyl-butanamide",560570,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12906-022-03513-4,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-methoxyphenol,460,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/15567036.2019.1624893,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-methylphenol,335,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/15567036.2019.1624893,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",2-methyltetracosane,527459,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","2-oxo-2,3-dihydro-1H imidazole-4-carbonitrile",572928,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12906-022-03513-4,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",28-Deoxonimbolide,14467538,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1021/np100783k,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3,4-Altrosan",548229,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/15567036.2019.1624893,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3,5-dihydroxy-6-methyl-2,3-dihydro-4 H-pyran-4-one",119838,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12906-022-03513-4,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3,7,11,15-Tetramethyl-2-hexadecen-1-ol",5366244,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12870-022-03650-5,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3,7-dimethyl-(1,2,4)-triazolo-(4,3-b)-(1,2,4)-triazine",557341,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12906-022-03513-4,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3,7-dimethyl-1,7-octadien-3-amine",550647,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.ijbiomac.2017.08.145,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3-Acetoxy-24-methyl-5-cholest-5,22-dien-7-one",,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/15567036.2019.1624893,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-, (R)-",5325830,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",3-Deacetylsalannin,14458886,https://bmppd.org/reference/?ref=https%3A//doi.org/10.15482/usda.adc/1239279,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",3-Hexenoic acid,5282708,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.jksus.2021.101541,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3-OXO-18-NOR-ENT-ROS-4-ENE-15.beta.,16-ACETONIDE",590813,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3-Pentanol, 2-methyl-",11264,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3-Quinolinecarboxylic acid, 6,8-difluoro-4-hydroxy-, ethyl ester",2798043,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",3-methylphenol,342,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/15567036.2019.1624893,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","3H-Pyrazolo[4,3-c]quinolin-3-one, 8-fluoro-1,2-dihydro-",26343055,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",3H-pyrazol-3-one,11513733,https://bmppd.org/reference/?ref=https%3A//ijpsr.com/bft-article/standardization-of-the-hydro-alcoholic-extract-of-ayurvedic-vaginal-formulation-na-by-using-chromatography-hptlc-hplc-and-spectroscopy-uv-vis-ftir-gc-ms-methods/,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4(H)-Pyridine, N-acetyl-",556800,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12870-022-03650-5,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4,5-Dimethyl-3-heptanol",547709,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4,6-Diethyl-1,2,3,5-tetrathiolane",529378,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4,6-Dimethyl-[1,2,3]trithiane",550009,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4,7-Methanoazulene, 1,2,3,4,5,6,7,8-octahydro-1,4,9,9-tetramethyl-, [1S-(1a`,4a`,7a`)]-",101731,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4-(1,1-Dimethylpropyl)phenol, trimethylsilyl ether",91733950,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4-(1,5-Dimethylhex-4-enyl)cyclohex-2-enone",550361,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4-(2,2,6-Trimethyl-bicyclo[4.1.0]hept-1-yl)-butan-2-one",591249,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4-Dehydroxy-N-(4,5-methylenedioxy-2- nitrobenzylidene)tyramine",610062,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",4-Fluorophenyl,,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/15567036.2019.1624893,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4-Hexen-3-one, 4-methyl",5364719,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4-Methyl-2, 5-dimethoxybenzaldehyde",602019,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12870-022-03650-5,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",4-[(3-Methoxy-phenylimino)-methyl]-phenol,614899,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",4-aminopyrimidine,68958,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12906-022-03513-4,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",4-ethyl-2 methoxy-phenol,62465,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/15567036.2019.1624893,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",4-ethyl-2-hydroxy-2-cyclopentene-1-one,566236,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12906-022-03513-4,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",4-ethylbenzamide,7020622,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12906-022-03513-4,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",4-oxododecanedioic acid,13213508,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.jksus.2021.101541,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","4H-Pyran-4-one, 2,3-dihydro-3,5-dihydroxy-6-methyl-",119838,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12870-022-03650-5,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","5,6-Dihydro-2,4,6-triethyl-4H-1,3,5-dithiazine",547350,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",5-Hydroxymethyl furfural,237332,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s42269-021-00498-x,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",5-Hydroxymethylfurfural,237332,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12870-022-03650-5,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",5-Methyl-2-phenylindolizine,610180,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",5-Oxo-.delta.4-decahydrobenzindene,572522,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","5-Pyrimidinol, 2-methyl-4-(methylthio)-",593599,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12870-022-03650-5,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",5-hydroxymethylfurfural,237332,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/15567036.2019.1624893,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",6-Acetyl-4methyl-2-oxo2H-chromen-7-yl acetate,609088,https://bmppd.org/reference/?ref=https%3A//ijpsr.com/bft-article/standardization-of-the-hydro-alcoholic-extract-of-ayurvedic-vaginal-formulation-na-by-using-chromatography-hptlc-hplc-and-spectroscopy-uv-vis-ftir-gc-ms-methods/,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",6-Acetylnimbandiol,52952216,https://bmppd.org/reference/?ref=https%3A//doi.org/10.15482/usda.adc/1239279,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",6-Deacetylnimbin,10505484,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1021/np50081a005%20%20https%3A//doi.org/10.1080/14786419.2017.1290616,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",6-Deacetylnimbinene,102285347,https://bmppd.org/reference/?ref=https%3A//doi.org/10.15482/usda.adc/1239279,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",6-Deacetylnimbinene,739004,https://bmppd.org/reference/?ref=https%3A//doi.org/10.3390/ph11030076,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","6-Fluoro-2-trifluoromethylbenzoic acid, 2,3-dichlorophenyl ester",91730883,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",6-Hydroxy-4-methyl-3-phenylcoumarin,688972,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s42269-021-00498-x,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",6-Methyl-2-pyridinemethanol,70736,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.jksus.2021.101541,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","6-Octadecenoic acid, (Z)-",5281125,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","6-Octadecenoic acid, methyl",5362717,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",7-Chloro-2-cyclohexyl-4[3H]quinazolinone,135484981,https://bmppd.org/reference/?ref=https%3A//ijpsr.com/bft-article/standardization-of-the-hydro-alcoholic-extract-of-ayurvedic-vaginal-formulation-na-by-using-chromatography-hptlc-hplc-and-spectroscopy-uv-vis-ftir-gc-ms-methods/,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",7-Methyl-Z-tetradecen-1-ol acetate,5363222,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s42269-021-00498-x,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","7-Oxabicyclo[4.1.0]heptane, 1-methyl-4-(2-methyloxiranyl)-",232703,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",7-Pentadecyne,549063,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",8-Chloro-5- quinolinecarboxylic acid,283831,https://bmppd.org/reference/?ref=https%3A//ijpsr.com/bft-article/standardization-of-the-hydro-alcoholic-extract-of-ayurvedic-vaginal-formulation-na-by-using-chromatography-hptlc-hplc-and-spectroscopy-uv-vis-ftir-gc-ms-methods/,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","8-Octadecenoic acid, methyl ester",5364422,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","9,12,15-Octadecatrienoic acid, (Z,Z,Z)-",5280934,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12870-022-03650-5,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","9,12-Octadecadienoic acid, methyl ester",5284421,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",9-Decen-1-ol,25612,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","9-Dodecenoic acid, methyl ester, (E)-",5362755,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",9-Eicosyne,557019,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1186/s12870-022-03650-5,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",9-Hexacosene,5363630,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",9-Octadecenamide,1930,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/15567036.2019.1624893,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",9-Octadecenoic acid ethyl ester,5363269,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1007/s13197-018-3060-y,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","9-Octadecenoic acid, (E)-",637517,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1016/j.cdc.2019.100208,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem","9-Octadecenoic acid, methyl ester (E)",8202,https://bmppd.org/reference/?ref=https%3A//doi.org/10.9734/BJPR/2017/30611,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Acoradiene,5316209,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/22297928.2021.1877195,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Biotol,91747198,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/22297928.2021.1877195,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Bisabolene,10104370,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/22297928.2021.1877195,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Bourbonene,62566,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/22297928.2021.1877195,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Cadinene,10657,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/22297928.2021.1877195,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Cadinol,10398656,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/22297928.2021.1877195,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Copaene,19725,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/0972060X.2010.10643835,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Curcumene,12304273,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/22297928.2021.1877195,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Elemene,12309449,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/0972060X.2010.10643835,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Elemene,6432312,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/0972060X.2010.10643835,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Elemene,6918391,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/0972060X.2010.10643835,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
Azadirachta indica,"Margosa tree, Neem",?-Gurjunene,90805,https://bmppd.org/reference/?ref=https%3A//doi.org/10.1080/22297928.2021.1877195,https://bmppd.org/bmppd_result/?q=Azadirachta+indica,2026-09-22T15:49:23.694278+00:00
