record_id,raw_scientific_name,normalized_scientific_name,raw_synonym,raw_family,normalized_family,canonical_scientific_name,canonical_family,reconciliation_status,confidence,source_page_url,scrape_timestamp
39d39561be99dd8c,Toona CILIATA J. Roem.,toona ciliata j. roem.,Cedrela toona Roxb. Cedrela microcarpa C.DC. Cedrela serrulata Miq. Toona microcarpa (C.DC.) Harms Toona mollis (Hand.-Mazz.) A. Chev.,Meliaceae,meliaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
043aa94e408e8dad,Toddalia ASIATICA (L.) Lam.,toddalia asiatica (l.) lam.,Toddalia aculeata Pers. Cranzia asiatica (L.) Kuntze Paullinia asiatica L. Toddalia angustifolia Lam.,Rutaceae,rutaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
280eda71c1e174b7,Tinospora CRISPA Miers.,tinospora crispa miers.,Menispermum crispum L. Tinospora gibbericaulis Hand.-Mazz. Tinospora mastersii Diels Tinospora thorelii Gagnep.,Menispermaceae,menispermaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
18f235aea694acb0,Tinospora sinensis (Lour.) Merr.,tinospora sinensis (lour.) merr.,Tinospora cordifolia (Willd.) Miers Menispermum cordifolium Willd. Menispermum malabaricum Lam. Tinospora tomentosa (Colebr.) Hook. f. & Thomson.,Menispermaceae,menispermaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
85c76ba25c877400,Tiliacora racemosa Colebr.,tiliacora racemosa colebr.,Tiliacora acuminata Miers Menispermum acuminatum Lamk.,Menispermaceae,menispermaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
22c33a43b6ea8249,Thunbergia GRANDIFLORA (Roxb. ex Rottl.) Roxb.,thunbergia grandiflora (roxb. ex rottl.) roxb.,Flemingia grandiflora Roxb. ex Rottl. Pleuremidis grandiflora (Roxb. ex Rottl.) Raf. Thunbergia chinensis Merr. Thunbergia cordifolia Nees.,Acanthaceae,acanthaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=19,2026-09-22T15:48:14.490964+00:00
02ecc870d78b8b36,Cascabela thevetia (L.) Lippold.,cascabela thevetia (l.) lippold.,Thevetia peruviana (Pers.) K.Schum. Cascabela peruviana (Pers.) Raf. Cerbera thevetia L. Thevetia linearis A. DC. Thevetia neriifolia Juss. ex A.DC.,Apocynaceae,apocynaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
c2c0417cf4c7dbb6,Thespesia POPULNEA (L.) Sol. ex Corr.,thespesia populnea (l.) sol. ex corr.,Abelmoschus acuminatus (Alef.) Müll.Berol Bupariti populnea (L.) Rothm. Hibiscus blumei Kuntze Malvaviscus populneus (L.) Gaertn. Thespesia macrophylla Blume.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
d440ed7948ad5b41,Terminalia CITRINA Flaming.,terminalia citrina flaming.,Terminalia manii King.,Combretaceae,combretaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
cc15430de481ff04,Terminalia CHEBULA Retz.,terminalia chebula retz.,Buceras chebula (Retz.) Lyons Myrobalanus gangetica (Roxb.) Kostel. Terminalia acuta Walp. Terminalia reticulata Roth.,Combretaceae,combretaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
a45b824b07bccf2f,Terminalia CATAPPA L.,terminalia catappa l.,Badamia commersonii Gaertn. Juglans catappa (L.) Lour. Terminalia badamia sensu Tul. Terminalia myrobalana Roth.,Combretaceae,combretaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
706f3f8368975a97,Terminalia BILLIRICA (Gaertn.)Roxb.,terminalia billirica (gaertn.)roxb.,Myrobalanus laurinoides (Teijsm. & Binn.) Kuntze Terminalia bellirica var. laurinoides (Teijsm. & Binn.) C.B. Clarke,Combretaceae,combretaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
8dc4d2d1b317fd8c,Terminalia ARJUNA (Roxb. ex DC.) Wight & Arn.,terminalia arjuna (roxb. ex dc.) wight & arn.,Pentaptera arjuna Roxb. ex DC.,Combretaceae,combretaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
35296060d5072f86,Tephrosia PURPUREA (L.) Pers.,tephrosia purpurea (l.) pers.,Cracca purpurea L. Cracca purpurea L. Galega diffusa Roxb. Tephrosia diffusa (Roxb.) Wight & Arn.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
a6ce7ee4e542f880,Tectona grandis L.f.,tectona grandis l.f.,Jatus grandis (L.f.) Kuntze Tectona theca Lour. Theka grandis (L.f.) Lam.,Verbenaceae,verbenaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
fc8cfbd33e4fb015,Tamarix INDICA Willd.,tamarix indica willd.,Tamarix gallica Dyer. (non L.) Tamarix bengalensis B.R. Baum Tamarix epacroides Sm. Tamarix gallica var. indica (Willd.) Ehrenb. Tamarix troupii Hole,Tamaricaceae,tamaricaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=20,2026-09-22T15:48:16.024127+00:00
876872df0c3f8029,Tamarix DIOICA Roxb. ex Roth.,tamarix dioica roxb. ex roth.,Tamarix gallica Wight.,Tamaricaeae,tamaricaeae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=21,2026-09-22T15:53:31.367783+00:00
09230327d4d211e7,Tamarindus INDICA L.,tamarindus indica l.,Tamarindus occidentalis Gaertn. Tamarindus officinalis Hook. Tamarindus umbrosa Salisb.,Caesalpiniaceae,caesalpiniaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=21,2026-09-22T15:53:31.367783+00:00
5e41c3c4b578791d,Tagetes ERECTA L.,tagetes erecta l.,Tagetes corymbosa Sweet Tagetes heterocarpha Rydb. Tagetes patula L. Tagetes tenuifolia Millsp.,Asteraceae,asteraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=21,2026-09-22T15:53:31.367783+00:00
fa8f41c5847014a1,Tacca INTEGRIFOLIA Ker.-Gawl.,tacca integrifolia ker.-gawl.,Ataccia aspera (Roxb.) Kunth Ataccia cristata (Jack) Kunth Tacca aspera Roxb. Tacca cristata Jack,Taccaceae,taccaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=21,2026-09-22T15:53:31.367783+00:00
e6a220b34bb33079,Tabernaemontana DIVARICATA (L.) R.Br. ex Roem. & Schult.,tabernaemontana divaricata (l.) r.br. ex roem. & schult.,Ervatamia divaricata (L.) Burkill Jasminum zeylanicum Burm.f. Nerium coronarium Jacq. Reichardia jasminoides Dennst.,Apocynaceae,apocynaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=21,2026-09-22T15:53:31.367783+00:00
99387220d122dc45,Syzygium nervosum A.Cunn. ex DC.,syzygium nervosum a.cunn. ex dc.,Syzygium operculatum (Roxb.) Niedz. Calyptranthes mangiferifolia Hance ex Walp. Eugenia cerasoides Roxb. Jambosa nitida Korth. Eugenia operculatum Roxb.,Myrtaceae,myrtaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=21,2026-09-22T15:53:31.367783+00:00
4ef1255e0cf7315b,Syzygium JAMBOS (L.) Alston.,syzygium jambos (l.) alston.,Eugenia jambos L. Jambosa palembanica Blume Myrtus jambos (L.) Kunth Plinia jambos (L.) M.Gómez,Myrtaceae,myrtaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=21,2026-09-22T15:53:31.367783+00:00
d414e66d447f5cdd,Syzygium FRUTICOSUM DC.,syzygium fruticosum dc.,Eugenia fruticosa (DC.) Roxb.,Myrtaceae,myrtaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=21,2026-09-22T15:53:31.367783+00:00
d44042614bbff559,Syzygium CUMINI (L.) Skeel.,syzygium cumini (l.) skeel.,Eugenia cumini L. Calyptranthes cumini (L.) Pers. Eugenia jambolana Lam. Jambolifera chinensis Spreng. Myrtus cumini L.,Myrtaceae,myrtaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=21,2026-09-22T15:53:31.367783+00:00
9d311e3fb4eee435,Symplocos RACEMOSA Roxb.,symplocos racemosa roxb.,Symplocos intermedia Brand Symplocos macrostachya Brand Symplocos propinqua Hance,Symplocaceae,symplocaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=21,2026-09-22T15:53:31.367783+00:00
7494269140d16559,Suregada MULTIFLORA (A. Juss.) Baill.,suregada multiflora (a. juss.) baill.,Gelonium multiflorum Juss. Gelonium fascuculatum Roxb. Gelonium oxyphyllum Miq. Suregada glabra Roxb. Suregada tenuifolia (Ridl.) Croizat,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=22,2026-09-22T16:26:46.895950+00:00
d7384be896e02d76,Strychnos NUX-VOMICA L.,strychnos nux-vomica l.,Strychnos nux-vomica var. oligosperma Dop Strychnos spireana Dop,Loganiaceae,loganiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=22,2026-09-22T16:26:46.895950+00:00
c3a803a910ff05f8,Strobilanthes AURICULATUS Nees.,strobilanthes auriculatus nees.,Perilepta auriculata (Nees) Bremek. Perilepta siamensis (C.B. Clarke) Bremek. Strobilanthes edgeworthiana Nees Strobilanthes siamensis C.B. Clarke,Acanthaceae,acanthaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=22,2026-09-22T16:26:46.895950+00:00
3ec330a5cd459666,Striga asiatica (L.) Kuntze.,striga asiatica (l.) kuntze.,Striga lutea Lour. Striga hirsuta var. humilis Benth. Striga asiatica var. humilis (Benth.) D.Y. Hong,Scrophulariaceae,scrophulariaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=22,2026-09-22T16:26:46.895950+00:00
ce7cc4b2d1fdf5f6,Streblus ASPER Lour.,streblus asper lour.,-,Moraceae,moraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=22,2026-09-22T16:26:46.895950+00:00
7a796c867a132ed7,Stereospermum chelonoides (L.f.) DC.,stereospermum chelonoides (l.f.) dc.,Stereosermum suaveolens A. DC. Bignonia chelonoides L.f. Bignonia suaveolens Roxb. Tecoma suaveolens (Roxb.) G.Don,Bignoniaceae,bignoniaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=22,2026-09-22T16:26:46.895950+00:00
3945e4d2adfd08b6,Stereospermum tetragonum DC.,stereospermum tetragonum dc.,Stereospermum personatum (Hassk.) Chatt. Bignonia caudata DC. Dipterosperma personatum Hassk. Stereospermum hasskarlii Zoll. & Moritzi,Bignoniaceae,bignoniaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=22,2026-09-22T16:26:46.895950+00:00
0ace7e0a82d59443,Sterculia VILLOSA Roxb.,sterculia villosa roxb.,Sterculia armata Mast. Sterculia lantsangensis Hu Sterculia ornata Wall. ex Kurz,Sterculiaceae,sterculiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=22,2026-09-22T16:26:46.895950+00:00
3f06bb8188eef891,Sterculia FOETIDA L.,sterculia foetida l.,Clompanus foetida (L.) Kuntze Sterculia mexicana var. guianensis Sagot,Sterculiaceae,sterculiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=22,2026-09-22T16:26:46.895950+00:00
222fa3684570c0dd,Stephania JAPONICA (Thunb.) Miers.,stephania japonica (thunb.) miers.,Stephania hernandifolia Walp. Menispermum japonicum Thunb. Stephania japonica var. japonica,Menispermaceae,menispermaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=22,2026-09-22T16:26:46.895950+00:00
c93e8be645f30e6d,Stephania GLABRA (Roxb.) Miers.,stephania glabra (roxb.) miers.,-,Menispermaceae,menispermaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=23,2026-09-22T16:26:48.427157+00:00
6e67de39023a1c85,Stachytarpheta INDICA Vahl.,stachytarpheta indica vahl.,Stachytarpheta angustifolia (Mill.) Vahl Verbena indica L. Verbena angustifolia Mill. Zappania angustifolia (Mill.) Poir.,Verbenaceae,verbenaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=23,2026-09-22T16:26:48.427157+00:00
63e82529c338a682,Spondias PINNATA (L.f.) Kurz.,spondias pinnata (l.f.) kurz.,Mangifera pinnata L. f. Poupartia pinnata (L. f.) Blanco Spondias acuminata Roxb. Tetrastigma megalocarpum W.T. Wang,Anacardiaceae,anacardiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=23,2026-09-22T16:26:48.427157+00:00
c668e8654ba353e4,Spinacia OLERACEA L.,spinacia oleracea l.,Spinacia glabra Mill. Spinacia inermis Moench Spinacia spinosa Moench,Chenopodiaceae,chenopodiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=23,2026-09-22T16:26:48.427157+00:00
a034259ec96d9a1b,Acmella paniculata (Wall. ex DC.) R.K.Jansen.,acmella paniculata (wall. ex dc.) r.k.jansen.,Spilanthes calva DC. Spilanthes grandifolia Miq. Spilanthes paniculata Wall. ex DC. Spilanthes rugosa Blume ex DC.,Asteraceae,asteraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=23,2026-09-22T16:26:48.427157+00:00
dbea42467957010b,Sphaeranthus INDICUS L.,sphaeranthus indicus l.,Sphaeranthus hirtus Willd. Sphaeranthus mollis Roxb. Sphaeranthus mollis Roxb. ex DC.,Asteraceae,asteraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=23,2026-09-22T16:26:48.427157+00:00
5c51c6bed602d40a,Sonneratia CASEOLARIS (L.) Engl.,sonneratia caseolaris (l.) engl.,Blatti acida (L. f.) Lam. Rhizophora caseolaris L. Sonneratia acida L. f. Sonneratia neglecta Blume.,Sonneratiaceae,sonneratiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=23,2026-09-22T16:26:48.427157+00:00
91668c5519eebec6,Sonchus WIGHTIANUS DC.,sonchus wightianus dc.,Sonchus arvensis L. Sonchus orixensis Roxb. Sonchus picris H.Lév. & Vaniot,Asteraceae,asteraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=23,2026-09-22T16:26:48.427157+00:00
a2ef71d08cf1238c,Solanum VIRGINIANUM L.,solanum virginianum l.,Solanum surattense Burm.f. Solanum mairei H. Lév. Solanum xanthocarpum Schrad. & H. Wendl.,Solanacee,solanacee,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=23,2026-09-22T16:26:48.427157+00:00
d2ed87d0d0818f09,Solanum VIOLACEUM Ortega,solanum violaceum ortega,Solanum indicum L. Solanum chinense Dunal Solanum nivalomontanum C.Y. Wu & S.C. Huang,Solanaceae,solanaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=23,2026-09-22T16:26:48.427157+00:00
6835c5006a73b770,Solanum TORVUM Swartz.,solanum torvum swartz.,Solanum filicifolium sensu Abeywick Solanum ficifolium Ortega Solanum mayanum Lundell,Solanceae,solanceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
db24a9e880a7fc47,Solanum SISYMBRIFOLIUM Lamk.,solanum sisymbrifolium lamk.,Solanum sisymbriifolium f. lilacinum Kuntze,Solanceae,solanceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
3acfbdde2399ebec,Solanum americanum Mill.,solanum americanum mill.,Solanum nigrum L. Solanum adventitium Polgar Solanum caribaeum Dunal Solanum parviflorum Badarò Solanum purpuratum Bitter,Solanaceae,solanaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
2742042f148eae80,Solanum MELONGENA L.,solanum melongena l.,Solanum esculentum Dunal Solanum insanum L.,Solanaceae,solanaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
0692a40ec30f3554,Solanum ERIANTHUM D. Don.,solanum erianthum d. don.,Solanum verbascifolium L. Solanum adulterinum Buch.-Ham. ex Wall.,Solanaceae,solanaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
958370a4f16d9f20,Smilax ZEYLANICA L.,smilax zeylanica l.,S. macrophylla Roxb.,Smilacaceae,smilacaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
10e0f7dfd61eaf90,Smilax PERFOLIATA Lour.,smilax perfoliata lour.,S. prolifera Wall. ex Roxb.,Smilacaceae,smilacaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
6788df0ec157aa9e,Smilax GLABRA Roxb.,smilax glabra roxb.,-,Smilacaceae,smilacaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
06d0323e3e996592,Sida ORIENTALIS Cav.,sida orientalis cav.,S. rhombifolia L.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
8b5bc31adb2bf6c1,Sida CORDIFOLIA L.,sida cordifolia l.,-,Malvaceae,malvaceae,,,POTENTIAL_DUPLICATE,MEDIUM,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
4c90293080686922,Sida CORDATA (Burm. f. ) Borssum.,sida cordata (burm. f. ) borssum.,S. veronicaefolia Lamk.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
eeabcee8ad94480f,Sida ACUTA Burm. f.,sida acuta burm. f.,-,Malvaceae,malvaceae,,,POTENTIAL_DUPLICATE,MEDIUM,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
2deb4c4f32984357,Shorea ROBUSTA Gaertn.,shorea robusta gaertn.,-,Dipterocarpaceae,dipterocarpaceae,,,POTENTIAL_DUPLICATE,MEDIUM,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
ae72371768886084,Setaria ITALICA (L.) Beauv.,setaria italica (l.) beauv.,-,Poaceae,poaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
64901ae0fa835883,Seseli DIFFUSUM (Roxb.ex Sm.)Sant. & Wagh.,seseli diffusum (roxb.ex sm.)sant. & wagh.,S. indicum W & A.,Apiaceae,apiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
364d11d3a6e908e8,Sesbania SESBAN (L.) Merr.,sesbania sesban (l.) merr.,S. aegyptiaca Pers.,Fabaceae,fabaceae,,,POTENTIAL_DUPLICATE,MEDIUM,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
e808694fc6115c02,Sesbania GRANDIFLORA Pers.,sesbania grandiflora pers.,-,Fabaceae,fabaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
669032be14c4fc29,Sesbania ACULEATA Pers.,sesbania aculeata pers.,-,Fabaceae,fabaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
7778779db72ef548,Sesamum INDICUM L.,sesamum indicum l.,S. orientale L.,Pedaliaceae,pedaliaceae,,,POTENTIAL_DUPLICATE,MEDIUM,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
9d86ee9fbeea8c86,Semecarpus ANACARDIUM L.f.,semecarpus anacardium l.f.,-,Anacardiaceae,anacardiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
50d33dc2f0106e48,Scoparia DULCIS L.,scoparia dulcis l.,-,Scrophulariaceae,scrophulariaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
19d42ee45a8d23c2,Scindapsus OFFICINALIS (Roxb.) Schott.,scindapsus officinalis (roxb.) schott.,Pothos officinalis Roxb.,Araceae,araceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
69a78322a0ec02b6,Schoenoplectus ARTICULATUS (L.) Palla,schoenoplectus articulatus (l.) palla,Scirpus articulatus L.,Cyperaceae,cyperaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
fe99df2af8c392ec,Schoenoplectus GROSSUS (L.f.) Palla.,schoenoplectus grossus (l.f.) palla.,Scirpus grossus L.f. S. kysoor Roxb.,Cyperaceae,cyperaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
815821355eb8218e,Schleichera OLEOSA (Lour.) Oken,schleichera oleosa (lour.) oken,-,Sapindaceae,sapindaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
f3a0de86bfc526a7,Scaphium WALLICHII Schott. & Endl.,scaphium wallichii schott. & endl.,Sterculia scaphigera Wall.,Sterculiaceae,sterculiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
2dc0c4875e557eaa,Saussurea AFFINIS Spreng.,saussurea affinis spreng.,-,Asteraceae,asteraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
42794eacaae00e92,Sarcochlamys PULCHERRIMA Gaud.,sarcochlamys pulcherrima gaud.,-,Articaceae,articaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
3402f47300d7d02b,Saraca ASOCA (Roxb.) De Wilde.,saraca asoca (roxb.) de wilde.,Saraca indica non L. sensu Baker,Fabaceae,fabaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
d0372247cadc8b10,Sapindus MUKOROSSI Gaertn.,sapindus mukorossi gaertn.,-,Sapindaceae,sapindaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
71ecdd7b9cb4c4a8,Sansevieria ROXBURGHIANA Schult.,sansevieria roxburghiana schult.,-,Amaryllidaceae,amaryllidaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
e5c151936b3be65d,Sambucas JAVANICA Reinw. ex Blume.,sambucas javanica reinw. ex blume.,S. hookeri Rehder.,Caprifoliaceae,caprifoliaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
349e9cbea81611c7,Salvia PLEBEIA R. Br.,salvia plebeia r. br.,-,Lamiaceae,lamiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
480f299e314a9e32,Salix TETRASPERMA Roxb.,salix tetrasperma roxb.,-,Salicaceae,salicaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
bce30491b28ff59f,Sagittaria SAGITTIFOLIA L.,sagittaria sagittifolia l.,-,Alismataceae,alismataceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
be302e631675781a,Saccharum SPONTANEUM L.,saccharum spontaneum l.,-,Poaceae,poaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
4688c687dc8b8b69,Saccharum OFFICINARUM L.,saccharum officinarum l.,-,Poaceae,poaceae,,,POTENTIAL_DUPLICATE,MEDIUM,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
9a4d0fd2eb1acba8,Saccharum ARUNDINACEUM Rets.,saccharum arundinaceum rets.,S. procerum Roxb.,Poaceae,poaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
1b45d2b788e71951,Rungia PECTINATA (L.) Nees.,rungia pectinata (l.) nees.,Dianthera parviflora Roxb. ex Nees Dicliptera pectinata (L.) Juss. Justicia pectinata L. Rungia parviflora Nees,Acanthaceae,acanthaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
cfd21b4cca23bbe7,Rumex VESICARIUS L.,rumex vesicarius l.,Acetosa vesicaria (L.) Á.Löve,Polygonaceae,polygonaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
