record_id,raw_scientific_name,normalized_scientific_name,raw_synonym,raw_family,normalized_family,canonical_scientific_name,canonical_family,reconciliation_status,confidence,source_page_url,scrape_timestamp
97ac19ab93d4f61e,Ipomoea PES-CAPRAE (L.) R.Br.,ipomoea pes-caprae (l.) r.br.,Convolvulus bilobatus Roxb. Convolvulus brasiliensis L. Ipomoea brasiliensis (L.) Sweet Latrienda brasiliensis (L.) Raf.,Convolvulaceae,convolvulaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
021a448cb9a11a89,Ipomoea OBSCURA Ker-Gawl.,ipomoea obscura ker-gawl.,Convolvulus obscurus L. Ipomoea fragilis Choisy Ipomoea insuavis Blume,Convolvulaceae,convolvulaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
d3320e26997a441b,Ipomoea MAXIMA (L.f.) Don. ex. Sweef.,ipomoea maxima (l.f.) don. ex. sweef.,Ipomoea sepiaria Koen. ex. Roxb. Convolvulus maximus L. f.,Convolvulaceae,convolvulaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
e31ee61c4416c1cf,Ipomoea MAURITIANA Jacq.,ipomoea mauritiana jacq.,Ipomoea digitata Clarke Batatas paniculata (L.) Choisy Convolvulus paniculatus L.,Convolvulaceae,convolvulaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
ae6dc065e16a90fd,Ipomoea BATATUS (L.) Lamk.,ipomoea batatus (l.) lamk.,Batatas edulis (Thunb.) Choisy Convolvulus batatas L. Convolvulus esculentus Salisb. Ipomoea purpusii House,Convolvulaceae,convolvulaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
6c5959d0513b361f,Ipomoea AQUATICA Forsk.,ipomoea aquatica forsk.,Ipomoea natans Dinter & Suess. Ipomoea repens Roth Ipomoea sagittifolia Hochr. Ipomoea subdentata Miq.,Convolvulaceae,convolvulaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
aff95fef24d9974a,Ipomoea ALBA L.,ipomoea alba l.,Calonyction album (L.) House Calonyction speciosum Choisy Convolvulus pulcherrimus Vell. Ipomoea bona-nox L.,Convolvulaceae,convolvulaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=48,2026-09-22T16:27:26.664344+00:00
a9d6bb118d294797,Indigofera TINCTORIA L.,indigofera tinctoria l.,Anila tinctoria (L.) Kuntze Indigofera cinerascens DC. Indigofera indica Lam.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
0b81fefb6a87047c,Imperata CYLINDRICA Rausch.,imperata cylindrica rausch.,Imperata arundinacea Cyrill. Imperata angolensis Fritsch Imperata latifolia (Hook.f.) L.Liou Lagurus cylindricus L. Saccharum cylindricum (L.) Lam.,Poaceae,poaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
4d5c167c7390ca75,Impatiens BALSAMINA L.,impatiens balsamina l.,Balsamina angustifolia Blume Balsamina cornuta (L.) DC. Balsamina odorata Buch.-Ham. ex D.Don Impatiens cornuta L.,Balsaminaceae,balsaminaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
2a033d3e2348e02e,Ichnocarpus FRUTESCENS (L.) R. Br.,ichnocarpus frutescens (l.) r. br.,Apocynum frutescens L. Beluttakaka malabarica (Lam.) Kuntze Echites frutescens (L.) Roxb. Gardenia volubilis Lour. Ichnocarpus leptodictyus F.Muell.,Apocynaceae,apocynaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
6cee2132cb38dc3d,Hyptis SUAVEOLENS (L.) Poit.,hyptis suaveolens (l.) poit.,Ballota suaveolens L. Gnoteris cordata Raf. Hyptis graveolens Schrank Marrubium indicum Blanco Mesosphaerum suaveolens (L.) Kuntze,Lamiaceae,lamiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
715df0671acacc75,Hypericum JAPONICUM Thunb.,hypericum japonicum thunb.,Ascyrum humifusum Labill. Brathys japonica (Thunb.) Wight Hypericum chinense Osbeck Sarothra japonica (Thunb.) Y. Kimura,Hypericaceae,hypericaceae,,,POTENTIAL_DUPLICATE,MEDIUM,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
ccc1066a95383f74,Hymenodictyon ORIXENSIS (Roxb.) Mabberly,hymenodictyon orixensis (roxb.) mabberly,Hymenodictyon excelsum (Roxb.)Wall. Benteca rheedei Roem. & Schult. Cinchona orixensis Roxb. Exostema philippicum Schult. Hymenodictyon thyrsiflorum Wall.,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
451bc6e0e49e90d5,Hygroryza ARISTATA (Retz.) Nees.,hygroryza aristata (retz.) nees.,Leersia aristata (Retz.) Roxb. Pharus aristatus Retz. Potamochloa retzii (Spreng.) Griff. Zizania aristata (Retz.) Kunth,Poaceae,poaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
b5f553e1261e6ec4,Hygrophila AURICULATA (Schum.) Heyne.,hygrophila auriculata (schum.) heyne.,Asteracantha longifolia (L.) Nees. Asteracantha auriculata Nees Barleria glabrata Vahl ex Nees Hygrophila spinosa T.Anderson Barleria longifolia L.,Acanthaceae,acanthaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
2815d2e47e228aab,Hydrolea ZEYLANICA Vahl.,hydrolea zeylanica vahl.,Beloanthera oppositifolia Hassk. Hydrolea arayatensis Blanco Hydrolea javanica Blume Nama zeylanica L. Steris javanica L.,Hydrophyllaceae,hydrophyllaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=49,2026-09-22T16:27:28.191157+00:00
45c63592ff92d782,Hydnocarpus KURZII (King.) Warb.,hydnocarpus kurzii (king.) warb.,Taraktogenos kurzii king,Flacourtiaceae,flacourtiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
4750200e5e39c14b,Hybanthus ENNEASPERMUS (L.) F. Muell.,hybanthus enneaspermus (l.) f. muell.,Ionidium suffruticosum (L.) R. & S. Calceolaria enneasperma (L.) Kuntze Hybanthus heterophyllus (Vent.) Baill. Ionidium enneaspermum (L.) Vent. Viola suffruticosa L.,Violaceae,violaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
4c7910722cf3c7f8,Hoya PARASITICA Wall.,hoya parasitica wall.,-,Asclepiadaceae,asclepiadaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
eec8f6b5d4bfb915,Hopea ODORATA Roxb.,hopea odorata roxb.,Hopea vasta Wall. Hopea wightiana Miq. ex Dyer.,Dipterocarpaceae,dipterocarpaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
37280784747b9816,Homalomena aromatica (Spreng.) Schott.,homalomena aromatica (spreng.) schott.,Calla aromatica (Spreng.) Roxb. Zantedeschia aromatica Spreng. Zantedeschia foetida K.Koch,Araceae,araceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
1d7e03e79af0e514,Holarrhena PUBESCENCE (Buch.-Ham.) Wall.,holarrhena pubescence (buch.-ham.) wall.,Chonemorpha pubescens (Wall.) G.Don Echites antidysentericus Roth Holarrhena antidysenterica (Roth) Wall. ex A.DC. Nerium sinense Hunter ex Ridl.,Apocynaceae,apocynaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
98f2c179993f5ba7,Hiptage BENGHALENSIS (L.) Kurz.,hiptage benghalensis (l.) kurz.,Hiptage madaablata Gertn. Gaertnera obtusifolia Roxb. Hiptage benghalensis var. benghalensis Hiptage javanica Blume Hiptage parvifolia Wight & Arn.,Malphigiaceae,malphigiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
95fae3323d94322e,Hibiscus TILLIACEUS L.,hibiscus tilliaceus l.,Hibiscus circinnatus Willd. Hibiscus porophyllus Vell. Pariti tiliaceum (L.) A. St.-Hil. Pariti boninense (Nakai) Nakai,Malvaceae,malvaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
91e7e5faa044cf76,Hibiscus SURATTENSIS L.,hibiscus surattensis l.,Furcaria surattensis Kostel. Hibiscus aculeatus G. Don Hibiscus surattensis var. villosus Hochr.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
d72c0d887f8b2b0c,Hibiscus SABDARIFFA L.,hibiscus sabdariffa l.,Abelmoschus cruentus (Bertol.) Walp. Furcaria sabdariffa Ulbr. Hibiscus fraternus L. Sabdariffa rubra Kostel.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=50,2026-09-22T16:27:29.718272+00:00
47441732b5f7b632,Hibiscus ROSA-SINENSIS L.,hibiscus rosa-sinensis l.,Hibiscus boryanus DC. Hibiscus festalis Salisb. Hibiscus storckii Seem.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
f64fdcabbb56ac41,Hibiscus MUTABILIS L.,hibiscus mutabilis l.,Abelmoschus mutabilis (L.) Wall. ex Hassk. Abelmoschus venustus Walp. Hibiscus immutabilis Dehnh. ex Walp. Hibiscus sinensis Mill. Ketmia mutabilis (L.) Moench.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
cc3108e47e8fcc99,Hibiscus CANABINUS L.,hibiscus canabinus l.,Abelmoschus verrucosus Walp. Furcaria cannabina Ulbr. Hibiscus malangensis Baker f. Hibiscus vanderystii De Wild.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
f0a6b0ca58541a09,Schefflera hypoleuca (Kurz) Harms.,schefflera hypoleuca (kurz) harms.,Heptapleurum hypoleucum Kurz.,Araliaceae,araliaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
ebe8db1444fdc98e,Hemigraphis HIRTA (Vahl.) And.,hemigraphis hirta (vahl.) and.,Ruellia hirta Vahl.,Acanthaceae,acanthaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
99b03ca76078d9bf,Hemidesmus INDICUS (L.) R. Br.,hemidesmus indicus (l.) r. br.,Periploca indica L.,Asclepiadaceae,asclepiadaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
072ab7120ea47633,Helminthostachys ZEYLANICA L.,helminthostachys zeylanica l.,Ophiala zeylanica (L.) Desv.,Helminthostachyaceae,helminthostachyaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
178721413b63dabc,Heliotropium INDICUM L.,heliotropium indicum l.,Eliopia serrata Raf. Heliophytum indicum (L.) DC. Heliotropium cordifolium Moench Tiaridium indicum (L.) Lehm.,Boraginaceae,boraginaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
e6abf04952b9a51b,Helicteres ISORA L.,helicteres isora l.,Helicteres grewiaefolia DC. Helicteres roxburghii G. Don Isora grewiaefolia (DC.) Schott & Endl. Ixora versicolor Hassk.,Sterculiaceae,sterculiaceae,,,POTENTIAL_DUPLICATE,MEDIUM,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
0128ae24fd439c54,Helianthus ANNUS L.,helianthus annus l.,Helianthus aridus Rydb. Helianthus indicus L. Helianthus macrocarpus DC. & A.DC. Helianthus multiflorus Hook. Helianthus ovatus Lehm.,Asteraceae,asteraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=51,2026-09-22T16:27:31.249390+00:00
75dcee7250803dee,Hedyotis SCANDENS Roxb.,hedyotis scandens roxb.,Hedyotis polycarpa R.Br. ex G.Don Hedyotis subscandens Griff. Oldenlandia scandens (Roxb.) Kuntze Petesia hita Buch.-Ham. ex D.Don,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
e33b9548bbf417a6,Oldenlandia diffusa (Willd.) Roxb.,oldenlandia diffusa (willd.) roxb.,Hedyotis diffusa Willd. Oldenlandia pauciflora Roxb. ex Wight & Arn. Hedyotis diffusa var. extensa (Hook.f.) R.Dutta,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
4f3c3334c0d0aade,Oldenlandia corymbosa L.,oldenlandia corymbosa l.,Hedyotis corymbosa (L.) Link Hedyotis depressa (Willd.) Roem. & Schult. Hedyotis graminicola Kurz Oldenlandia alsinifolia G.Don Oldenlandia capillaris DC. Oldenlandia ramosa Roxb.,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
266d5b7dcfd9472b,Hedychium CORONARIUM Koenig,hedychium coronarium koenig,Amomum filiforme Hunter ex Ridl. Gandasulium coronarium (J.Koenig) Kuntze Hedychium chrysoleucum Hook. Hedychium prophetae Buch.-Ham. ex Wall.,Zingiberaceae,zingiberaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
0211dee47719876b,Peristylus constrictus (Lindl.) Lindl.,peristylus constrictus (lindl.) lindl.,Habenaria constricta Hook. f. Habenaria cylindrocalyx Gagnep. Herminium constrictum Lindl. Orchis leucantha Ham. ex Hook.f.,Orchidaceae,orchidaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
bf5c052e26ca1c6c,Gynocardia ORORATA R. Br.,gynocardia ororata r. br.,Chaulmoogra odorata Roxb. Chilmoria dodecandra Buch.-Ham. Gynocardia antisyphilitica Pierre ex Tschirch Gynocardia prainii Desprez,Flacourtiaceae,flacourtiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
3aa8ba4643c5ba5c,Gymnopetalum chinense (Lour.) Merr.,gymnopetalum chinense (lour.) merr.,Gymnopetalum cochinchinense (Lour.) Kurz. Bryonia cochinchinensis Lour. Cucumis tubiflorus Roxb. ex Wight & Arn. Euonymus chinensis Lour. Momordica tubiflora Roxb.,Cucurbitaceae,cucurbitaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
75bdc89b34ed2ab6,Grewia asiatica L.,grewia asiatica l.,Grewia subinaequalis DC. Grewia hainesiana Hole,Tiliaceae,tiliaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
aff12816476eeaaa,Grewia SCLEROPHYLLA Roxb. ex Don.,grewia sclerophylla roxb. ex don.,Grewia obliqua Roxb. Grewia rugosa G.Don Grewia scabrophylla Roxb.,Tiliaceae,tiliaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
3f2192a6fc976836,Grewia nervosa (Lour.) Panigrahi.,grewia nervosa (lour.) panigrahi.,Grewia microcos L. Arsis rugosa Lour. Fallopia nervosa Lour. Grewia affinis Lindl. Grewia ulmifolia Roxb.,Tiliaceae,tiliaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=52,2026-09-22T16:27:32.774658+00:00
1b34759babe79b99,Grangea MADERESPATANA (L.) Poir.,grangea maderespatana (l.) poir.,Grangea hispida Humbert Grangea adansonii Cass. Cotula maderaspatana (L.) Willd. Artemisia maderaspatana L. Tanacetum aegyptiacum Juss. ex Jacq.,Asteraceae,asteraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
efaee0589c34a454,Gossypium HERBACIUM L.,gossypium herbacium l.,Gossypium albescens Raf. Gossypium chinense Fisch. & Otto ex Steud. Gossypium croceum Buch.-Ham. Gossypium paniculatum Blanco Gossypium purpureum Raf.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
272753d497033423,Gomphrena GLOBOSA L.,gomphrena globosa l.,Amaranthoides globosa (L.) M.Gómez Gomphrena rubra Moq. Gomphrena tumida Seidl ex Opiz Xeraea globosa (L.) Kuntze,Amaranthaceae,amaranthaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
35356c28e0c57f57,Gnetum MONTANUM Markgraf,gnetum montanum markgraf,Gnetum scandens Roxb. Gnetum montanum f. parvifolium (Warb.) Markgr.,Gnetaceae,gnetaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
3273b99ea3aadfd1,Laphangium luteoalbum (L.) Tzvelev.,laphangium luteoalbum (l.) tzvelev.,Gnaphalium luteoalbum L. Chrysocoma villosa Lour. Dasyanthus conglobatus (Lam.) Bubani Filaginella luteoalba (L.) Opiz,Asteraceae,asteraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
327b09c76af2313d,Glycosmis PENTAPHYLLA (Retz.) A. DC.,glycosmis pentaphylla (retz.) a. dc.,Glycosmis arborea (Roxb.) DC. Limonia pentaphylla Retz. Bursera nitida Fern.-Vill.,Rutaceae,rutaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
3f3e3ef0f2b79ce4,Gmelina ARBOREA L.,gmelina arborea l.,-,Verbenaceae,verbenaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
3d90b2642a8f58e6,Gloriosa SUPERBA L.,gloriosa superba l.,Clinostylis speciosa Hochst. Eugone superba (L.) Salisb. Gloriosa angulata Schumach. Gloriosa nepalensis G.Don Methonica grandiflora Hook.,Liliaceae,liliaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
16d44deb4104c6fa,Glochidion LANCEOLARIUM (Roxb.) Dalz.,glochidion lanceolarium (roxb.) dalz.,Glochidion macrophyllum Benth. Diasperus lanceolarius (Roxb.) Kuntze Glochisandra acuminata Wight Phyllanthus fraxinifolius Lodd. Glochisandra acuminata Wight,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
fb8b4314141daaa4,Glinus OPPOSITIFOLIUS (L.) A. DC.,glinus oppositifolius (l.) a. dc.,Mollugo spergula L. Mollugo oppositifolia L. Glinus denticulatus (Guill. & Perr.) Fenzl Glinus spergula (L.) Steud. Glinus mollugo Fenzl,Molluginaceae,molluginaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=53,2026-09-22T16:27:34.309248+00:00
2a638e2ba04c4050,Garuga PINNATA Roxb.,garuga pinnata roxb.,Garuga pharhad Buch.-Ham. Garuga pinnata var. obtusa Engl. Guaiacum abilo Blanco,Burseraceae,burseraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
def78cd369093185,Gardenia RESINIFERA Roth.,gardenia resinifera roth.,Gardenia lucida Roxb. Genipa resinifera (Roth) Baill.,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
da7f7a7ed7caa357,Gardenia JASMINOIDES Ellis.,gardenia jasminoides ellis.,Gardenia angustifolia Lodd. Gardenia grandiflora Lour. Gardenia radicans Thunb. Gardenia pictorum Hassk. Gardenia maruba Siebold ex Blume Gardenia longisepala (Masam.) Masam.,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
80446779b4fa636b,Gardenia CORONARIA Ham.,gardenia coronaria ham.,Gardenia costata Roxb. Yangapa flava Raf.,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
ca59865a9ba27e90,Ceriscoides campanulata (Roxb.) Tirveng,ceriscoides campanulata (roxb.) tirveng,Gardenia campanulata Roxb Gardenia blumeana DC. Genipa campanulata (Roxb.) Baill.,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
1f02840c2b902603,Garcinia XANTHOCHYMUS Hook. f.,garcinia xanthochymus hook. f.,Garcinia pictoria (Roxb.) Engl. Garcinia tinctoria (DC.) W.Wight Xanthochymus pictorius Roxb. Xanthochymus tinctorius DC.,Clusiaceae,clusiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
bed1f9a64e6de812,Garcinia COWA Roxb.,garcinia cowa roxb.,Cambogia crassifolia Blanco Garcinia cornea Roxb. ex Sm. Garcinia roxburghii Wight Oxycarpus gangetica Buch.-Ham.,Clusiaceae,clusiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
39ae82f0e3fd3d5e,Foeniculum VULGARE Mill.,foeniculum vulgare mill.,Foeniculum officinale All. Foeniculum giganteum Lojac. Foeniculum divaricatum Griseb. Ligusticum foeniculum (L.) Roth Anethum foeniculum L.,Apiaceae,apiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
1215649e39696b8d,Floscopa SCANDENS Lour.,floscopa scandens lour.,Floscopa paniculata (Roxb.) Hassk. Dithyrocarpus rufus (C.Presl) Kunth Commelina hispida Ham. ex Spreng. Aneilema densiflorum (Blume) Kunth,Commelinaceae,commelinaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
ab661445f1e84648,Flemingia STROBILIFERA R.Br.,flemingia strobilifera r.br.,Flemingia bracteata (Roxb.) Wight Flemingia fruticulosa Benth. Hedysarum strobiliferum L. Moghania strobilifera (L.) Kuntze Zornia strobilifera (L.) Pers.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=54,2026-09-22T16:27:35.843206+00:00
7a9c0ab0b78779b0,Flemingia MACROPHYLLA (Willd.) O.Ktze. ex Merr.,flemingia macrophylla (willd.) o.ktze. ex merr.,Crotalaria macrophylla Willd. Flemingia angustifolia Roxb. Moghania latifolia (Benth.) Mukerjee Rhynchosia crotalarioides DC.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
0e830e440d18a061,Flacourtia JANGOMAS (Lour.) Raeus.,flacourtia jangomas (lour.) raeus.,Flacourtia cataphracta Roxb. ex Willd. Stigmarota jangomas Lour.,Flacourtiaceae,flacourtiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
6a1a3289a8efedae,Flacourtia INDICA (Burm.f.) Merr.,flacourtia indica (burm.f.) merr.,Flacourtia ramonchi L’ Heritt. Flacourtia elliptica (Tul.) Warb. Flacourtia heterophylla Turcz. Flacourtia sapida Roxb. Gmelina indica Burm.f.,Flacourtiaceae,flacourtiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
ae6b9f0bbb86b92b,Firmiana COLORATA R. Br.,firmiana colorata r. br.,Erythropsis colorata (Roxb.) Burkill Firmiana rubriflora Kosterm. Karaka colorata (Roxb.) Raf. Sterculia colorata Roxb.,Sterculiaceae,sterculiaceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
b73778a1a703736c,Ficus SEMICORDATA Buch.-Ham. ex Smith.,ficus semicordata buch.-ham. ex smith.,Covellia cunia (B.Ham. ex Roxb.) Miq Covellia inaequiloba Miq. Ficus cunia Buch.-Ham. ex Roxb. Ficus hapalophylla Kurz,Moraceae,moraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
855663b48818df1a,Ficus RELIGIOSA L.,ficus religiosa l.,Ficus caudata Stokes Ficus peepul Griff. Ficus superstitiosa Link Urostigma religiosum (L.) Gasp.,Moraceae,moraceae,,,NORMALIZED_ONLY,HIGH,https://mpbd.cu.ac.bd/plants.php?pageno=55,2026-09-22T16:27:37.377882+00:00
