plant_index,term_raw,term_light
699,stimulant,stimulant
699,aphrodisiac,aphrodisiac
699,tonic,tonic
699,diuretic,diuretic
699,expectorant,expectorant
699,carminative,carminative
699,headache,headache
699,lumbago,lumbago
699,rheumatic pains,rheumatic pains
699,sore throat,sore throat
699,sour eructations,sour eructations
699,stuttering,stuttering
699,pain,pain
699,diabetes,diabetes
699,bronchitis and dyspepsia.,bronchitis and dyspepsia
700,Gastric pain,gastric pain
700,aphrodisiac,aphrodisiac
700,diarrhoea and dysentery.,diarrhoea and dysentery
701,sores.,sores
702,Aphrodisiac,aphrodisiac
702,tonic,tonic
702,diuretic,diuretic
702,expectorant,expectorant
702,carminative,carminative
702,stomachic,stomachic
702,headache,headache
702,lumbago,lumbago
702,rheumatism,rheumatism
702,sore throat,sore throat
702,bronchitis and dyspepsia.,bronchitis and dyspepsia
703,Astringent,astringent
703,tonic,tonic
703,anthemintic,anthemintic
703,laxative,laxative
703,febrifuge,febrifuge
703,alterative,alterative
703,antiperiodic,antiperiodic
703,chronic diarrhoea,chronic diarrhoea
703,dysentery,dysentery
703,fever,fever
703,skin diseases,skin diseases
703,malaria,malaria
703,ulcers and cancer.,ulcers and cancer
704,Galactagogue,galactagogue
704,cholagogue,cholagogue
704,febrifuge,febrifuge
704,blood vomiting,blood vomiting
704,night blindness,night blindness
704,malaria,malaria
704,post natal complaints,post natal complaints
704,prolapsus ani,prolapsus ani
704,fistulas ani,fistulas ani
704,diarrhoea,diarrhoea
704,dysentery,dysentery
704,puerperal fever and ulcer.,puerperal fever and ulcer
705,Diuretic,diuretic
705,expectorant,expectorant
705,cough,cough
705,asthma,asthma
705,pain,pain
705,fever,fever
705,sore throat,sore throat
705,rheumatism,rheumatism
705,carminativel,carminativel
705,gonorrhea,gonorrhea
705,cardioactive and antipyretic acivities.,cardioactive and antipyretic acivities
706,Diarrhoea and dysentery.,diarrhoea and dysentery
707,Ascites and tympanites.,ascites and tympanites
708,appetizer,appetizer
708,laxative and stomachic.,laxative and stomachic
709,Stomachic,stomachic
709,hypnotic,hypnotic
709,appetizer,appetizer
709,tonic,tonic
709,astringent,astringent
709,indigestion,indigestion
709,vomiting and biliousness,vomiting and biliousness
710,Asthma.,asthma
711,Inflammation.,inflammation
712,Stomachic,stomachic
712,tonic,tonic
712,constipating,constipating
712,piles,piles
712,enlarged spleen,enlarged spleen
712,tumours,tumours
712,asthma,asthma
712,bronchitis,bronchitis
712,vomiting,vomiting
712,abdominal pain,abdominal pain
712,elephantiasis and rheumatism.,elephantiasis and rheumatism
713,Swellings,swellings
713,pains,pains
713,Jaundice ande boils.,jaundice ande boils
714,Muscular pain,muscular pain
714,sores,sores
714,pneumonia,pneumonia
714,bone fracture and chronic dysentery.,bone fracture and chronic dysentery
715,Alterative,alterative
715,astringent,astringent
715,diarrhea,diarrhea
715,dysentery,dysentery
715,purgative,purgative
715,leprosy,leprosy
715,ringworm,ringworm
715,corns,corns
715,ulcers,ulcers
715,diarrhoea,diarrhoea
715,indigestion,indigestion
715,stomachache and diuretic.,stomachache and diuretic
716,Diuretic,diuretic
716,diaphoretic,diaphoretic
716,expectorant,expectorant
716,cures gout,cures gout
716,cerebral affections,cerebral affections
716,hydrophobia,hydrophobia
716,pain,pain
716,leprosy,leprosy
716,dropsy,dropsy
716,epilepsy,epilepsy
716,mania and eyesight,mania and eyesight
717,Expectorant,expectorant
717,rheumatism,rheumatism
717,imflammation and skin.,imflammation and skin
718,influenza,influenza
718,anthelmintic,anthelmintic
719,Febrifuge,febrifuge
719,hypoglycemic,hypoglycemic
719,stomachic,stomachic
719,tonic,tonic
719,alterative,alterative
719,anthelmintic,anthelmintic
719,cholagogue,cholagogue
719,dysentery,dysentery
719,dyspepsia,dyspepsia
719,diarrhea,diarrhea
719,colic,colic
719,cholera,cholera
719,griping,griping
719,irregular,irregular
719,appetite,appetite
719,malaria,malaria
719,fever,fever
719,headache and vertigo.,headache and vertigo
720,Carminative,carminative
720,astringent,astringent
720,tonic,tonic
720,animal dysentery,animal dysentery
720,sores,sores
720,ulcers,ulcers
720,fever and whooping cough.,fever and whooping cough
721,Astringent,astringent
721,tonic,tonic
721,inflammation,inflammation
721,tumours,tumours
721,dysentery,dysentery
721,diarrhoea and intestinal worms.,diarrhoea and intestinal worms
722,Purgative,purgative
722,astringent,astringent
722,diarrhea,diarrhea
722,tonic,tonic
722,cooling,cooling
722,maturant,maturant
722,laxative and anthelmintic.,laxative and anthelmintic
723,Ipecacuanha.,ipecacuanha
724,Febrifuge,febrifuge
724,tonic,tonic
724,antidiarrhoeal,antidiarrhoeal
724,astringent,astringent
724,bowels and cooling and analgesic,bowels and cooling and analgesic
725,Post-natal indigestion,post-natal indigestion
725,irregular menstruation.,irregular menstruation
726,Astringent,astringent
726,liver,liver
726,tumours,tumours
726,refrigerant,refrigerant
726,laxative,laxative
726,anthelmintic,anthelmintic
726,ulcers,ulcers
726,lessens muscular pain,lessens muscular pain
726,rheumatism and spleen.,rheumatism and spleen
727,Alterative,alterative
727,tonic,tonic
727,carminative,carminative
727,laxative,laxative
727,stomachic,stomachic
727,diuretic,diuretic
727,aphrodisiac,aphrodisiac
727,febrifuge,febrifuge
727,skin,skin
727,hiccup,hiccup
727,leucoderma,leucoderma
727,chronic diarrhoea,chronic diarrhoea
727,bronchitis,bronchitis
727,asthma,asthma
727,gout,gout
727,rheumatism and heart disease.,rheumatism and heart disease
728,Lactagogue,lactagogue
728,bowels and cardiac.,bowels and cardiac
729,dysentery.,dysentery
730,Stimulant,stimulant
730,carminative,carminative
730,febrifuge,febrifuge
730,diarrhoea and rheumatism.,diarrhoea and rheumatism
731,Astringent,astringent
731,anthelmintic,anthelmintic
731,laxative,laxative
731,diuretic,diuretic
731,aphrodisiac,aphrodisiac
731,emmenagogue,emmenagogue
731,nervine,nervine
731,cardiotonic,cardiotonic
731,inflammation,inflammation
731,diarrhea,diarrhea
731,anthelmintic and sore lips.,anthelmintic and sore lips
732,Alterative,alterative
732,skin,skin
732,diuretic,diuretic
732,alterative,alterative
732,hypnotic,hypnotic
732,dropsy,dropsy
732,jaundice warts,jaundice warts
732,tumours,tumours
732,cancer,cancer
732,laxative,laxative
732,nauseant,nauseant
732,emetic,emetic
732,expectorant,expectorant
732,narcotic,narcotic
732,demulcent and coughs.,demulcent and coughs
733,Ear pinnae,ear pinnae
734,Aphrodisiac,aphrodisiac
734,diuretic alterative,diuretic alterative
734,tonic,tonic
734,gleet,gleet
734,gonorrhoea,gonorrhoea
734,strangury,strangury
734,chronic ulcers,chronic ulcers
734,skin and abscess,skin and abscess
735,Stimulant,stimulant
735,tonic,tonic
735,emmenagogue,emmenagogue
735,malarial fever,malarial fever
735,pains,pains
735,dyspepsia,dyspepsia
735,stomachic,stomachic
735,tonic,tonic
735,antiperiodic,antiperiodic
735,purgative,purgative
735,inflammations,inflammations
735,biliousness and dry coughs.,biliousness and dry coughs
736,Tonic and stomach pain.,tonic and stomach pain
737,Cholera,cholera
737,vomiting,vomiting
737,biliousness,biliousness
737,itch,itch
737,leucoderma,leucoderma
737,blood and the heart,blood and the heart
738,Cholera.,cholera
739,Skin,skin
739,diarrhea,diarrhea
739,astringent,astringent
739,carminative,carminative
739,tonic,tonic
739,laxative,laxative
739,oleagenous,oleagenous
739,tonic,tonic
739,fattening,fattening
739,aphrodisiac and diarrhoea.,aphrodisiac and diarrhoea
740,Constipation,constipation
740,pimples and cracked skin.,pimples and cracked skin
741,Cancers,cancers
741,anthelmintic,anthelmintic
741,haemorrhages,haemorrhages
741,cardiotonic,cardiotonic
741,purgative,purgative
741,emetic,emetic
741,febrifuge and astringent,febrifuge and astringent
741,asthma,asthma
741,fever,fever
741,venereal diseases,venereal diseases
741,piles,piles
741,gonorrhea and Jaundice.,gonorrhea and jaundice
742,Tonic,tonic
742,refrigerant,refrigerant
742,demulcent,demulcent
742,diuretic,diuretic
742,aphrodisiac,aphrodisiac
742,antispasmodic,antispasmodic
742,alterative,alterative
742,galactagogue,galactagogue
742,laxative,laxative
742,expectorant,expectorant
742,anti-diarrhoeal and anti-dysenteric,anti-diarrhoeal and anti-dysenteric
742,kidney,kidney
742,liver.,liver
743,Jaundice and malarial fever.,jaundice and malarial fever
744,Paralysis,paralysis
744,rheumatism and hemiplegia.,rheumatism and hemiplegia
745,Jaundice.,jaundice
746,Pain,pain
746,night fever,night fever
746,dropsy,dropsy
746,anaemia,anaemia
746,hemiplegia,hemiplegia
746,burns,burns
746,wounds,wounds
746,small-pox,small-pox
746,venereal sores,venereal sores
746,syphilis,syphilis
746,gonorrhoea,gonorrhoea
746,spermatorrhoea,spermatorrhoea
746,gravel,gravel
746,cholera,cholera
746,dysentery,dysentery
746,snake-bite and rinderpest and diarrhea.,snake-bite and rinderpest and diarrhea
747,Astringent,astringent
747,stomachic,stomachic
747,refrigerant,refrigerant
747,haemorrhage,haemorrhage
747,piles,piles
747,scurvy,scurvy
747,hepatitis,hepatitis
747,fever,fever
747,diarrhoea and bilious colic.,diarrhoea and bilious colic
748,Tonic,tonic
748,refrigerant,refrigerant
748,antiscorbutic,antiscorbutic
748,jaundice,jaundice
748,piles,piles
748,dysentery,dysentery
748,hepatic colic,hepatic colic
748,fevers,fevers
748,antipyretic,antipyretic
748,antipruritic,antipruritic
748,anthelmintic and scabies.,anthelmintic and scabies
749,Tonic,tonic
749,refrigerant,refrigerant
749,anthelmintic,anthelmintic
749,maturant,maturant
749,astringent,astringent
749,relieves fatigue,relieves fatigue
749,fever,fever
749,thirst,thirst
749,cough,cough
749,amenorrhoea,amenorrhoea
749,ulcers,ulcers
749,inflammations,inflammations
749,alexiteric,alexiteric
749,anthelmintic,anthelmintic
749,ophthalmia,ophthalmia
749,biliousness,biliousness
749,skin diseases,skin diseases
749,boils,boils
749,eczema,eczema
749,stomachic,stomachic
749,anthelmintic,anthelmintic
749,dyspepsia,dyspepsia
749,purgati,purgati
750,Diuretic,diuretic
750,laxative,laxative
750,emetic,emetic
750,aphrodisiac,aphrodisiac
750,brain tonic,brain tonic
750,ascites,ascites
750,indigestion,indigestion
750,diarrhoea,diarrhoea
750,epilepsy,epilepsy
750,insanity,insanity
750,scabies,scabies
750,asthma,asthma
750,cardiac tonic,cardiac tonic
750,cough and rheumatism,cough and rheumatism
751,Purgative,purgative
751,dropsy,dropsy
751,jaundice,jaundice
751,rheumatism,rheumatism
751,asthma,asthma
751,cure scabies,cure scabies
751,stomach pain.,stomach pain
752,Cooling,cooling
752,laxative,laxative
752,blood,blood
752,leucoderma,leucoderma
752,inflammatory,inflammatory
752,laxative,laxative
752,aphrodisiac,aphrodisiac
752,cough,cough
752,cold,cold
752,asthma,asthma
752,diarrhea and pains,diarrhea and pains
753,Stimulant,stimulant
753,demulcent,demulcent
753,anaemia.,anaemia
754,Ulcers,ulcers
754,skin diseases,skin diseases
754,leucoderma,leucoderma
754,pains,pains
754,itching and inflammations.,itching and inflammations
755,Diarrhoea,diarrhoea
755,dysentery,dysentery
755,cooling,cooling
755,aperients,aperients
755,expectorant,expectorant
755,stimulating,stimulating
755,emetic,emetic
755,lactagogue,lactagogue
755,vulnerary,vulnerary
755,anthelmintic,anthelmintic
755,biliousness,biliousness
755,bronchitis,bronchitis
755,sore eyes,sore eyes
755,gleet,gleet
755,lumber pain,lumber pain
755,nasal catarrh,nasal catarrh
755,hallucinations,hallucinations
755,carminative,carminative
755,emetic,emetic
755,pain,pain
755,gonorrhea,gonorrhea
755,blenorrhagia and,blenorrhagia and
756,Febrifuge,febrifuge
756,deobstruent,deobstruent
756,cooling,cooling
756,coughs,coughs
756,asthma,asthma
756,diarrhea,diarrhea
756,skin,skin
756,colic,colic
756,opthalmia,opthalmia
756,diarrhea and jaundice.,diarrhea and jaundice
757,Demulcent,demulcent
757,diuretic,diuretic
757,laxative,laxative
757,gonorrhea,gonorrhea
757,balanitis,balanitis
757,urticaria,urticaria
757,sores and toothache,sores and toothache
758,Biliousness,biliousness
758,bladder stone,bladder stone
758,leprosy,leprosy
758,asthma,asthma
758,burns and dropsy.,burns and dropsy
759,Skin lesions.,skin lesions
760,Dysentery.,dysentery
761,Dropsy,dropsy
761,pain,pain
761,rheumatism,rheumatism
761,diarrhea,diarrhea
761,ulcers,ulcers
761,carminative and laxative.,carminative and laxative
762,Laxative,laxative
762,anthelmintic,anthelmintic
762,tonic,tonic
762,biliousness,biliousness
762,leprosy,leprosy
762,dysmenorrhoea,dysmenorrhoea
762,menorrhagia,menorrhagia
762,tubercular glands,tubercular glands
762,asthma,asthma
762,wounds,wounds
762,ulcers,ulcers
762,tumours,tumours
762,bronchitis,bronchitis
762,consumption,consumption
762,biliousness,biliousness
762,headache,headache
762,diarrhoea,diarrhoea
762,dysentery and worms.,dysentery and worms
763,Disease: Dysentery and jaundice.,disease: dysentery and jaundice
764,Resolvent,resolvent
764,purgative,purgative
764,antipyretic,antipyretic
764,diuretic,diuretic
764,expectorant,expectorant
764,deobstruent,deobstruent
764,tumour and stomachic.,tumour and stomachic
765,: laxative,laxative
765,demulcent,demulcent
765,cooling,cooling
765,diuretic,diuretic
765,tonic,tonic
765,antiperiodic,antiperiodic
765,haemorrhages,haemorrhages
765,insanity,insanity
765,epilepsy,epilepsy
765,nervous diseases,nervous diseases
765,strangury,strangury
765,urinary calculi,urinary calculi
765,heart diseases,heart diseases
765,tuberculosis,tuberculosis
765,tympanites and colic pain,tympanites and colic pain
766,Tonic,tonic
766,stimulant,stimulant
766,insomnia,insomnia
766,gonorrhea,gonorrhea
766,lithiasis,lithiasis
766,diuretic,diuretic
766,astringent,astringent
766,fevers and asthma.,fevers and asthma
767,Antiperiodic,antiperiodic
767,antipyretic,antipyretic
767,fevers,fevers
767,jaundice and fever,jaundice and fever
767,astringent,astringent
767,febrifuge,febrifuge
767,diuretic,diuretic
767,laxative,laxative
767,digestive,digestive
767,dysentery,dysentery
767,epilepsy,epilepsy
767,skin diseases and gonorrhoea.,skin diseases and gonorrhoea
768,Stomachic,stomachic
768,antispasmodic,antispasmodic
768,emmenagogue,emmenagogue
768,antiseptic,antiseptic
768,expectorant,expectorant
768,leucorrhoea,leucorrhoea
768,diarrhoea,diarrhoea
768,cholera,cholera
768,bronchitis,bronchitis
768,rheumatism and headache.,rheumatism and headache
769,Disease: Jaundice.,disease: jaundice
770,Astringent,astringent
770,stomachic,stomachic
770,antispasmodic,antispasmodic
770,antipyretic,antipyretic
770,diuretic,diuretic
770,bronchitis,bronchitis
770,fevers,fevers
770,burning sensation,burning sensation
770,anthelmintic,anthelmintic
770,piles and dysentery.,piles and dysentery
771,Fever.,fever
772,Stomachic,stomachic
772,laxative and expectorant,laxative and expectorant
772,emetic,emetic
772,dropsy,dropsy
772,epilepsy,epilepsy
772,blood,blood
772,dysentery,dysentery
772,jaundice,jaundice
772,anaemia,anaemia
772,ascites,ascites
772,ophthalmia,ophthalmia
772,gonorrhoea,gonorrhoea
772,and cancer.,and cancer
773,cataract.,cataract
774,Emetic,emetic
774,metrorrhagiaastringent,metrorrhagiaastringent
774,demulcent,demulcent
774,tonic,tonic
774,alterative,alterative
774,haemostatic,haemostatic
774,aphrodisiac,aphrodisiac
774,diarrhoea,diarrhoea
774,dysentery,dysentery
774,menorrhagia,menorrhagia
774,cough,cough
774,leucorrhoea,leucorrhoea
774,stomatitis and burning of the body.,stomatitis and burning of the body
775,cooling,cooling
775,stimulant,stimulant
775,antiphlegmatic,antiphlegmatic
775,inflammatory dropsy,inflammatory dropsy
775,stomachic,stomachic
775,aphrodisiac,aphrodisiac
775,antibilious,antibilious
775,tonic,tonic
775,laxative,laxative
775,alexiteric and leprosy,alexiteric and leprosy
776,ophthalmia,ophthalmia
776,inflammation,inflammation
776,blindness,blindness
776,earache,earache
776,fever,fever
776,spleen complaints,spleen complaints
776,pimples,pimples
776,sores and dysentery.,sores and dysentery
777,Cooling,cooling
777,binding,binding
777,tonic,tonic
777,asthma,asthma
777,dysentery,dysentery
777,skin diseases,skin diseases
777,ulcers,ulcers
777,rheumatic,rheumatic
777,nervous diseases,nervous diseases
777,fevers,fevers
777,diaphoesis,diaphoesis
777,convulsions,convulsions
777,mouth sores,mouth sores
777,dysentery,dysentery
777,diabetes,diabetes
777,urinary disorders,urinary disorders
777,skin diseases,skin diseases
777,bronchitis,bronchitis
777,asthma,asthma
777,cough,cough
777,chronic laryngitis and gonor,chronic laryngitis and gonor
778,gout,gout
778,sciatica and urticant.,sciatica and urticant
779,inflammations,inflammations
780,Disease: Lumbago,disease: lumbago
780,hemiplegia and rheumatism.,hemiplegia and rheumatism
781,Cough,cough
781,fever,fever
781,asthma,asthma
781,jaundice and anaemia.,jaundice and anaemia
782,Laxative,laxative
782,binding,binding
782,cooling,cooling
782,aphrodisiac,aphrodisiac
782,cures biliousness,cures biliousness
782,fever,fever
782,ulcers,ulcers
782,diarrhea,diarrhea
782,tonic and cardiotonic.,tonic and cardiotonic
783,inflammations.,inflammations
784,fractured bones.,fractured bones
785,aphrodisiac,aphrodisiac
785,laxative,laxative
785,anthelmintic,anthelmintic
785,dysentery,dysentery
785,piles and hydrocele and cough.,piles and hydrocele and cough
786,antiperiodic,antiperiodic
786,antipyretic,antipyretic
786,antispasmodic,antispasmodic
786,tonic,tonic
786,anthelmintic and febrifuge,anthelmintic and febrifuge
786,colic,colic
786,malaria,malaria
786,fever,fever
786,hydrocele and skin diseases.,hydrocele and skin diseases
787,Astringent,astringent
787,phthisis,phthisis
787,scrofula,scrofula
787,diabetes and diarrhea.,diabetes and diarrhea
788,stimulant,stimulant
788,cholera,cholera
788,purgative,purgative
788,bronchitis,bronchitis
788,asthma,asthma
788,malarial fever,malarial fever
788,intestinal worms,intestinal worms
788,coughs and chronic catarrh.,coughs and chronic catarrh
789,piles,piles
789,laxative,laxative
789,jaundice,jaundice
789,pneumonia,pneumonia
789,anthelmintic,anthelmintic
789,ulcers,ulcers
789,tumours,tumours
789,bronchitis,bronchitis
789,heart diseases,heart diseases
789,piles and cough.,piles and cough
790,dysentery sores,dysentery sores
790,leprosy and rheumatic joints.,leprosy and rheumatic joints
791,fever,fever
791,malaria,malaria
791,menstruation,menstruation
791,menorrhagia and diarrhoea.,menorrhagia and diarrhoea
792,orchitis,orchitis
792,haemorrhages,haemorrhages
792,purgative,purgative
792,ulcers,ulcers
792,ulcers and wounds.,ulcers and wounds
793,diaphoretic,diaphoretic
793,emetic,emetic
793,alterative,alterative
793,purgative,purgative
793,dysentery,dysentery
793,asthma,asthma
793,elephantiasis,elephantiasis
793,syphilis,syphilis
793,leucoderma,leucoderma
793,tumours and ascites,tumours and ascites
794,dyspepsia,dyspepsia
794,flatulence,flatulence
794,constipation,constipation
794,asthma.,asthma
795,laxative,laxative
795,anthelmintic and astringent,anthelmintic and astringent
795,colic,colic
795,diarrhea,diarrhea
795,dysentery,dysentery
795,malarial fever.,malarial fever
796,stomachic,stomachic
796,diaphoretic,diaphoretic
796,diuretic.,diuretic
797,rheumatism.,rheumatism
798,diuretic,diuretic
798,diaphoretic,diaphoretic
798,stimulant,stimulant
798,demulcent,demulcent
798,fevers,fevers
798,dropsy and dyspepsia.,dropsy and dyspepsia
799,narcotic,narcotic
799,stomachic,stomachic
799,antispasmodic,antispasmodic
799,analgesic,analgesic
799,stimulant,stimulant
799,aphrodisiac,aphrodisiac
799,sedative,sedative
799,diarrhea,diarrhea
799,gonorrhea,gonorrhea
799,headache,headache
799,neuralgia,neuralgia
799,migraine,migraine
799,whooping cough,whooping cough
799,asthma,asthma
799,dysmenorrhoea,dysmenorrhoea
799,menorrhagia and pain of phthisis.,menorrhagia and pain of phthisis
800,Febrifuge,febrifuge
800,Stimulant,stimulant
800,Antispasmodic,antispasmodic
800,Tonic,tonic
800,Stomachic,stomachic
800,Gonorrhoea,gonorrhoea
800,Abscesses,abscesses
800,Inflammation,inflammation
800,Painful Micturation,painful micturation
800,Colic,colic
800,Expectorant,expectorant
800,Diuretic,diuretic
800,Cough,cough
800,Rheumatism,rheumatism
800,Antispasmodic,antispasmodic
800,Carminative,carminative
800,Cooling,cooling
800,Dyspepsia,dyspepsia
800,Nausea,nausea
800,Fever,fever
800,Renal Diseases,renal diseases
800,Vertigo,vertigo
800,Cepha,cepha
810,Diarrhoea,diarrhoea
810,dysentery,dysentery
810,acne,acne
810,blistery,blistery
810,boils,boils
810,carbuncle,carbuncle
810,haematuria,haematuria
810,jaundice,jaundice
810,leucorrhoea,leucorrhoea
810,painful micturation,painful micturation
811,Bronchitis,bronchitis
811,asthma,asthma
811,whooping cough,whooping cough
812,Irregular menstruation,irregular menstruation
812,psoriasis,psoriasis
813,Bronchitis,bronchitis
813,asthma,asthma
813,whooping cough,whooping cough
814,Diabetes,diabetes
814,excessive menstruation,excessive menstruation
814,facial paralysis,facial paralysis
814,hyper acidity,hyper acidity
814,jaundice,jaundice
814,marasmus,marasmus
814,menorrhoea,menorrhoea
814,menorrhagia,menorrhagia
814,oedema,oedema
814,sexual weakness,sexual weakness
814,spermatorrhoea,spermatorrhoea
814,spermaturia,spermaturia
817,Dysmenorrhoea,dysmenorrhoea
817,febric convulsion,febric convulsion
817,hysteria,hysteria
817,menopause,menopause
817,painful micturation,painful micturation
817,remitting fever,remitting fever
818,Jaundice,jaundice
818,fever,fever
818,boils,boils
818,bone fracture,bone fracture
818,bone marrow,bone marrow
818,bone sprain,bone sprain
818,dysmenorrhoea,dysmenorrhoea
818,gastric tumor,gastric tumor
818,headache,headache
818,lipoma,lipoma
818,nari bat,nari bat
818,paratyphoid,paratyphoid
818,rheumatic arthritis,rheumatic arthritis
818,rheumatism,rheumatism
819,Gangivitis,gangivitis
819,irregular menstruation,irregular menstruation
819,snake bite,snake bite
819,sore,sore
819,swellings of the abdomen,swellings of the abdomen
819,dysentery,dysentery
820,Tonic,tonic
820,anthelmintic,anthelmintic
820,astringent to the bowels,astringent to the bowels
820,restorative; useful in ulcers,restorative; useful in ulcers
820,tumour,tumour
820,ascites,ascites
820,piles; cures dysentery,piles; cures dysentery
820,cooling,cooling
820,laxative,laxative
820,stimulant,stimulant
820,tonic,tonic
820,aphrodisiac,aphrodisiac
820,alexipharmac,alexipharmac
820,pain,pain
820,stomach troubles,stomach troubles
820,skin diseases,skin diseases
822,Rheumatism,rheumatism
822,diarrhoea and dysentery.,diarrhoea and dysentery
823,Astrigent,astrigent
823,alterative,alterative
823,styptic,styptic
823,vulnerary,vulnerary
823,asthma,asthma
823,dysentery,dysentery
824,Fever,fever
824,hysteria,hysteria
825,Astringent,astringent
825,Uterine disorder,uterine disorder
825,hysteria,hysteria
825,poisonous,poisonous
826,Ulcers,ulcers
826,wounds,wounds
826,itch,itch
826,leprosy,leprosy
826,gonorrhoea,gonorrhoea
826,ascites,ascites
826,menorrhagia,menorrhagia
826,enlargement of spleen,enlargement of spleen
826,obesity,obesity
826,toothache,toothache
826,dysentery,dysentery
828,Abdominal pain,abdominal pain
828,epilepsy,epilepsy
828,gastric tumor,gastric tumor
828,general weakness,general weakness
828,gout,gout
828,lipoma,lipoma
828,migraine headache,migraine headache
828,paralysis,paralysis
828,remitting fever,remitting fever
828,rheumatism,rheumatism
828,spermatorrhoea,spermatorrhoea
828,stomach disorder,stomach disorder
829,Cough,cough
829,cold,cold
829,fever and purgative,fever and purgative
829,diarrhoea,diarrhoea
829,dysentery,dysentery
829,astringent,astringent
829,abortion,abortion
829,dyspepsia,dyspepsia
829,food poisoning,food poisoning
829,general weakness,general weakness
829,hair fall,hair fall
829,lipoma,lipoma
829,septic sore,septic sore
829,spermatorrhoea,spermatorrhoea
829,traumatic injury,traumatic injury
830,Indigestion,indigestion
830,constipation,constipation
830,malaria,malaria
830,piles,piles
831,Anthelmintic,anthelmintic
832,Carminative,carminative
832,cough,cough
833,Antibacterial,antibacterial
834,Asthma,asthma
834,dysurea,dysurea
834,flatulence,flatulence
834,insanity,insanity
834,paralysis,paralysis
834,rheumatism,rheumatism
835,Diuretic,diuretic
835,astringent,astringent
835,cooling,cooling
835,colic,colic
836,Ring worm,ring worm
838,Worm complaints,worm complaints
838,anaemia,anaemia
839,Bruise,bruise
839,jaundice,jaundice
839,paralysis,paralysis
841,Body pain,body pain
841,cardiac weakness,cardiac weakness
841,dysmenorrhoea,dysmenorrhoea
841,epilepsy,epilepsy
841,febric convulsion,febric convulsion
841,gout,gout
841,hysteria,hysteria
841,nari bat,nari bat
841,oedema,oedema
841,painful micturation,painful micturation
841,paralysis,paralysis
841,pneumonia,pneumonia
841,poisoning effect,poisoning effect
841,remitting fever,remitting fever
841,rheumatism,rheumatism
841,headache,headache
841,sore,sore
843,Stomach disorder,stomach disorder
844,Sexual weakness,sexual weakness
845,Diarrhoea,diarrhoea
845,dysentery,dysentery
845,stomachic,stomachic
846,Boils,boils
846,fever,fever
846,blisters,blisters
846,eye itch,eye itch
846,bone fracture,bone fracture
846,cutting wound,cutting wound
846,dandruff,dandruff
846,eczema,eczema
846,flatulence,flatulence
846,jaundice,jaundice
846,lactopenia,lactopenia
846,painful micturation,painful micturation
846,paralysis,paralysis
847,Rheumatism,rheumatism
847,irregular menstruation,irregular menstruation
847,skin disease,skin disease
848,Scabies.,scabies
849,Gout,gout
849,tetanus,tetanus
852,Wound,wound
852,septic abscess,septic abscess
853,Boils,boils
854,Bone fracture,bone fracture
855,Oedema,oedema
856,Boils,boils
857,Tumor,tumor
857,urinary problem,urinary problem
857,snake bite,snake bite
857,paralysis,paralysis
857,fever,fever
857,food poisoning,food poisoning
857,lipoma,lipoma
857,neck pain,neck pain
857,stomach disorder,stomach disorder
857,tetanus,tetanus
858,Tumor,tumor
858,constipation,constipation
858,rheumatism,rheumatism
858,paralysis,paralysis
859,Cut,cut
859,boils,boils
859,chest pain,chest pain
859,epilepsy,epilepsy
859,fever,fever
859,gout,gout
859,jaundice,jaundice
859,paralysis,paralysis
859,remitting fever,remitting fever
859,stomachache,stomachache
859,strangury,strangury
859,tuberculosis,tuberculosis
860,Bone fracture,bone fracture
860,scabies,scabies
861,Laxative,laxative
861,alterative,alterative
861,tonic,tonic
861,fresh,fresh
861,insanity,insanity
861,epilepsy,epilepsy
861,gonorrhea,gonorrhea
861,leucorrhoeal and spermatorrhoeal discharge.,leucorrhoeal and spermatorrhoeal discharge
862,Nerve tonic,nerve tonic
863,Sedative,sedative
863,cooling,cooling
863,cholagogue,cholagogue
863,stomachic,stomachic
863,antihidrotic,antihidrotic
863,cholera,cholera
863,boils,boils
863,swellings,swellings
863,piles and rheumatism.,piles and rheumatism
864,uralgia and rheumatism. Internally it is tonic and carminative,uralgia and rheumatism. internally it is tonic and carminative
864,atonic,atonic
864,dysentery,dysentery
865,Rheumatism,rheumatism
865,gonorrhea,gonorrhea
865,anthelmintic,anthelmintic
865,dropsy,dropsy
865,measles,measles
865,stimulant,stimulant
865,diuretic,diuretic
865,piles,piles
865,amenorrhoea,amenorrhoea
865,gonorrhoea,gonorrhoea
865,rheumatism,rheumatism
865,erysipelas,erysipelas
865,intestinal worms,intestinal worms
865,diaphoretic,diaphoretic
865,emetic,emetic
865,laxative,laxative
865,rubefacient,rubefacient
865,emmenagogue,emmenagogue
865,occasionally,occasionally
865,lumbago,lumbago
865,fever and nervous diseases,fever and nervous diseases
866,Alexiteric,alexiteric
866,diuretic,diuretic
866,anthelmintic,anthelmintic
866,tumours,tumours
866,dyspepsia,dyspepsia
866,colic,colic
866,bronchitis,bronchitis
866,piles,piles
866,leucoderma and skin diseases.,leucoderma and skin diseases
867,Anthelmintic,anthelmintic
867,dyspepsia,dyspepsia
867,intestinal irritation,intestinal irritation
867,ringworm,ringworm
867,wounds,wounds
867,ulcers,ulcers
867,boils,boils
867,warts,warts
867,cancerous tumours,cancerous tumours
867,diarrhea,diarrhea
867,stomachic,stomachic
867,appetizer,appetizer
