plant_index,page_number,site_id,detail_url,scientific_name_master,scientific_name_listpage,name_match
616,62,624,https://mpbd.cu.ac.bd/details.php?id=624,Dalbergia LANCEOLARIA L.,Dalbergia  LANCEOLARIA L.,False
617,63,625,https://mpbd.cu.ac.bd/details.php?id=625,Dactyloctenium AEGYPTIUM (L.) Beauv.,Dactyloctenium  AEGYPTIUM (L.) Beauv.,False
618,63,626,https://mpbd.cu.ac.bd/details.php?id=626,Cyperus SCARIOSUS Br.,Cyperus  SCARIOSUS Br.,False
619,63,627,https://mpbd.cu.ac.bd/details.php?id=627,Cyperus ROTUNDUS L.,Cyperus  ROTUNDUS L.,False
620,63,628,https://mpbd.cu.ac.bd/details.php?id=628,Cyperus IRIA L.,Cyperus  IRIA L.,False
621,63,629,https://mpbd.cu.ac.bd/details.php?id=629,Cyperus ARTICULATUS L.,Cyperus  ARTICULATUS L.,False
622,63,630,https://mpbd.cu.ac.bd/details.php?id=630,Cynometra RAMIFLORA L.,Cynometra  RAMIFLORA L.,False
623,63,631,https://mpbd.cu.ac.bd/details.php?id=631,Cynodon DACTYLON (L.)Pers.,Cynodon  DACTYLON  (L.)Pers.,False
624,63,632,https://mpbd.cu.ac.bd/details.php?id=632,Cymbopogon CITRATUS (DC.) Stapf.,Cymbopogon  CITRATUS (DC.) Stapf.,False
625,63,633,https://mpbd.cu.ac.bd/details.php?id=633,Cymbidium ALOIFOLIUM (L.) Sw.,Cymbidium  ALOIFOLIUM (L.) Sw.,False
626,63,634,https://mpbd.cu.ac.bd/details.php?id=634,Cuscuta REFLEXA Roxb.,Cuscuta  REFLEXA Roxb.,False
627,64,635,https://mpbd.cu.ac.bd/details.php?id=635,Cuscuta HYALINA Roth.,Cuscuta  HYALINA Roth.,False
628,64,636,https://mpbd.cu.ac.bd/details.php?id=636,Curcuma ZEDOARIA Rosc.,Curcuma  ZEDOARIA Rosc.,False
629,64,637,https://mpbd.cu.ac.bd/details.php?id=637,Curcuma LONGA L.,Curcuma  LONGA L.,False
630,64,638,https://mpbd.cu.ac.bd/details.php?id=638,Curcuma CAESIA Roxb.,Curcuma  CAESIA Roxb.,False
631,64,639,https://mpbd.cu.ac.bd/details.php?id=639,Curcuma AROMATICA Salisb.,Curcuma  AROMATICA Salisb.,False
632,64,640,https://mpbd.cu.ac.bd/details.php?id=640,Curcuma ANGUSTIFOLIA Roxb.,Curcuma  ANGUSTIFOLIA Roxb.,False
633,64,641,https://mpbd.cu.ac.bd/details.php?id=641,Curcuma AMADA Roxb.,Curcuma  AMADA Roxb.,False
634,64,642,https://mpbd.cu.ac.bd/details.php?id=642,Curculigo ORCHIOIDES Gaertn.,Curculigo  ORCHIOIDES Gaertn.,False
635,64,643,https://mpbd.cu.ac.bd/details.php?id=643,Cuminum CYMINUM L.,Cuminum  CYMINUM L.,False
636,64,644,https://mpbd.cu.ac.bd/details.php?id=644,Cullen CORYLIFOLIA (L.) Medic.,Cullen  CORYLIFOLIA (L.) Medic.,False
637,65,645,https://mpbd.cu.ac.bd/details.php?id=645,Cucurbita MAXIMA Duch.,Cucurbita  MAXIMA Duch.,False
638,65,646,https://mpbd.cu.ac.bd/details.php?id=646,Cucumis SATIVUS L.,Cucumis  SATIVUS L.,False
639,65,647,https://mpbd.cu.ac.bd/details.php?id=647,Cucumis MELO L.,Cucumis  MELO L.,False
640,65,648,https://mpbd.cu.ac.bd/details.php?id=648,Cryptolepis dubia (Burm.f.) M.R.Almeida,Cryptolepis dubia (Burm.f.) M.R.Almeida,True
641,65,649,https://mpbd.cu.ac.bd/details.php?id=649,Cryptocoryne spiralis (Retz.) Fisch. ex Wydler,Cryptocoryne spiralis (Retz.) Fisch. ex Wydler,True
642,65,650,https://mpbd.cu.ac.bd/details.php?id=650,Croton TIGLIUM L.,Croton  TIGLIUM L.,False
643,65,651,https://mpbd.cu.ac.bd/details.php?id=651,croton PERSIMILIS Müll.Arg.,croton PERSIMILIS Müll.Arg.,True
644,65,652,https://mpbd.cu.ac.bd/details.php?id=652,Croton CAUDATUS Geisel.,Croton  CAUDATUS Geisel.,False
645,65,653,https://mpbd.cu.ac.bd/details.php?id=653,Croton BONPLANDIANUM Baill.,Croton  BONPLANDIANUM Baill.,False
646,65,654,https://mpbd.cu.ac.bd/details.php?id=654,Crotalaria VERRUCOSA L.,Crotalaria  VERRUCOSA L.,False
647,66,655,https://mpbd.cu.ac.bd/details.php?id=655,Crotalaria SPECTABILIS Roth.,Crotalaria  SPECTABILIS Roth.,False
648,66,656,https://mpbd.cu.ac.bd/details.php?id=656,Crotalaria RETUSA L.,Crotalaria  RETUSA L.,False
649,66,657,https://mpbd.cu.ac.bd/details.php?id=657,Crotalaria PROSTRATA Roxb.,Crotalaria  PROSTRATA Roxb.,False
650,66,658,https://mpbd.cu.ac.bd/details.php?id=658,Crotalaria PALLIDA Ait.,Crotalaria  PALLIDA Ait.,False
651,66,659,https://mpbd.cu.ac.bd/details.php?id=659,Crotalaria JUNCEA L.,Crotalaria  JUNCEA L.,False
652,66,660,https://mpbd.cu.ac.bd/details.php?id=660,Crotalaria CALYCINA Schrank,Crotalaria  CALYCINA Schrank,False
653,66,661,https://mpbd.cu.ac.bd/details.php?id=661,Crotalaria ALBIDA Heyne ex Roth.,Crotalaria  ALBIDA Heyne ex Roth.,False
654,66,662,https://mpbd.cu.ac.bd/details.php?id=662,crotalaria ALATA D.Don,crotalaria ALATA D.Don,True
655,66,663,https://mpbd.cu.ac.bd/details.php?id=663,Crossandra INFUNDIBULIFORMIS (L.) Nees.,Crossandra  INFUNDIBULIFORMIS (L.) Nees.,False
656,66,664,https://mpbd.cu.ac.bd/details.php?id=664,Crinum viviparum (Lam.) R.Ansari & V.J.Nair,Crinum viviparum (Lam.) R.Ansari & V.J.Nair,True
657,67,665,https://mpbd.cu.ac.bd/details.php?id=665,Crinum ASIATICUM L.,Crinum  ASIATICUM L.,False
658,67,666,https://mpbd.cu.ac.bd/details.php?id=666,Crateva religiosa G.Forst.,Crateva religiosa G.Forst.,True
659,67,667,https://mpbd.cu.ac.bd/details.php?id=667,Crassocephalum CREPIDIOIDES (Benth.) Moore,Crassocephalum  CREPIDIOIDES (Benth.) Moore,False
660,67,668,https://mpbd.cu.ac.bd/details.php?id=668,Cheilocostus SPECIOSUS (J.Koenig) C.D.Specht,Cheilocostus  SPECIOSUS (J.Koenig) C.D.Specht,False
661,67,669,https://mpbd.cu.ac.bd/details.php?id=669,Coriandrum SATIVUM L.,Coriandrum  SATIVUM L.,False
662,67,670,https://mpbd.cu.ac.bd/details.php?id=670,Cordia DICHOTOMA Forst. f.,Cordia  DICHOTOMA Forst. f.,False
663,67,671,https://mpbd.cu.ac.bd/details.php?id=671,Corchorus OLITORIUS L.,Corchorus  OLITORIUS L.,False
664,67,672,https://mpbd.cu.ac.bd/details.php?id=672,Corchorus FASICULARIS Lamk.,Corchorus  FASICULARIS Lamk.,False
665,67,673,https://mpbd.cu.ac.bd/details.php?id=673,Corchorus CAPSULARIS L.,Corchorus  CAPSULARIS L.,False
666,67,674,https://mpbd.cu.ac.bd/details.php?id=674,Commiphora madagascariensis Jacq.,Commiphora madagascariensis Jacq.,True
667,68,675,https://mpbd.cu.ac.bd/details.php?id=675,Commelina SUFFRUTICOSA Bl.,Commelina  SUFFRUTICOSA Bl.,False
668,68,676,https://mpbd.cu.ac.bd/details.php?id=676,Commelina PALUDOSA Bl.,Commelina  PALUDOSA Bl.,False
669,68,677,https://mpbd.cu.ac.bd/details.php?id=677,Commelina DIFFUSA Burm. f.,Commelina  DIFFUSA Burm. f.,False
670,68,678,https://mpbd.cu.ac.bd/details.php?id=678,Commelina BENGHALENSIS L.,Commelina  BENGHALENSIS L.,False
671,68,679,https://mpbd.cu.ac.bd/details.php?id=679,Colocasia ESCULENTA (L.) Schott.,Colocasia  ESCULENTA (L.) Schott.,False
672,68,680,https://mpbd.cu.ac.bd/details.php?id=680,Colocasia AFFINIS Schott.,Colocasia  AFFINIS Schott.,False
673,68,681,https://mpbd.cu.ac.bd/details.php?id=681,Plectranthus amboinicus (Lour.) Spreng.,Plectranthus amboinicus (Lour.) Spreng.,True
674,68,682,https://mpbd.cu.ac.bd/details.php?id=682,Coix LACHRYMA - JOBI L.,Coix  LACHRYMA - JOBI L.,False
675,68,683,https://mpbd.cu.ac.bd/details.php?id=683,Cocos NUCIFERA L.,Cocos  NUCIFERA L.,False
676,68,684,https://mpbd.cu.ac.bd/details.php?id=684,Cocculus HIRSUTUS (L.) W.Theob.,Cocculus  HIRSUTUS (L.) W.Theob.,False
677,69,685,https://mpbd.cu.ac.bd/details.php?id=685,Coccinia GRANDIS (L.) Voigt.,Coccinia  GRANDIS (L.) Voigt.,False
678,69,686,https://mpbd.cu.ac.bd/details.php?id=686,Clitoria TARNETEA L.,Clitoria  TARNETEA L.,False
679,69,687,https://mpbd.cu.ac.bd/details.php?id=687,Clerodendrum laevifolium Blume.,Clerodendrum laevifolium Blume.,True
680,69,688,https://mpbd.cu.ac.bd/details.php?id=688,Clerodendrum INFORTUNATUM L.,Clerodendrum   INFORTUNATUM  L.,False
681,69,689,https://mpbd.cu.ac.bd/details.php?id=689,Volkameria inermis L.,Volkameria inermis L.,True
682,69,690,https://mpbd.cu.ac.bd/details.php?id=690,Clerodendrum INDICUM (L.) Kuntze.,Clerodendrum  INDICUM (L.) Kuntze.,False
683,69,691,https://mpbd.cu.ac.bd/details.php?id=691,Cleome VISCOSA L.,Cleome  VISCOSA L.,False
684,69,692,https://mpbd.cu.ac.bd/details.php?id=692,Cleome GYNANDRA L.,Cleome  GYNANDRA L.,False
685,69,693,https://mpbd.cu.ac.bd/details.php?id=693,Clausena HEPTAPHYLLA (Roxb.) Wight.& Arn.,Clausena  HEPTAPHYLLA (Roxb.) Wight.& Arn.,False
686,69,694,https://mpbd.cu.ac.bd/details.php?id=694,Clausena EXCAVATA Burm. f.,Clausena  EXCAVATA Burm. f.,False
687,70,695,https://mpbd.cu.ac.bd/details.php?id=695,Citrus maxima (Burm.) Merr.,Citrus maxima (Burm.) Merr.,True
688,70,696,https://mpbd.cu.ac.bd/details.php?id=696,Citrus AURANTIFOLIA (Christ.) Sw.,Citrus  AURANTIFOLIA (Christ.) Sw.,False
689,70,697,https://mpbd.cu.ac.bd/details.php?id=697,Citrullus lanatus (Thunb.) Matsum. & Nakai,Citrullus lanatus (Thunb.) Matsum. & Nakai,True
690,70,698,https://mpbd.cu.ac.bd/details.php?id=698,Cissus REPENS Lamk.,Cissus  REPENS Lamk.,False
691,70,699,https://mpbd.cu.ac.bd/details.php?id=699,Cissus REPENDA(Wight & Arn.) Vahl.,Cissus  REPENDA(Wight & Arn.)  Vahl.,False
692,70,700,https://mpbd.cu.ac.bd/details.php?id=700,Cissus QUADRANGULARIS L.,Cissus  QUADRANGULARIS L.,False
693,70,701,https://mpbd.cu.ac.bd/details.php?id=701,Cissus ELONGATA Roxb.,Cissus  ELONGATA Roxb.,False
694,70,702,https://mpbd.cu.ac.bd/details.php?id=702,Cissus ASSAMICA (Lawson) Craib.,Cissus  ASSAMICA (Lawson) Craib.,False
695,70,703,https://mpbd.cu.ac.bd/details.php?id=703,Allium TUBEROSUM Roxb.,Allium  TUBEROSUM Roxb.,False
696,70,704,https://mpbd.cu.ac.bd/details.php?id=704,Allophylus DIMORPHUS Radlk. .,Allophylus  DIMORPHUS Radlk. .,False
697,71,705,https://mpbd.cu.ac.bd/details.php?id=705,Alocasia INDICA (Roxb.) Schott.,Alocasia  INDICA (Roxb.) Schott.,False
698,71,706,https://mpbd.cu.ac.bd/details.php?id=706,Aloe BARBADENSIS Mill,Aloe  BARBADENSIS Mill,False
699,71,707,https://mpbd.cu.ac.bd/details.php?id=707,Alpinia CALCARATA Rosc.,Alpinia  CALCARATA Rosc.,False
700,71,708,https://mpbd.cu.ac.bd/details.php?id=708,Alpinia CONCHIGERA Griff.,Alpinia  CONCHIGERA Griff.,False
701,71,709,https://mpbd.cu.ac.bd/details.php?id=709,Alpinia MALACCENSIS Rosc.,Alpinia  MALACCENSIS Rosc.,False
702,71,710,https://mpbd.cu.ac.bd/details.php?id=710,Alpinia NIGRA (Gaertn.) Burtt.,Alpinia  NIGRA (Gaertn.) Burtt.,False
703,71,711,https://mpbd.cu.ac.bd/details.php?id=711,Alstonia SCHOLARIS (L.) R. Br.,Alstonia  SCHOLARIS (L.) R. Br.,False
704,71,712,https://mpbd.cu.ac.bd/details.php?id=712,Alternanthera SESSILIS (L.) R. Br.,Alternanthera  SESSILIS (L.) R. Br.,False
705,71,713,https://mpbd.cu.ac.bd/details.php?id=713,Amaranthus SPINOSUS L.,Amaranthus  SPINOSUS  L.,False
706,71,714,https://mpbd.cu.ac.bd/details.php?id=714,Amaranthus VIRIDIS L.,Amaranthus  VIRIDIS L.,False
707,72,715,https://mpbd.cu.ac.bd/details.php?id=715,Amischophacelus AXILLARIS (L.) R. R. & K.,Amischophacelus  AXILLARIS (L.) R.  R. & K.,False
708,72,716,https://mpbd.cu.ac.bd/details.php?id=716,Ammannia BACCIFERA L,Ammannia  BACCIFERA L,False
709,72,717,https://mpbd.cu.ac.bd/details.php?id=717,Amomum AROMATICUM Roxb,Amomum  AROMATICUM Roxb,False
710,72,718,https://mpbd.cu.ac.bd/details.php?id=718,Amomum COSTATUM Benth.,Amomum  COSTATUM Benth.,False
711,72,719,https://mpbd.cu.ac.bd/details.php?id=719,Amoora CUCULATA Roxb.,Amoora  CUCULATA Roxb.,False
712,72,720,https://mpbd.cu.ac.bd/details.php?id=720,Amorphophallus CAMPANULATUS (Roxb.) Bl. ex. Decne.,Amorphophallus  CAMPANULATUS (Roxb.) Bl. ex. Decne.,False
713,72,721,https://mpbd.cu.ac.bd/details.php?id=721,Ampelocissus BARBATA (Wall.) Planch.,Ampelocissus  BARBATA (Wall.) Planch.,False
714,72,722,https://mpbd.cu.ac.bd/details.php?id=722,Ampelocissus LATIFOLIA (Roxb.) Planch.,Ampelocissus  LATIFOLIA (Roxb.) Planch.,False
715,72,723,https://mpbd.cu.ac.bd/details.php?id=723,Anacardium OCCIDENTALE L.,Anacardium  OCCIDENTALE L.,False
716,72,724,https://mpbd.cu.ac.bd/details.php?id=724,Anagallis ARVENSIS L.,Anagallis  ARVENSIS L.,False
717,73,725,https://mpbd.cu.ac.bd/details.php?id=725,Anamirta COCCULUS (L.) W. & A.,Anamirta  COCCULUS (L.) W. & A.,False
718,73,726,https://mpbd.cu.ac.bd/details.php?id=726,Ananas SATIVUS Schult. f.,Ananas  SATIVUS Schult. f.,False
719,73,727,https://mpbd.cu.ac.bd/details.php?id=727,Andrographis PANICULATA (Burm. f.) Wall. ex Ness.,Andrographis  PANICULATA (Burm. f.) Wall. ex Ness.,False
720,73,728,https://mpbd.cu.ac.bd/details.php?id=728,Anisomeles INDICA (L.) Kuntze.,Anisomeles  INDICA (L.) Kuntze.,False
721,73,729,https://mpbd.cu.ac.bd/details.php?id=729,Annona RETICULATA L.,Annona  RETICULATA L.,False
722,73,730,https://mpbd.cu.ac.bd/details.php?id=730,Annona SQUAMOSA L.,Annona  SQUAMOSA L.,False
723,73,731,https://mpbd.cu.ac.bd/details.php?id=731,Anodendron MANUBRIATUM (Wall.) Merr.,Anodendron  MANUBRIATUM (Wall.) Merr.,False
724,73,732,https://mpbd.cu.ac.bd/details.php?id=732,Anthocephalus CHINENSIS (Lamk.) Rich. ex Walp.,Anthocephalus  CHINENSIS (Lamk.) Rich. ex Walp.,False
725,73,733,https://mpbd.cu.ac.bd/details.php?id=733,Antidesma ROXBURGHII Wall.,Antidesma  ROXBURGHII Wall.,False
726,73,734,https://mpbd.cu.ac.bd/details.php?id=734,Aphanamixis POLYSTACHYA (Wall.) R.N. Parker.,Aphanamixis  POLYSTACHYA (Wall.) R.N. Parker.,False
727,74,735,https://mpbd.cu.ac.bd/details.php?id=735,Aquilaria MALACCENSIS Lamk.,Aquilaria  MALACCENSIS Lamk.,False
728,74,736,https://mpbd.cu.ac.bd/details.php?id=736,Arachis HYPOGEA L.,Arachis  HYPOGEA L.,False
729,74,737,https://mpbd.cu.ac.bd/details.php?id=737,Ardisia PANICULATA Roxb.,Ardisia  PANICULATA Roxb.,False
730,74,738,https://mpbd.cu.ac.bd/details.php?id=738,Ardisia SOLANACEA (Poir.) Roxb.,Ardisia  SOLANACEA (Poir.) Roxb.,False
731,74,739,https://mpbd.cu.ac.bd/details.php?id=739,Areca CATECHU L.,Areca  CATECHU L.,False
732,74,740,https://mpbd.cu.ac.bd/details.php?id=740,Argemone MAXICANA L.,Argemone  MAXICANA L.,False
733,74,741,https://mpbd.cu.ac.bd/details.php?id=741,Argyreia CAPITIFORMIS (Poir.) Oostr.,Argyreia  CAPITIFORMIS (Poir.) Oostr.,False
734,74,742,https://mpbd.cu.ac.bd/details.php?id=742,Argyreia NERVOSA (Burm. f.) Boj.,Argyreia  NERVOSA (Burm. f.) Boj.,False
735,74,743,https://mpbd.cu.ac.bd/details.php?id=743,Aristolochia INDICA L.,Aristolochia  INDICA L.,False
736,74,744,https://mpbd.cu.ac.bd/details.php?id=744,Aristolochia TAGALA Cham.,Aristolochia  TAGALA Cham.,False
737,75,745,https://mpbd.cu.ac.bd/details.php?id=745,Artabotrys HEXAPETALUS (L.f.) Bhandari,Artabotrys  HEXAPETALUS (L.f.) Bhandari,False
738,75,746,https://mpbd.cu.ac.bd/details.php?id=746,Artabotrys SUAVEOLENS Blume.,Artabotrys  SUAVEOLENS Blume.,False
739,75,747,https://mpbd.cu.ac.bd/details.php?id=747,Artocarpus HETEROPHYLLUS Lamk.,Artocarpus  HETEROPHYLLUS Lamk.,False
740,75,748,https://mpbd.cu.ac.bd/details.php?id=748,Artocarpus LACUCHA Buch-Ham.,Artocarpus  LACUCHA Buch-Ham.,False
741,75,749,https://mpbd.cu.ac.bd/details.php?id=749,Asclepias CURASSAVICA L.,Asclepias  CURASSAVICA L.,False
742,75,750,https://mpbd.cu.ac.bd/details.php?id=750,Asparagus RACEMOSUS L.,Asparagus  RACEMOSUS L.,False
743,75,751,https://mpbd.cu.ac.bd/details.php?id=751,Asplenium polyodon G. Forst.,Asplenium polyodon G. Forst.,True
744,75,752,https://mpbd.cu.ac.bd/details.php?id=752,Atalantia MONOPHYLLA Correa,Atalantia  MONOPHYLLA Correa,False
745,75,753,https://mpbd.cu.ac.bd/details.php?id=753,Cajanus crassus (King) Maesen,Cajanus crassus (King) Maesen,True
746,75,754,https://mpbd.cu.ac.bd/details.php?id=754,Cajanus scarabaeoides (L.) Thouars,Cajanus scarabaeoides (L.) Thouars,True
747,76,755,https://mpbd.cu.ac.bd/details.php?id=755,Averrhoa BILIMBI L.,Averrhoa  BILIMBI L.,False
748,76,756,https://mpbd.cu.ac.bd/details.php?id=756,Averrhoa CARAMBOLA L.,Averrhoa  CARAMBOLA L.,False
749,76,757,https://mpbd.cu.ac.bd/details.php?id=757,Azadirachta INDICA A. Juss.,Azadirachta  INDICA  A. Juss.,False
750,76,758,https://mpbd.cu.ac.bd/details.php?id=758,Bacopa monnieri (L.) WETTST.,Bacopa monnieri (L.) WETTST.,True
751,76,759,https://mpbd.cu.ac.bd/details.php?id=759,Baliospermum solanifolium (BURM.) SURESH,Baliospermum solanifolium (BURM.) SURESH,True
752,76,760,https://mpbd.cu.ac.bd/details.php?id=760,Bambusa bambos (L.) Voss,Bambusa bambos (L.) Voss,True
753,76,761,https://mpbd.cu.ac.bd/details.php?id=761,Barleria cristata L,Barleria cristata L,True
754,76,762,https://mpbd.cu.ac.bd/details.php?id=762,Barlaria STRIGOSA Willd.,Barlaria  STRIGOSA Willd.,False
755,76,763,https://mpbd.cu.ac.bd/details.php?id=763,Barringtonia ACUTANGULA (L.) Gaertn.,Barringtonia  ACUTANGULA (L.) Gaertn.,False
756,76,764,https://mpbd.cu.ac.bd/details.php?id=764,Barringtonia RACEMOSA (L.) Spreng.,Barringtonia  RACEMOSA (L.) Spreng.,False
757,77,765,https://mpbd.cu.ac.bd/details.php?id=765,Basella ALBA L.,Basella  ALBA L.,False
758,77,766,https://mpbd.cu.ac.bd/details.php?id=766,Bauhinia ACUMINITA L.,Bauhinia  ACUMINITA L.,False
759,77,767,https://mpbd.cu.ac.bd/details.php?id=767,Bauhinia MACROSTACHYA Wall.,Bauhinia  MACROSTACHYA Wall.,False
760,77,768,https://mpbd.cu.ac.bd/details.php?id=768,Bauhinia MALABARICA Roxb.,Bauhinia  MALABARICA Roxb.,False
761,77,769,https://mpbd.cu.ac.bd/details.php?id=769,Bauhinia PURPUREA L.,Bauhinia  PURPUREA L.,False
762,77,770,https://mpbd.cu.ac.bd/details.php?id=770,Bauhinia VARIEGATA L.,Bauhinia  VARIEGATA L.,False
763,77,771,https://mpbd.cu.ac.bd/details.php?id=771,Begonia ROXBURGHII DC.,Begonia  ROXBURGHII DC.,False
764,77,772,https://mpbd.cu.ac.bd/details.php?id=772,Iris domestica (L.) Goldblatt & Mabb,Iris domestica (L.) Goldblatt & Mabb,True
765,77,773,https://mpbd.cu.ac.bd/details.php?id=773,Benincasa HISPIDA (Thunb.) Cogn.,Benincasa  HISPIDA (Thunb.) Cogn.,False
766,77,774,https://mpbd.cu.ac.bd/details.php?id=774,Biophytum SENSITIVUM (L.) DC.,Biophytum  SENSITIVUM (L.) DC.,False
767,78,775,https://mpbd.cu.ac.bd/details.php?id=775,Bixa ORELLANA L.,Bixa  ORELLANA L.,False
768,78,776,https://mpbd.cu.ac.bd/details.php?id=776,Blumea BALSAMIFERA DC,Blumea  BALSAMIFERA DC,False
769,78,777,https://mpbd.cu.ac.bd/details.php?id=777,Blumea CLERKEI Hook. f.,Blumea  CLERKEI Hook. f.,False
770,78,778,https://mpbd.cu.ac.bd/details.php?id=778,Blumea LACERA (Burn.f.) DC.,Blumea  LACERA (Burn.f.) DC.,False
771,78,779,https://mpbd.cu.ac.bd/details.php?id=779,Boehmeria MALABARICA Wedd.,Boehmeria  MALABARICA Wedd.,False
772,78,780,https://mpbd.cu.ac.bd/details.php?id=780,Boerhaavia DIFFUSA L.,Boerhaavia  DIFFUSA L.,False
773,78,781,https://mpbd.cu.ac.bd/details.php?id=781,Boesenbergia LONGIFLORA Kuntze.,Boesenbergia  LONGIFLORA Kuntze.,False
774,78,782,https://mpbd.cu.ac.bd/details.php?id=782,Bombax CEIBA L.,Bombax  CEIBA L.,False
775,78,783,https://mpbd.cu.ac.bd/details.php?id=783,Borassus FLABELLIFER L.,Borassus  FLABELLIFER L.,False
776,78,784,https://mpbd.cu.ac.bd/details.php?id=784,Spermacoce articularis L.f.,Spermacoce articularis L.f.,True
777,79,785,https://mpbd.cu.ac.bd/details.php?id=785,Boswellia SERRATA Roxb.,Boswellia  SERRATA Roxb.,False
778,79,786,https://mpbd.cu.ac.bd/details.php?id=786,Brassica NIGRA (L.) Koch.,Brassica  NIGRA (L.) Koch.,False
779,79,787,https://mpbd.cu.ac.bd/details.php?id=787,Breynia RETUSA (Dennst.) Alston.,Breynia  RETUSA (Dennst.) Alston.,False
780,79,788,https://mpbd.cu.ac.bd/details.php?id=788,Bridelia RETUSA (L.) Spreng.,Bridelia  RETUSA (L.) Spreng.,False
781,79,789,https://mpbd.cu.ac.bd/details.php?id=789,Bridelia STIPULARIS Bl.,Bridelia  STIPULARIS Bl.,False
782,79,790,https://mpbd.cu.ac.bd/details.php?id=790,Buchanania cochinchinensis (Lour.) M.R.Almeida,Buchanania cochinchinensis (Lour.) M.R.Almeida,True
783,79,791,https://mpbd.cu.ac.bd/details.php?id=791,Buddleja NEEMDA Buch.-Ham.,Buddleja  NEEMDA Buch.-Ham.,False
784,79,792,https://mpbd.cu.ac.bd/details.php?id=792,Byttneria pilosa Roxb.,Byttneria pilosa Roxb.,True
785,79,793,https://mpbd.cu.ac.bd/details.php?id=793,Butea MONOSPERMA (Lam.) Taub.,Butea  MONOSPERMA (Lam.) Taub.,False
786,79,794,https://mpbd.cu.ac.bd/details.php?id=794,Caesalpinia BONDUC (L.) Roxb.,Caesalpinia  BONDUC (L.) Roxb.,False
787,80,795,https://mpbd.cu.ac.bd/details.php?id=795,Caesalpinia DIGYNA Rottl.,Caesalpinia  DIGYNA Rottl.,False
788,80,796,https://mpbd.cu.ac.bd/details.php?id=796,Caesalpinia PULCHERIMA Sw.,Caesalpinia  PULCHERIMA Sw.,False
789,80,797,https://mpbd.cu.ac.bd/details.php?id=797,Cajanus cajan (L.) Millsp.,Cajanus cajan (L.) Millsp.,True
790,80,798,https://mpbd.cu.ac.bd/details.php?id=798,Callicarpa MACROPHYLLA Vahl.,Callicarpa  MACROPHYLLA Vahl.,False
791,80,799,https://mpbd.cu.ac.bd/details.php?id=799,Callicarpa TOMENTOSA (L.) Merr.,Callicarpa  TOMENTOSA (L.) Merr.,False
792,80,800,https://mpbd.cu.ac.bd/details.php?id=800,Calophyllum INOPHYLLUM L.,Calophyllum  INOPHYLLUM L.,False
793,80,801,https://mpbd.cu.ac.bd/details.php?id=801,Calotropis GIGANTEA (L.) R. Br.,Calotropis  GIGANTEA (L.) R. Br.,False
794,80,802,https://mpbd.cu.ac.bd/details.php?id=802,Calotropis PROCERA (Aiton) Dryand.,Calotropis  PROCERA (Aiton) Dryand.,False
795,80,803,https://mpbd.cu.ac.bd/details.php?id=803,Getonia floribunda ROXB.,Getonia floribunda ROXB.,True
796,80,804,https://mpbd.cu.ac.bd/details.php?id=804,Camellia sinensis (L.) O. Kuntze.,Camellia sinensis (L.) O. Kuntze.,True
797,81,805,https://mpbd.cu.ac.bd/details.php?id=805,Canarium BENGALENSE Roxb.,Canarium  BENGALENSE Roxb.,False
798,81,806,https://mpbd.cu.ac.bd/details.php?id=806,Canna INDICA L.,Canna  INDICA L.,False
799,81,807,https://mpbd.cu.ac.bd/details.php?id=807,Cannabis SATIVA L.,Cannabis  SATIVA L.,False
800,81,808,https://mpbd.cu.ac.bd/details.php?id=808,Magnolia champaca (L.)Baill.exPierre,Magnolia champaca (L.)Baill.exPierre,True
801,81,809,https://mpbd.cu.ac.bd/details.php?id=809,Zehneria scabra Sond.,Zehneria scabra Sond.,True
802,81,810,https://mpbd.cu.ac.bd/details.php?id=810,Solenaamplexicaulis(lam.) gandhi.,Solenaamplexicaulis(lam.) gandhi.,True
803,81,811,https://mpbd.cu.ac.bd/details.php?id=811,Cochlospermum religiosum (L.) Alston,Cochlospermum religiosum (L.) Alston,True
804,81,812,https://mpbd.cu.ac.bd/details.php?id=812,Gynocardia odorata R. Br.,Gynocardia odorata R. Br.,True
805,81,813,https://mpbd.cu.ac.bd/details.php?id=813,Drosera peltata Thunb.,Drosera peltata Thunb.,True
806,81,814,https://mpbd.cu.ac.bd/details.php?id=814,Sida rhombifolia L.,Sida rhombifolia L.,True
807,82,815,https://mpbd.cu.ac.bd/details.php?id=815,Sida orientaliscav.,Sida orientaliscav.,True
808,82,816,https://mpbd.cu.ac.bd/details.php?id=816,Sida cordifolia L.,Sida cordifolia L.,True
809,82,817,https://mpbd.cu.ac.bd/details.php?id=817,Sidacordata(burm.f.) borss.waalk.,Sidacordata(burm.f.) borss.waalk.,True
810,82,818,https://mpbd.cu.ac.bd/details.php?id=818,Sida acuta Burm. f.,Sida acuta Burm. f.,True
811,82,819,https://mpbd.cu.ac.bd/details.php?id=819,Malva sylvestris L.,Malva sylvestris L.,True
812,82,820,https://mpbd.cu.ac.bd/details.php?id=820,Hibiscus schizopetalus (Mast.) Hook. f.,Hibiscus schizopetalus (Mast.) Hook. f.,True
813,82,821,https://mpbd.cu.ac.bd/details.php?id=821,Althaea officinalis L.,Althaea officinalis L.,True
814,82,822,https://mpbd.cu.ac.bd/details.php?id=822,Bombax insigne Wall.,Bombax insigne Wall.,True
