plant_index,page_number,site_id,detail_url,scientific_name_master,scientific_name_listpage,name_match
815,82,823,https://mpbd.cu.ac.bd/details.php?id=823,Firmiana simplex(l.) W.Wight.,Firmiana simplex(l.) W.Wight.,True
816,82,824,https://mpbd.cu.ac.bd/details.php?id=824,Sterculia lanceifolia Roxb.,Sterculia lanceifolia Roxb.,True
817,83,825,https://mpbd.cu.ac.bd/details.php?id=825,Pentapetes phoenicea L.,Pentapetes phoenicea L.,True
818,83,826,https://mpbd.cu.ac.bd/details.php?id=826,Microcos paniculata L.,Microcos paniculata L.,True
819,83,827,https://mpbd.cu.ac.bd/details.php?id=827,Melochia corchorifolia L.,Melochia corchorifolia L.,True
820,83,829,https://mpbd.cu.ac.bd/details.php?id=829,Corchorus fascicularis Lam.,Corchorus fascicularis Lam.,True
821,83,830,https://mpbd.cu.ac.bd/details.php?id=830,Corchorus aestuans L.,Corchorus aestuans L.,True
822,83,831,https://mpbd.cu.ac.bd/details.php?id=831,Elaeocarpus serratusl.,Elaeocarpus serratusl.,True
823,83,832,https://mpbd.cu.ac.bd/details.php?id=832,Hypericum japonicum Thunb.,Hypericum japonicum Thunb.,True
824,83,833,https://mpbd.cu.ac.bd/details.php?id=833,Calophyllum polyanthumwall.ex Choisy,Calophyllum polyanthumwall.ex Choisy,True
825,83,834,https://mpbd.cu.ac.bd/details.php?id=834,Schima wallichii Choisy,Schima wallichii Choisy,True
826,84,835,https://mpbd.cu.ac.bd/details.php?id=835,Shorea robusta Gaertn.,Shorea robusta Gaertn.,True
827,84,836,https://mpbd.cu.ac.bd/details.php?id=836,Dipterocarpus turbinatus Gaertn.,Dipterocarpus turbinatus Gaertn.,True
828,84,837,https://mpbd.cu.ac.bd/details.php?id=837,Tetracera sarmentosa (L.) Vahl,Tetracera sarmentosa (L.) Vahl,True
829,84,838,https://mpbd.cu.ac.bd/details.php?id=838,Dillenia indica L.,Dillenia indica L.,True
830,84,839,https://mpbd.cu.ac.bd/details.php?id=839,Rheum emodi L.,Rheum emodi L.,True
831,84,840,https://mpbd.cu.ac.bd/details.php?id=840,Polygonum pubescens Blume,Polygonum pubescens Blume,True
832,84,841,https://mpbd.cu.ac.bd/details.php?id=841,Polygonum aviculare L.,Polygonum aviculare L.,True
833,84,842,https://mpbd.cu.ac.bd/details.php?id=842,Polygonum viscosumbuch.-ham. ex D. Don.,Polygonum viscosumbuch.-ham. ex D. Don.,True
834,84,843,https://mpbd.cu.ac.bd/details.php?id=843,Persicaria strigosa (R. Br.) Nakai,Persicaria strigosa (R. Br.) Nakai,True
835,84,844,https://mpbd.cu.ac.bd/details.php?id=844,Persicaria stagnina (Buch.-Ham. ex Meisn.)Qaiser,Persicaria stagnina (Buch.-Ham. ex Meisn.)Qaiser,True
836,85,845,https://mpbd.cu.ac.bd/details.php?id=845,Persicaria lapathifolia (L.) Delarbre,Persicaria lapathifolia (L.) Delarbre,True
837,85,846,https://mpbd.cu.ac.bd/details.php?id=846,Persicaria chinensis (L.) H. Gross,Persicaria chinensis (L.) H. Gross,True
838,85,847,https://mpbd.cu.ac.bd/details.php?id=847,Polycarpon prostratum (Forssk.) Asch. & Schweinf.,Polycarpon prostratum (Forssk.) Asch. & Schweinf.,True
839,85,848,https://mpbd.cu.ac.bd/details.php?id=848,Drymaria cordata subsp.diandra (Blume) J.A.Duke.,Drymaria cordata subsp.diandra (Blume) J.A.Duke.,True
840,85,849,https://mpbd.cu.ac.bd/details.php?id=849,portulaca grandiflora Hook.,portulaca grandiflora Hook.,True
841,85,850,https://mpbd.cu.ac.bd/details.php?id=850,Cyathula prostrata (L.) Blume,Cyathula prostrata (L.) Blume,True
842,85,851,https://mpbd.cu.ac.bd/details.php?id=851,Amaranthus tricolor L.,Amaranthus tricolor L.,True
843,85,852,https://mpbd.cu.ac.bd/details.php?id=852,Bougainvillea spectabilis Willd,Bougainvillea spectabilis Willd,True
844,85,853,https://mpbd.cu.ac.bd/details.php?id=853,Corylus avellana L.,Corylus avellana L.,True
845,85,854,https://mpbd.cu.ac.bd/details.php?id=854,Quercus infectoria G.Olivier,Quercus infectoria G.Olivier,True
846,86,855,https://mpbd.cu.ac.bd/details.php?id=855,Sarcochlamys pulcherrima Gaudich.,Sarcochlamys pulcherrima Gaudich.,True
847,86,856,https://mpbd.cu.ac.bd/details.php?id=856,Pouzolzia sanguinea (Blume.) Merrill,Pouzolzia sanguinea (Blume.) Merrill,True
848,86,857,https://mpbd.cu.ac.bd/details.php?id=857,Pouzolzia hirta Blume ex Hassk.,Pouzolzia hirta Blume ex Hassk.,True
849,86,858,https://mpbd.cu.ac.bd/details.php?id=858,Fleurya interrupta Gaud.,Fleurya interrupta Gaud.,True
850,86,859,https://mpbd.cu.ac.bd/details.php?id=859,Elatostema rupestre(buch.-ham. ex D.Don) Wedd.,Elatostema rupestre(buch.-ham. ex D.Don) Wedd.,True
851,86,860,https://mpbd.cu.ac.bd/details.php?id=860,Elatostema papillosum Wedd.,Elatostema papillosum Wedd.,True
852,86,861,https://mpbd.cu.ac.bd/details.php?id=861,Boehmeria nivea (L.) Gaudich.,Boehmeria nivea (L.) Gaudich.,True
853,86,862,https://mpbd.cu.ac.bd/details.php?id=862,Ficus sagittata Vahl,Ficus sagittata Vahl,True
854,86,863,https://mpbd.cu.ac.bd/details.php?id=863,Ficus rumphii Blume,Ficus rumphii Blume,True
855,86,864,https://mpbd.cu.ac.bd/details.php?id=864,Ficus pumila L.,Ficus pumila L.,True
856,87,865,https://mpbd.cu.ac.bd/details.php?id=865,Ficus mollis Vahl.,Ficus mollis Vahl.,True
857,87,866,https://mpbd.cu.ac.bd/details.php?id=866,Ficus hirta Vahl.,Ficus hirta Vahl.,True
858,87,867,https://mpbd.cu.ac.bd/details.php?id=867,Ficus heterophylla L.f.,Ficus heterophylla L.f.,True
859,87,868,https://mpbd.cu.ac.bd/details.php?id=868,Ficus hederacea Roxb.,Ficus hederacea Roxb.,True
860,87,869,https://mpbd.cu.ac.bd/details.php?id=869,Ficus curtipes Corner,Ficus curtipes Corner,True
861,87,870,https://mpbd.cu.ac.bd/details.php?id=870,Canscora alata (ROTH) WALL.,Canscora alata (ROTH) WALL.,True
862,87,871,https://mpbd.cu.ac.bd/details.php?id=871,Canscora DIFFUSA (Vahl.) R. Br.,Canscora  DIFFUSA (Vahl.) R. Br.,False
863,87,872,https://mpbd.cu.ac.bd/details.php?id=872,Capparis ZEYLANICA L.,Capparis  ZEYLANICA L.,False
864,87,873,https://mpbd.cu.ac.bd/details.php?id=873,Capsicum ANNUUM L.,Capsicum  ANNUUM L.,False
865,87,874,https://mpbd.cu.ac.bd/details.php?id=874,Cardiospermum HALICACABUML.,Cardiospermum  HALICACABUML.,False
866,88,875,https://mpbd.cu.ac.bd/details.php?id=875,Careya ARBOREA Roxb.,Careya  ARBOREA Roxb.,False
867,88,876,https://mpbd.cu.ac.bd/details.php?id=876,Carica PAPAYA L.,Carica  PAPAYA L.,False
868,88,877,https://mpbd.cu.ac.bd/details.php?id=877,Carissa spinarum L.,Carissa spinarum L.,True
869,88,878,https://mpbd.cu.ac.bd/details.php?id=878,Carthamus TINCTORIUS L.,Carthamus  TINCTORIUS L.,False
870,88,879,https://mpbd.cu.ac.bd/details.php?id=879,Caryota URENS L.,Caryota  URENS L.,False
871,88,880,https://mpbd.cu.ac.bd/details.php?id=880,Senna alata (L.) Roxb.,Senna alata (L.) Roxb.,True
872,88,881,https://mpbd.cu.ac.bd/details.php?id=881,Cassia FISTULA L.,Cassia  FISTULA L.,False
873,88,882,https://mpbd.cu.ac.bd/details.php?id=882,Senna obtusifolia (L.) H.S.Irwin & Barneby,Senna obtusifolia (L.) H.S.Irwin & Barneby,True
874,88,883,https://mpbd.cu.ac.bd/details.php?id=883,Senna occidentalis (L.) Link,Senna occidentalis (L.) Link,True
875,88,884,https://mpbd.cu.ac.bd/details.php?id=884,Senna sophera (L.) Roxb.,Senna sophera (L.) Roxb.,True
876,89,885,https://mpbd.cu.ac.bd/details.php?id=885,Cassytha FILIFORMIS L.,Cassytha  FILIFORMIS L.,False
877,89,886,https://mpbd.cu.ac.bd/details.php?id=886,Casuarina LITTOREA L.,Casuarina  LITTOREA L.,False
878,89,887,https://mpbd.cu.ac.bd/details.php?id=887,Catharanthus roseus (L.) G.Don,Catharanthus roseus (L.) G.Don,True
879,89,888,https://mpbd.cu.ac.bd/details.php?id=888,Cayratia PEDATA (Lam.) Juss. ex Gagnep.,Cayratia  PEDATA (Lam.) Juss. ex Gagnep.,False
880,89,889,https://mpbd.cu.ac.bd/details.php?id=889,Cayratia TRIFOLIA (L.) Domin.,Cayratia  TRIFOLIA (L.) Domin.,False
881,89,890,https://mpbd.cu.ac.bd/details.php?id=890,Ceiba PENTANDRA (L.)Gaertn,Ceiba  PENTANDRA (L.)Gaertn,False
882,89,891,https://mpbd.cu.ac.bd/details.php?id=891,Celastrus PANICULATUS Willd.,Celastrus  PANICULATUS Willd.,False
883,89,892,https://mpbd.cu.ac.bd/details.php?id=892,Celosia ARGENTEA L.,Celosia  ARGENTEA L.,False
884,89,893,https://mpbd.cu.ac.bd/details.php?id=893,Celosia CRISTATA L.(SAME AS 161),Celosia  CRISTATA L.(SAME AS 161),False
885,89,894,https://mpbd.cu.ac.bd/details.php?id=894,Piper pedicellatum DC.,Piper pedicellatum DC.,True
886,90,895,https://mpbd.cu.ac.bd/details.php?id=895,Piperboehmeriifolium(miq.) wall. ex C. DC.,Piperboehmeriifolium(miq.) wall. ex C. DC.,True
887,90,896,https://mpbd.cu.ac.bd/details.php?id=896,Piper wallichii (MIQ.) HAND.-MAZZ.,Piper wallichii (MIQ.) HAND.-MAZZ.,True
888,90,897,https://mpbd.cu.ac.bd/details.php?id=897,Chloranthus elatior LINK.,Chloranthus elatior LINK.,True
889,90,898,https://mpbd.cu.ac.bd/details.php?id=898,Ocotea lancifolia (SCHOTT) MEZ.,Ocotea lancifolia (SCHOTT) MEZ.,True
890,90,899,https://mpbd.cu.ac.bd/details.php?id=899,Litsea glutinosa (LOUR.) ROBINSON,Litsea glutinosa (LOUR.) ROBINSON,True
891,90,900,https://mpbd.cu.ac.bd/details.php?id=900,Cassytha FILIFORMIS L.,Cassytha  FILIFORMIS L.,False
892,90,901,https://mpbd.cu.ac.bd/details.php?id=901,Actinodaphne obovata (NEES) BLUME,Actinodaphne obovata (NEES) BLUME,True
893,90,902,https://mpbd.cu.ac.bd/details.php?id=902,Uvaria hamiltonii HOOK. F. & THOM.,Uvaria hamiltonii HOOK. F. & THOM.,True
894,90,903,https://mpbd.cu.ac.bd/details.php?id=903,Desmos chinensislour.,Desmos chinensislour.,True
895,90,904,https://mpbd.cu.ac.bd/details.php?id=904,Dasymaschalon longiflorum(roxb.) FINET & GAGNEP.,Dasymaschalon longiflorum(roxb.) FINET & GAGNEP.,True
896,91,905,https://mpbd.cu.ac.bd/details.php?id=905,Magnolia praecalva(dandy) Figlar & Noot.,Magnolia praecalva(dandy) Figlar & Noot.,True
897,91,906,https://mpbd.cu.ac.bd/details.php?id=906,Centella ASIATICA (L.) Urban.,Centella  ASIATICA (L.) Urban.,False
898,91,907,https://mpbd.cu.ac.bd/details.php?id=907,Cerbera MANGHAS L.,Cerbera  MANGHAS L.,False
899,91,908,https://mpbd.cu.ac.bd/details.php?id=908,Ceriops TAGAL (Perr.) C.B. Rob.,Ceriops  TAGAL (Perr.) C.B. Rob.,False
900,91,909,https://mpbd.cu.ac.bd/details.php?id=909,Cheilosoria tenuifolia (BURM. F.) TREVIS.,Cheilosoria tenuifolia (BURM. F.) TREVIS.,True
901,91,910,https://mpbd.cu.ac.bd/details.php?id=910,Chenopodium ALBUM L.,Chenopodium   ALBUM L.,False
902,91,911,https://mpbd.cu.ac.bd/details.php?id=911,Dysphania ambrosioides (L.) Mosyakin & Clemants,Dysphania ambrosioides (L.) Mosyakin & Clemants,True
903,91,912,https://mpbd.cu.ac.bd/details.php?id=912,Chukrasia tabularis A.Juss.,Chukrasia tabularis A.Juss.,True
904,91,913,https://mpbd.cu.ac.bd/details.php?id=913,Cicer ARIETINUM L.,Cicer  ARIETINUM L.,False
905,91,914,https://mpbd.cu.ac.bd/details.php?id=914,Cinnamomum curvifolium (Lam.) Nees,Cinnamomum curvifolium (Lam.) Nees,True
906,92,915,https://mpbd.cu.ac.bd/details.php?id=915,Cinnamomum TAMALA Nees,Cinnamomum  TAMALA Nees,False
907,92,916,https://mpbd.cu.ac.bd/details.php?id=916,Cinnamomum VERUM Presl.,Cinnamomum  VERUM Presl.,False
908,92,917,https://mpbd.cu.ac.bd/details.php?id=917,Piper sylvaticum Roxb,Piper sylvaticum Roxb,True
909,92,918,https://mpbd.cu.ac.bd/details.php?id=918,Aristolochia rotunda L.,Aristolochia rotunda L.,True
910,92,919,https://mpbd.cu.ac.bd/details.php?id=919,Asarum europaeum L.,Asarum europaeum L.,True
911,92,920,https://mpbd.cu.ac.bd/details.php?id=920,Euryale ferox Salisb.,Euryale ferox Salisb.,True
912,92,921,https://mpbd.cu.ac.bd/details.php?id=921,Ranunculus sceleratus L.,Ranunculus sceleratus L.,True
913,92,922,https://mpbd.cu.ac.bd/details.php?id=922,Cyclea barbata Miers,Cyclea barbata Miers,True
914,92,923,https://mpbd.cu.ac.bd/details.php?id=923,Fumaria indica (Hausskn.)Pugsley,Fumaria indica (Hausskn.)Pugsley,True
915,92,924,https://mpbd.cu.ac.bd/details.php?id=924,Altingia excelsa Noronha,Altingia excelsa Noronha,True
916,93,925,https://mpbd.cu.ac.bd/details.php?id=925,Ficus auriculata Lour.,Ficus auriculata Lour.,True
