scientific_name,synonym,family,source_page_url,scrape_timestamp
Vateria indica L.,,Dipterocarpaceae,https://mpbd.cu.ac.bd/plants.php?pageno=2,2026-09-22T15:44:52.820051+00:00
Mesua ferrea L.,Mesua nagassarium(Burm. f.)Kosterm.,Clusiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=2,2026-09-22T15:44:52.820051+00:00
Helicteres isora L.,Helicteres grewiaefolia DC. Isora grewiaefolia (DC.) Schott & Endl. Ixora versicolor Hassk.,Sterculiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=2,2026-09-22T15:44:52.820051+00:00
Abelmoschus esculentus (L.) Moench,Abelmoschus officinalis(DC.) Endl. Abelmoschus longifolius(Willd.) Kostel. Hibiscus esculentusL.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=2,2026-09-22T15:44:52.820051+00:00
Gossypium arboreum L.,Gossypium albiflorum Tod. Gossypium asiaticum Raf. Gossypium rubrum Forssk. Gossypium roxburghii,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=2,2026-09-22T15:44:52.820051+00:00
Viola odorata L.,Viola odorata f. odorata Viola wiedemannii Boiss.,Violaceae,https://mpbd.cu.ac.bd/plants.php?pageno=2,2026-09-22T15:44:52.820051+00:00
Benincasa hispida (Thunb.) Cogn.,Benincasa cerifera Savi Benincasa vacua (F.Muell.) F.Muell. Cucurbita hispida Thunb. Cucurbita vi,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:52.820051+00:00
Citrullus colocynthis (L.) Schard.,Citrullus colocynthoides Pangalo Citrullus pseudocolocynthis M.Roem. Colocynthis officinalis Schrad,Cucurbitaceae.,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:52.820051+00:00
Momordica dioica Roxb. ex Willd.,Momordica hispida Dennst. ex Miq. Momordica roxburghii G. Don Momordica tuberosa Dennst. ex Miq.,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:52.820051+00:00
Mukia maderaspatana (L.) M. Roem,Bryonia maderaspatana(L.) Lam. Cucumis maderaspatanus L. Melothria maderaspatana (L.) Cogn. Bryon,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:52.820051+00:00
Brassica juncea (L.) Czern.,Brassica cernua (Thunb.) F.B. Forbes & Hemsl. Crucifera juncea E.H.L.Krause Sinapis juncea L. Sin,Brassicaceae,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:52.820051+00:00
Raphanus raphanistrum subsp. SATIVUS(L.) Domin.,Raphanus sativus L. Raphani strumgayanum Fisch. & C.A.Mey. Raphanus chinensis Mill. Raphanus cand,Brassicaceae,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:52.820051+00:00
Moringa oleifera Lam.,Guilandina moringa L. Hyperanthera moringa (L.) Vahl Moringa zeylanica Burmann.,Moringaceae,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:52.820051+00:00
Diospyros malabarica(desr.) Kostel.,Diospyros peregrina(Gaertn.) Girke Diospyros citrifolia Wall. ex A.DC. Diospyros biflora Blanco Em,Ebenaceaea,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:52.820051+00:00
Cydonia oblonga Mill.,Cydonia communis Loisel. Cydonia vulgaris Pers. Pyrus cydonia L. Sorbus cydonia Crantz,Rosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:52.820051+00:00
Prunus amygdalus Stokes,,Rosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=3,2026-09-22T15:44:52.820051+00:00
Acacia nilotica (L.) Delile subsp. INDICA(Benth) Brenan,Acacia arabica var. indica Benth. Acacia nilotica var. indica (Benth.)A.F.Hill,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:52.820051+00:00
Entada phaseoloides (L.) Merr.,"Acacia scandens (L.) Willd. Entada scandens (L.) ""Benth. p.p."" Lens phaseoloides L. Pusaetha sca",Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:52.820051+00:00
Mimosa pudica L.,Mimosa hispidula Kunth Mimosa pudica var. pudica,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:52.820051+00:00
Saraca asoca (Roxb.) Wild.,"Jonesia asoca Roxb. Jonesia confusa Hassk. Jonesia pinnata Willd. Saraca indica""sensu Bedd. non",Caesalpiniaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:52.820051+00:00
Clitoria ternatea L.,Clitoria albiflora Mattei Clitoria philippensis Perr. Nauchea ternatea (L.)Descourt. Ternatea te,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:52.820051+00:00
Glycyrrhiza glabra L.,Glycyrrhiza glandulifera Waldst. & Kit. Glycyrrhiza hirsuta Pall. Glycyrrhiza pallida Boiss.& Noe,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:52.820051+00:00
Mucuna pruriens (L.) DC.,Carpopogon pruriens (L.) Roxb. Dolichos pruriens L. Mucuna prurita (L.)Hook. Stizolobium pruritu,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:52.820051+00:00
Pterocarpus SANTALINUS L. f.,Lingoum santalinum (L.f.) Kuntze,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:52.820051+00:00
Sesbania bispinosa (Jacq.) W.Wight,Sesbania aculeata (Willd.) Pers. Aeschynomene aculeata Schreb. Aeschynomene bispinosa Jacq. Aesc,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:52.820051+00:00
Sesbania grandiflora (L.) Poir,: Aeschynomene grandiflora (L.) L. Agati grandiflora (L.)Desv. Coronilla grandiflora (L.)Willd.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=4,2026-09-22T15:44:52.820051+00:00
Sesbania sesban (L.) Merr.,Aeschynomene sesban L. Coronilla sesban Willd. Emerus sesban (L.) Kuntze Sesbania aegyptiaca Poir,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:52.820051+00:00
Trigonella foenum-graeceum L.,Trigonella tibetana (Alef.) Vassilcz.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:52.820051+00:00
Lagerstroemia speciosa(l.) Pers.,Lagerstroemia reginea Roxb. Adambea hirsuta Lam. Lagerstroemia hirsuta (Lam.) Willd. Munchausia s,Lythraceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:52.820051+00:00
Eucalyptus globulus Labill,Eucalyptus glauca A.Cunn.ex DC. Eucalyptus perfoliata Desf.,Myrtaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:52.820051+00:00
Mentha arvensis L.,Mentha arguta Opiz. Mentha badensis C.C.Gmel. Mentha diffusa Lej. Mentha hostii Boreau.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:52.820051+00:00
Mentha spicata L.,Mentha crispa L. Mentha rosanii Ten. Mentha viridis (L.) L. Mentha walteriana Opiz.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:52.820051+00:00
Pogostemon PUBESCENS Benth.,-,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:52.820051+00:00
Rhinacanthus nasutus (L.) Kurz,Dianthera paniculata Lour. Ecbolium dichotomum (Blume) Kuntze Pseuderanthemum connatum Lindau Rhi,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:52.820051+00:00
Sesamum indicum L.,Dysosmon amoenum Raf. Sesamum africanum Tod. Sesamum oleiferum Sm Volkameria orientalis (L.) Kunt,Pedaliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:52.820051+00:00
Nelumbium speciosum Willd.,-,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=5,2026-09-22T15:44:52.820051+00:00
