inchikey_connectivity,molregno,chembl_id,activity_id,assay_id,assay_chembl_id,assay_type,confidence_score,target_chembl_id,target_pref_name,target_type,organism,standard_type,standard_relation,standard_value,standard_units,pchembl_value,doc_id,is_strict
YMTINGFKWWXKFG,28331,CHEMBL672,7676050,774754,CHEMBL1909143,B,8,CHEMBL238,Sodium-dependent dopamine transporter,SINGLE PROTEIN,Homo sapiens,IC50,=,8633.0,nM,5.06,59306,True
YMTINGFKWWXKFG,28331,CHEMBL672,7676051,774754,CHEMBL1909143,B,8,CHEMBL238,Sodium-dependent dopamine transporter,SINGLE PROTEIN,Homo sapiens,Ki,=,6859.0,nM,5.16,59306,True
YMTINGFKWWXKFG,28331,CHEMBL672,18051753,1661982,CHEMBL4011663,A,9,CHEMBL6020,Bile salt export pump,SINGLE PROTEIN,Homo sapiens,IC50,=,15300.0,nM,4.82,104426,False
YMTINGFKWWXKFG,28331,CHEMBL672,18051977,1661988,CHEMBL4011669,A,9,CHEMBL6020,Bile salt export pump,SINGLE PROTEIN,Homo sapiens,IC50,=,41000.0,nM,4.39,104427,False
YMTINGFKWWXKFG,28331,CHEMBL672,24777397,2215554,CHEMBL5128686,B,9,CHEMBL5393,Broad substrate specificity ATP-binding cassette transporter ABCG2,SINGLE PROTEIN,Homo sapiens,IC50,=,5100.0,nM,5.29,123495,True
XKKCQTLDIPIRQD,29882,CHEMBL23970,13135899,954314,CHEMBL2354263,F,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,60506.0,nM,4.22,51887,False
XKKCQTLDIPIRQD,29882,CHEMBL23970,13191293,954312,CHEMBL2354261,F,0,CHEMBL2362975,No relevant target,NO TARGET,,IC50,=,59613.0,nM,4.22,51887,False
NXXYKOUNUYWIHA,38252,CHEMBL30106,306569,217100,CHEMBL858286,F,1,CHEMBL613478,Xenopus laevis,ORGANISM,Xenopus laevis,EC50,=,63095.73,nM,4.2,16526,False
NXXYKOUNUYWIHA,38252,CHEMBL30106,2997984,598755,CHEMBL1039325,F,0,CHEMBL612545,Unchecked,UNCHECKED,,Kd,=,360.0,nM,6.44,48754,False
URLKBWYHVLBVBO,42880,CHEMBL31561,1068761,29409,CHEMBL643382,B,8,CHEMBL220,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens,IC50,=,4900.0,nM,5.31,11646,True
URLKBWYHVLBVBO,42880,CHEMBL31561,1068762,29377,CHEMBL648291,B,8,CHEMBL220,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens,IC50,=,39.81,nM,7.4,11646,True
UCMIRNVEIXFBKS,66033,CHEMBL297569,1245975,140855,CHEMBL857545,B,8,CHEMBL330,"Glutamate receptor ionotropic, NMDA 1",SINGLE PROTEIN,Rattus norvegicus,IC50,=,11600.0,nM,4.94,11444,True
UCMIRNVEIXFBKS,66033,CHEMBL297569,6191503,745626,CHEMBL1775996,B,9,CHEMBL3699,GABA transporter 4,SINGLE PROTEIN,Mus musculus,IC50,=,21877.62,nM,4.66,57507,True
UCMIRNVEIXFBKS,66033,CHEMBL297569,6191507,745627,CHEMBL1775997,B,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,34673.69,nM,4.46,57507,False
UCMIRNVEIXFBKS,66033,CHEMBL297569,13369345,970005,CHEMBL2405423,B,9,CHEMBL3699,GABA transporter 4,SINGLE PROTEIN,Mus musculus,IC50,=,34673.69,nM,4.46,74231,True
UCMIRNVEIXFBKS,66033,CHEMBL297569,13369356,970004,CHEMBL2405422,B,9,CHEMBL5205,GABA transporter 3,SINGLE PROTEIN,Mus musculus,IC50,=,21877.62,nM,4.66,74231,True
UCMIRNVEIXFBKS,66033,CHEMBL297569,13412057,976653,CHEMBL2417028,B,9,CHEMBL5208,Sodium- and chloride-dependent GABA transporter 3,SINGLE PROTEIN,Homo sapiens,IC50,=,41200.0,nM,4.38,74567,True
UCMIRNVEIXFBKS,66033,CHEMBL297569,22955314,2086313,CHEMBL4767576,B,9,CHEMBL5205,GABA transporter 3,SINGLE PROTEIN,Mus musculus,IC50,=,66069.34,nM,4.18,119728,True
XKKCQTLDIPIRQD,86554,CHEMBL444314,287836,42156,CHEMBL654553,F,1,CHEMBL382,CCRF-CEM,CELL-LINE,Homo sapiens,IC50,=,380.0,nM,6.42,10200,False
XKKCQTLDIPIRQD,86554,CHEMBL444314,1240548,152209,CHEMBL758928,F,1,CHEMBL378,Human immunodeficiency virus 1,ORGANISM,Human immunodeficiency virus 1,EC50,=,170.0,nM,6.77,10007,False
XKKCQTLDIPIRQD,86554,CHEMBL444314,1887270,437168,CHEMBL906565,B,9,CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,SINGLE PROTEIN,Human immunodeficiency virus 1,IC50,=,120.0,nM,6.92,35864,True
XKKCQTLDIPIRQD,86554,CHEMBL444314,24751135,2208198,CHEMBL5121147,F,1,CHEMBL378,Human immunodeficiency virus 1,ORGANISM,Human immunodeficiency virus 1,EC50,=,700.0,nM,6.16,123202,False
XKKCQTLDIPIRQD,86554,CHEMBL444314,24751150,2208200,CHEMBL5121149,F,1,CHEMBL378,Human immunodeficiency virus 1,ORGANISM,Human immunodeficiency virus 1,EC50,=,16000.0,nM,4.8,123202,False
ZVOLCUVKHLEPEV,102888,CHEMBL413552,58366,88615,CHEMBL701719,B,9,CHEMBL3471,Human immunodeficiency virus type 1 integrase,SINGLE PROTEIN,Human immunodeficiency virus 1,IC50,=,1300.0,nM,5.89,15456,True
ZVOLCUVKHLEPEV,102888,CHEMBL413552,58367,88616,CHEMBL701720,B,9,CHEMBL3471,Human immunodeficiency virus type 1 integrase,SINGLE PROTEIN,Human immunodeficiency virus 1,IC50,=,600.0,nM,6.22,15456,True
ZVOLCUVKHLEPEV,102888,CHEMBL413552,966607,90697,CHEMBL702098,B,8,CHEMBL3471,Human immunodeficiency virus type 1 integrase,SINGLE PROTEIN,Human immunodeficiency virus 1,IC50,=,800.0,nM,6.1,13270,True
ZVOLCUVKHLEPEV,102888,CHEMBL413552,966608,90698,CHEMBL702099,B,8,CHEMBL3471,Human immunodeficiency virus type 1 integrase,SINGLE PROTEIN,Human immunodeficiency virus 1,IC50,=,100.0,nM,7.0,13270,True
ZVOLCUVKHLEPEV,102888,CHEMBL413552,2057556,459174,CHEMBL926333,B,8,CHEMBL2147,Serine/threonine-protein kinase pim-1,SINGLE PROTEIN,Homo sapiens,IC50,=,340.0,nM,6.47,37981,True
ZVOLCUVKHLEPEV,102888,CHEMBL413552,2347311,552721,CHEMBL964479,B,9,CHEMBL2478,Alpha-amylase 1A,SINGLE PROTEIN,Homo sapiens,IC50,=,10200.0,nM,4.99,42200,True
ZVOLCUVKHLEPEV,102888,CHEMBL413552,3555095,685508,CHEMBL1285539,B,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,1300.0,nM,5.89,53920,False
ZVOLCUVKHLEPEV,102888,CHEMBL413552,6254764,753328,CHEMBL1799589,B,9,CHEMBL4660,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,SINGLE PROTEIN,Homo sapiens,IC50,=,48600.0,nM,4.31,58091,True
ZVOLCUVKHLEPEV,102888,CHEMBL413552,6368738,769472,CHEMBL1831412,B,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,9700.0,nM,5.01,58996,False
ZVOLCUVKHLEPEV,102888,CHEMBL413552,16621227,1584964,CHEMBL3819988,B,9,CHEMBL3817719,Synapsin-1,SINGLE PROTEIN,Bos taurus,IC50,=,150.0,nM,6.82,99602,True
ZVOLCUVKHLEPEV,102888,CHEMBL413552,18452367,1744393,CHEMBL4178903,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,489.0,nM,6.31,107568,False
ZVOLCUVKHLEPEV,102888,CHEMBL413552,24843124,2232242,CHEMBL5146014,B,9,CHEMBL1795174,Mitogen-activated protein kinase 8,SINGLE PROTEIN,Mus musculus,IC50,=,4600.0,nM,5.34,124094,True
ZVOLCUVKHLEPEV,102888,CHEMBL413552,25516596,2326017,CHEMBL5336356,B,9,CHEMBL4523582,Replicase polyprotein 1ab,SINGLE PROTEIN,Severe acute respiratory syndrome coronavirus 2,IC50,=,1240.0,nM,5.91,126832,True
IJFXRHURBJZNAO,106021,CHEMBL65369,5197928,716902,CHEMBL1670881,B,9,CHEMBL261,Carbonic anhydrase 1,SINGLE PROTEIN,Homo sapiens,Ki,=,2370.0,nM,5.62,55435,True
IJFXRHURBJZNAO,106021,CHEMBL65369,5197940,716903,CHEMBL1670882,B,9,CHEMBL205,Carbonic anhydrase 2,SINGLE PROTEIN,Homo sapiens,Ki,=,600.0,nM,6.22,55435,True
IJFXRHURBJZNAO,106021,CHEMBL65369,5197952,716904,CHEMBL1670883,B,9,CHEMBL3594,Carbonic anhydrase 9,SINGLE PROTEIN,Homo sapiens,Ki,=,4530.0,nM,5.34,55435,True
IJFXRHURBJZNAO,106021,CHEMBL65369,5197964,716905,CHEMBL1670884,B,9,CHEMBL3242,Carbonic anhydrase 12,SINGLE PROTEIN,Homo sapiens,Ki,=,3530.0,nM,5.45,55435,True
IJFXRHURBJZNAO,106021,CHEMBL65369,6285058,757507,CHEMBL1804479,B,9,CHEMBL3025,Carbonic anhydrase 6,SINGLE PROTEIN,Homo sapiens,Ki,=,3170.0,nM,5.5,58239,True
IJFXRHURBJZNAO,106021,CHEMBL65369,6285068,757508,CHEMBL1804480,B,9,CHEMBL1795125,Carbonic anhydrase,SINGLE PROTEIN,Dicentrarchus labrax,Ki,=,98300.0,nM,4.01,58239,True
IJFXRHURBJZNAO,106021,CHEMBL65369,7948343,789375,CHEMBL1924253,F,1,CHEMBL375,Mus musculus,ORGANISM,Mus musculus,IC50,=,200.0,nM,6.7,60371,False
IJFXRHURBJZNAO,106021,CHEMBL65369,29254732,2655286,CHEMBL6137624,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,35800.0,nM,4.45,137573,False
WUGMRIBZSVSJNP,147871,CHEMBL91792,456949,36008,CHEMBL858254,B,8,CHEMBL1808,Angiotensin-converting enzyme,SINGLE PROTEIN,Homo sapiens,IC50,=,10000.0,nM,5.0,12954,True
WUGMRIBZSVSJNP,147871,CHEMBL91792,1722299,363879,CHEMBL863210,F,9,CHEMBL4605,Solute carrier family 15 member 1,SINGLE PROTEIN,Homo sapiens,EC50,=,80000.0,nM,4.1,31277,True
SMQUZDBALVYZAC,178496,CHEMBL108925,19333269,1916171,CHEMBL4418855,B,9,CHEMBL2176772,E3 ubiquitin-protein ligase TRIM33,SINGLE PROTEIN,Homo sapiens,IC50,=,299.4,nM,6.52,113849,True
SMQUZDBALVYZAC,178496,CHEMBL108925,19333378,1916172,CHEMBL4418856,B,9,CHEMBL3108638,Transcription intermediary factor 1-alpha,SINGLE PROTEIN,Homo sapiens,IC50,=,221.3,nM,6.66,113849,True
IUBSYMUCCVWXPE,243582,CHEMBL148306,40359,39346,CHEMBL655650,F,9,CHEMBL5471,Beta-1 adrenergic receptor,SINGLE PROTEIN,Cavia porcellus,Kd,=,7.586,nM,8.12,7725,True
IUBSYMUCCVWXPE,243582,CHEMBL148306,40360,38000,CHEMBL651634,F,9,CHEMBL5414,Beta-2 adrenergic receptor,SINGLE PROTEIN,Cavia porcellus,Kd,=,95.5,nM,7.02,7725,True
RAKJVIPCCGXHHS,260525,CHEMBL350475,2324495,551370,CHEMBL1008496,B,8,CHEMBL221,Prostaglandin G/H synthase 1,SINGLE PROTEIN,Homo sapiens,IC50,=,64000.0,nM,4.19,39673,True
RAKJVIPCCGXHHS,260525,CHEMBL350475,14724411,1364367,CHEMBL3294236,F,1,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,IC50,=,2600.0,nM,5.58,83748,False
RAKJVIPCCGXHHS,260525,CHEMBL350475,19367806,1921318,CHEMBL4424163,B,9,CHEMBL1951,Amine oxidase [flavin-containing] A,SINGLE PROTEIN,Homo sapiens,Ki,=,260.0,nM,6.58,113965,True
RAKJVIPCCGXHHS,260525,CHEMBL350475,19367813,1921317,CHEMBL4424162,B,9,CHEMBL4078,Acetylcholinesterase,SINGLE PROTEIN,Electrophorus electricus,IC50,=,25300.0,nM,4.6,113965,True
RAKJVIPCCGXHHS,260525,CHEMBL350475,19367834,1921315,CHEMBL4424160,B,9,CHEMBL1951,Amine oxidase [flavin-containing] A,SINGLE PROTEIN,Homo sapiens,IC50,=,740.0,nM,6.13,113965,True
SOTUFGKJQVSOCT,295148,CHEMBL178219,1015598,201951,CHEMBL809138,B,8,CHEMBL3569,Squalene--hopene cyclase,SINGLE PROTEIN,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC27009 / DSM 446 / 104-1A) (Bacillus acidocaldarius),IC50,=,65000.0,nM,4.19,6795,True
IBKQQKPQRYUGBJ,376707,CHEMBL228050,1856323,432002,CHEMBL918786,F,1,CHEMBL353,Staphylococcus epidermidis,ORGANISM,Staphylococcus epidermidis,EC50,=,1480.0,nM,5.83,35460,False
IBKQQKPQRYUGBJ,376707,CHEMBL228050,1856335,432003,CHEMBL918787,F,1,CHEMBL352,Staphylococcus aureus,ORGANISM,Staphylococcus aureus,EC50,=,2960.0,nM,5.53,35460,False
IKGXIBQEEMLURG,378065,CHEMBL226335,1888619,437359,CHEMBL906759,F,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,3660.0,nM,5.44,35883,False
IKGXIBQEEMLURG,378065,CHEMBL226335,2174919,486056,CHEMBL1020946,B,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,1886.0,nM,5.72,41576,False
IKGXIBQEEMLURG,378065,CHEMBL226335,2332862,547369,CHEMBL1023248,B,8,CHEMBL1929,Xanthine dehydrogenase/oxidase,SINGLE PROTEIN,Homo sapiens,IC50,=,52200.0,nM,4.28,43207,True
IKGXIBQEEMLURG,378065,CHEMBL226335,2332895,547370,CHEMBL1023249,F,1,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,IC50,=,10600.0,nM,4.97,43207,False
IKGXIBQEEMLURG,378065,CHEMBL226335,2426484,504606,CHEMBL994563,F,3,CHEMBL613712,Radical scavenging activity,UNKNOWN,,IC50,=,12340.0,nM,4.91,40504,False
IKGXIBQEEMLURG,378065,CHEMBL226335,2430957,481596,CHEMBL953651,F,3,CHEMBL613712,Radical scavenging activity,UNKNOWN,,IC50,=,12300.0,nM,4.91,40916,False
IKGXIBQEEMLURG,378065,CHEMBL226335,2534009,483867,CHEMBL1004447,B,9,CHEMBL2622,Aldo-keto reductase family 1 member B1,SINGLE PROTEIN,Rattus norvegicus,IC50,=,13000.0,nM,4.89,41469,True
IKGXIBQEEMLURG,378065,CHEMBL226335,2565626,514314,CHEMBL979144,B,8,CHEMBL6135,Neuraminidase,SINGLE PROTEIN,Influenza A virus,IC50,=,52200.0,nM,4.28,44060,True
IKGXIBQEEMLURG,378065,CHEMBL226335,2565637,514313,CHEMBL979143,B,8,CHEMBL6135,Neuraminidase,SINGLE PROTEIN,Influenza A virus,IC50,=,87700.0,nM,4.06,44060,True
IKGXIBQEEMLURG,378065,CHEMBL226335,2605928,543307,CHEMBL1019444,P,0,CHEMBL2362975,No relevant target,NO TARGET,,IC50,=,41900.0,nM,4.38,46005,False
IKGXIBQEEMLURG,378065,CHEMBL226335,3064323,604340,CHEMBL1068623,F,0,CHEMBL2362975,No relevant target,NO TARGET,,IC50,=,1170.0,nM,5.93,49299,False
IKGXIBQEEMLURG,378065,CHEMBL226335,3067820,606761,CHEMBL1065351,B,8,CHEMBL6135,Neuraminidase,SINGLE PROTEIN,Influenza A virus,IC50,=,34400.0,nM,4.46,49257,True
IKGXIBQEEMLURG,378065,CHEMBL226335,3067821,606761,CHEMBL1065351,B,8,CHEMBL6135,Neuraminidase,SINGLE PROTEIN,Influenza A virus,Ki,=,33800.0,nM,4.47,49257,True
IKGXIBQEEMLURG,378065,CHEMBL226335,3067848,606760,CHEMBL1065350,B,9,CHEMBL5189,Sialidase,SINGLE PROTEIN,Clostridium perfringens,IC50,=,30900.0,nM,4.51,49257,True
IKGXIBQEEMLURG,378065,CHEMBL226335,3285824,629558,CHEMBL1120976,B,8,CHEMBL1916,Alpha-2C adrenergic receptor,SINGLE PROTEIN,Homo sapiens,Ki,=,9637.0,nM,5.02,51226,True
IKGXIBQEEMLURG,378065,CHEMBL226335,3285825,629559,CHEMBL1120977,B,8,CHEMBL1867,Alpha-2A adrenergic receptor,SINGLE PROTEIN,Homo sapiens,Ki,=,9340.0,nM,5.03,51226,True
IKGXIBQEEMLURG,378065,CHEMBL226335,3463461,663232,CHEMBL1251339,F,0,CHEMBL2362975,No relevant target,NO TARGET,,IC50,=,2530.0,nM,5.6,52898,False
IKGXIBQEEMLURG,378065,CHEMBL226335,12585987,930042,CHEMBL3073616,F,1,CHEMBL612557,RAW264.7,CELL-LINE,Mus musculus,IC50,=,15070.0,nM,4.82,71643,False
IKGXIBQEEMLURG,378065,CHEMBL226335,12592949,932823,CHEMBL3071788,B,9,CHEMBL220,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens,IC50,=,12.0,nM,7.92,71534,True
IKGXIBQEEMLURG,378065,CHEMBL226335,12598157,931044,CHEMBL3069221,B,5,CHEMBL2095204,Trypsin,PROTEIN FAMILY,Homo sapiens,Ki,=,17500.0,nM,4.76,71552,False
IKGXIBQEEMLURG,378065,CHEMBL226335,12598160,931045,CHEMBL3069621,B,5,CHEMBL2095204,Trypsin,PROTEIN FAMILY,Homo sapiens,IC50,=,16000.0,nM,4.8,71552,False
IKGXIBQEEMLURG,378065,CHEMBL226335,12637004,934194,CHEMBL2319454,B,9,CHEMBL3728,Albumin,SINGLE PROTEIN,Bos taurus,IC50,=,41900.0,nM,4.38,71967,True
IKGXIBQEEMLURG,378065,CHEMBL226335,12701481,948577,CHEMBL2344667,F,3,CHEMBL613712,Radical scavenging activity,UNKNOWN,,IC50,=,38700.0,nM,4.41,72495,False
IKGXIBQEEMLURG,378065,CHEMBL226335,13319256,960867,CHEMBL2388317,F,0,CHEMBL2362975,No relevant target,NO TARGET,,IC50,=,4700.0,nM,5.33,73827,False
IKGXIBQEEMLURG,378065,CHEMBL226335,13319261,960868,CHEMBL2388318,F,1,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,IC50,=,19400.0,nM,4.71,73827,False
IKGXIBQEEMLURG,378065,CHEMBL226335,13319266,960870,CHEMBL2388320,F,3,CHEMBL613712,Radical scavenging activity,UNKNOWN,,IC50,=,4700.0,nM,5.33,73827,False
IKGXIBQEEMLURG,378065,CHEMBL226335,13319276,960871,CHEMBL2388321,F,0,CHEMBL2362975,No relevant target,NO TARGET,,IC50,=,18500.0,nM,4.73,73827,False
IKGXIBQEEMLURG,378065,CHEMBL226335,13874406,1285252,CHEMBL3107286,F,1,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,IC50,=,4700.0,nM,5.33,76568,False
IKGXIBQEEMLURG,378065,CHEMBL226335,13874411,1285253,CHEMBL3107287,F,1,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,IC50,=,19400.0,nM,4.71,76568,False
IKGXIBQEEMLURG,378065,CHEMBL226335,13874416,1285254,CHEMBL3107288,F,3,CHEMBL613712,Radical scavenging activity,UNKNOWN,,IC50,=,4700.0,nM,5.33,76568,False
IKGXIBQEEMLURG,378065,CHEMBL226335,14585517,1339047,CHEMBL3243105,F,1,CHEMBL612557,RAW264.7,CELL-LINE,Mus musculus,IC50,=,27500.0,nM,4.56,82275,False
IKGXIBQEEMLURG,378065,CHEMBL226335,14585540,1339048,CHEMBL3243106,F,1,CHEMBL612557,RAW264.7,CELL-LINE,Mus musculus,IC50,=,44500.0,nM,4.35,82275,False
IKGXIBQEEMLURG,378065,CHEMBL226335,14588353,1339041,CHEMBL3243099,B,9,CHEMBL2409,Bifunctional epoxide hydrolase 2,SINGLE PROTEIN,Homo sapiens,IC50,=,24300.0,nM,4.61,82275,True
IKGXIBQEEMLURG,378065,CHEMBL226335,15038923,1449777,CHEMBL3378764,B,8,CHEMBL3559643,Neuraminidase,SINGLE PROTEIN,Influenza A virus (strain A/USSR/90/1977 H1N1),IC50,=,95900.0,nM,4.02,90682,True
IKGXIBQEEMLURG,378065,CHEMBL226335,15038930,1449776,CHEMBL3378763,B,8,CHEMBL3559643,Neuraminidase,SINGLE PROTEIN,Influenza A virus (strain A/USSR/90/1977 H1N1),IC50,=,96800.0,nM,4.01,90682,True
IKGXIBQEEMLURG,378065,CHEMBL226335,15087081,1442319,CHEMBL3377680,B,9,CHEMBL1075144,Neuromedin-U receptor 2,SINGLE PROTEIN,Homo sapiens,EC50,=,1200.0,nM,5.92,89465,True
IKGXIBQEEMLURG,378065,CHEMBL226335,15139613,1434170,CHEMBL3383978,P,0,CHEMBL2362975,No relevant target,NO TARGET,,IC50,=,41900.0,nM,4.38,89580,False
IKGXIBQEEMLURG,378065,CHEMBL226335,15139706,1434209,CHEMBL3384587,F,1,CHEMBL613757,Dengue virus,ORGANISM,Dengue virus,IC50,=,1700.0,nM,5.77,89582,False
IKGXIBQEEMLURG,378065,CHEMBL226335,15764479,1526914,CHEMBL3637131,B,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,10200.0,nM,4.99,93987,False
IKGXIBQEEMLURG,378065,CHEMBL226335,15764487,1526915,CHEMBL3637132,B,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,17300.0,nM,4.76,93987,False
IKGXIBQEEMLURG,378065,CHEMBL226335,15767792,1525605,CHEMBL3637358,B,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,42000.0,nM,4.38,93953,False
IKGXIBQEEMLURG,378065,CHEMBL226335,18065997,1664637,CHEMBL4014433,F,1,CHEMBL614781,BV-2,CELL-LINE,Mus musculus,IC50,=,24290.0,nM,4.62,104531,False
IKGXIBQEEMLURG,378065,CHEMBL226335,18334608,1721836,CHEMBL4136836,B,9,CHEMBL3318,Tyrosinase,SINGLE PROTEIN,Agaricus bisporus,IC50,=,70000.0,nM,4.16,106715,True
IKGXIBQEEMLURG,378065,CHEMBL226335,18334633,1721835,CHEMBL4136835,F,0,CHEMBL2362975,No relevant target,NO TARGET,,IC50,=,2300.0,nM,5.64,106715,False
IKGXIBQEEMLURG,378065,CHEMBL226335,18517270,1758256,CHEMBL4193264,F,0,CHEMBL2362975,No relevant target,NO TARGET,,IC50,=,38600.0,nM,4.41,108207,False
IKGXIBQEEMLURG,378065,CHEMBL226335,18749374,1791627,CHEMBL4263546,F,1,CHEMBL367,Leishmania donovani,ORGANISM,Leishmania donovani,IC50,=,49140.0,nM,4.31,109667,False
IKGXIBQEEMLURG,378065,CHEMBL226335,18749375,1791629,CHEMBL4263548,F,1,CHEMBL368,Trypanosoma cruzi,ORGANISM,Trypanosoma cruzi,IC50,=,49140.0,nM,4.31,109667,False
IKGXIBQEEMLURG,378065,CHEMBL226335,18749376,1791635,CHEMBL4263554,F,1,CHEMBL612348,Trypanosoma brucei rhodesiense,ORGANISM,Trypanosoma brucei rhodesiense,IC50,=,6900.0,nM,5.16,109667,False
IKGXIBQEEMLURG,378065,CHEMBL226335,18749377,1791637,CHEMBL4263556,F,1,CHEMBL612877,Leishmania amazonensis,ORGANISM,Leishmania amazonensis,IC50,=,4400.0,nM,5.36,109667,False
IKGXIBQEEMLURG,378065,CHEMBL226335,18791725,1800744,CHEMBL4273036,F,0,CHEMBL2362975,No relevant target,NO TARGET,,IC50,=,27500.0,nM,4.56,110021,False
IKGXIBQEEMLURG,378065,CHEMBL226335,18878402,1812091,CHEMBL4311551,B,9,CHEMBL6136,Lysine-specific histone demethylase 1A,SINGLE PROTEIN,Homo sapiens,IC50,=,2160.0,nM,5.67,110527,True
IKGXIBQEEMLURG,378065,CHEMBL226335,23199913,2111684,CHEMBL4820534,B,9,CHEMBL4051,Cystic fibrosis transmembrane conductance regulator,SINGLE PROTEIN,Homo sapiens,Kd,=,65800.0,nM,4.18,120462,True
IKGXIBQEEMLURG,378065,CHEMBL226335,25030897,2281431,CHEMBL5241710,B,9,CHEMBL4822,Beta-secretase 1,SINGLE PROTEIN,Homo sapiens,IC50,=,3.8,nM,8.42,125521,True
IKGXIBQEEMLURG,378065,CHEMBL226335,25040059,2284165,CHEMBL5244526,B,9,CHEMBL1951,Amine oxidase [flavin-containing] A,SINGLE PROTEIN,Homo sapiens,IC50,=,3890.0,nM,5.41,125594,True
IKGXIBQEEMLURG,378065,CHEMBL226335,25651018,2359520,CHEMBL5370973,B,9,CHEMBL4295629,Nonstructural protein 5,SINGLE PROTEIN,Dengue virus,IC50,=,2100.0,nM,5.68,127871,True
IKGXIBQEEMLURG,378065,CHEMBL226335,29087337,2606100,CHEMBL6081502,B,9,CHEMBL2311236,High mobility group protein B1,SINGLE PROTEIN,Homo sapiens,Kd,=,260.0,nM,6.58,136285,True
GQGAUUMVOCWEFW,420420,CHEMBL250269,13360826,967072,CHEMBL2399681,F,1,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,IC50,=,45500.0,nM,4.34,74119,False
UEQUQVLFIPOEMF,421101,CHEMBL252719,3066013,603448,CHEMBL1043356,F,8,CHEMBL224,5-hydroxytryptamine receptor 2A,SINGLE PROTEIN,Homo sapiens,Ki,=,3.0,nM,8.52,49345,True
ODSSDTBFHAYYMD,444243,CHEMBL453802,2532641,482301,CHEMBL961866,F,1,CHEMBL381,B16,CELL-LINE,Mus musculus,IC50,=,22700.0,nM,4.64,40801,False
ODSSDTBFHAYYMD,444243,CHEMBL453802,15044857,1457205,CHEMBL3370016,F,1,CHEMBL612557,RAW264.7,CELL-LINE,Mus musculus,IC50,=,36700.0,nM,4.43,90235,False
ODSSDTBFHAYYMD,444243,CHEMBL453802,15044877,1457206,CHEMBL3370017,F,1,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,IC50,=,33200.0,nM,4.48,90235,False
ODSSDTBFHAYYMD,444243,CHEMBL453802,16817772,1629379,CHEMBL3872005,F,1,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,IC50,=,18692.0,nM,4.73,101901,False
ODSSDTBFHAYYMD,444243,CHEMBL453802,16817788,1629380,CHEMBL3872006,F,1,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,IC50,=,29826.0,nM,4.53,101901,False
BGGIZHKHJBQRTI,461561,CHEMBL449686,18150306,1683332,CHEMBL4033811,F,1,CHEMBL614213,OVCAR-3,CELL-LINE,Homo sapiens,IC50,=,44.0,nM,7.36,105147,False
BGGIZHKHJBQRTI,461561,CHEMBL449686,18150308,1683331,CHEMBL4033810,F,1,CHEMBL614697,MDA-MB-435,CELL-LINE,Homo sapiens,IC50,=,90.0,nM,7.05,105147,False
BGGIZHKHJBQRTI,461561,CHEMBL449686,18150310,1683330,CHEMBL4033809,F,1,CHEMBL400,MDA-MB-231,CELL-LINE,Homo sapiens,IC50,=,134.0,nM,6.87,105147,False
BGGIZHKHJBQRTI,461561,CHEMBL449686,18150312,1683329,CHEMBL4033808,A,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,10000.0,nM,5.0,105147,False
BGGIZHKHJBQRTI,461561,CHEMBL449686,18150319,1683326,CHEMBL4033805,F,1,CHEMBL612255,NCI-H1299,CELL-LINE,Homo sapiens,IC50,=,110.0,nM,6.96,105147,False
BGGIZHKHJBQRTI,461561,CHEMBL449686,18150326,1683325,CHEMBL4033804,F,1,CHEMBL613988,Kasumi 1,CELL-LINE,Homo sapiens,IC50,=,86.0,nM,7.07,105147,False
BGGIZHKHJBQRTI,461561,CHEMBL449686,18150347,1683323,CHEMBL4033802,F,1,CHEMBL384,HT-29,CELL-LINE,Homo sapiens,IC50,=,170.0,nM,6.77,105147,False
