scientific_name,synonym,family,source_page_url,scrape_timestamp
Solanum TORVUM Swartz.,Solanum filicifolium sensu Abeywick Solanum ficifolium Ortega Solanum mayanum Lundell,Solanceae,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
Solanum SISYMBRIFOLIUM Lamk.,Solanum sisymbriifolium f. lilacinum Kuntze,Solanceae,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
Solanum americanum Mill.,Solanum nigrum L. Solanum adventitium Polgar Solanum caribaeum Dunal Solanum parviflorum Badarò Solanum purpuratum Bitter,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
Solanum MELONGENA L.,Solanum esculentum Dunal Solanum insanum L.,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
Solanum ERIANTHUM D. Don.,Solanum verbascifolium L. Solanum adulterinum Buch.-Ham. ex Wall.,Solanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
Smilax ZEYLANICA L.,S. macrophylla Roxb.,Smilacaceae,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
Smilax PERFOLIATA Lour.,S. prolifera Wall. ex Roxb.,Smilacaceae,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
Smilax GLABRA Roxb.,-,Smilacaceae,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
Sida ORIENTALIS Cav.,S. rhombifolia L.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
Sida CORDIFOLIA L.,-,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=24,2026-09-22T16:26:49.955695+00:00
Sida CORDATA (Burm. f. ) Borssum.,S. veronicaefolia Lamk.,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
Sida ACUTA Burm. f.,-,Malvaceae,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
Shorea ROBUSTA Gaertn.,-,Dipterocarpaceae,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
Setaria ITALICA (L.) Beauv.,-,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
Seseli DIFFUSUM (Roxb.ex Sm.)Sant. & Wagh.,S. indicum W & A.,Apiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
Sesbania SESBAN (L.) Merr.,S. aegyptiaca Pers.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
Sesbania GRANDIFLORA Pers.,-,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
Sesbania ACULEATA Pers.,-,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
Sesamum INDICUM L.,S. orientale L.,Pedaliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
Semecarpus ANACARDIUM L.f.,-,Anacardiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=25,2026-09-22T16:26:51.482019+00:00
Scoparia DULCIS L.,-,Scrophulariaceae,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
Scindapsus OFFICINALIS (Roxb.) Schott.,Pothos officinalis Roxb.,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
Schoenoplectus ARTICULATUS (L.) Palla,Scirpus articulatus L.,Cyperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
Schoenoplectus GROSSUS (L.f.) Palla.,Scirpus grossus L.f. S. kysoor Roxb.,Cyperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
Schleichera OLEOSA (Lour.) Oken,-,Sapindaceae,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
Scaphium WALLICHII Schott. & Endl.,Sterculia scaphigera Wall.,Sterculiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
Saussurea AFFINIS Spreng.,-,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
Sarcochlamys PULCHERRIMA Gaud.,-,Articaceae,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
Saraca ASOCA (Roxb.) De Wilde.,Saraca indica non L. sensu Baker,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
Sapindus MUKOROSSI Gaertn.,-,Sapindaceae,https://mpbd.cu.ac.bd/plants.php?pageno=26,2026-09-22T16:26:53.011380+00:00
Sansevieria ROXBURGHIANA Schult.,-,Amaryllidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
Sambucas JAVANICA Reinw. ex Blume.,S. hookeri Rehder.,Caprifoliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
Salvia PLEBEIA R. Br.,-,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
Salix TETRASPERMA Roxb.,-,Salicaceae,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
Sagittaria SAGITTIFOLIA L.,-,Alismataceae,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
Saccharum SPONTANEUM L.,-,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
Saccharum OFFICINARUM L.,-,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
Saccharum ARUNDINACEUM Rets.,S. procerum Roxb.,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
Rungia PECTINATA (L.) Nees.,Dianthera parviflora Roxb. ex Nees Dicliptera pectinata (L.) Juss. Justicia pectinata L. Rungia parviflora Nees,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
Rumex VESICARIUS L.,Acetosa vesicaria (L.) Á.Löve,Polygonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=27,2026-09-22T16:26:54.538262+00:00
rumex MARITIMUS L,Lapathum minus Lam. Rumex aureus Mill. Rumex fueginus Phil. Rumex longisetus A.I. Baranov & Skvortsov,Polygonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=28,2026-09-22T16:26:56.067829+00:00
Ruellia SUFFRUTICOSA Roxb.,Dipteracanthus sibua Nees Dipteracanthus suffruticosus Voigt,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=28,2026-09-22T16:26:56.067829+00:00
Rourea COMMUTATA Planch.,-,Connaraceae,https://mpbd.cu.ac.bd/plants.php?pageno=28,2026-09-22T16:26:56.067829+00:00
Ricinus COMMUNIS L.,Croton spinosus L. Ricinus angulatus Thunb. Ricinus badius Rchb. Ricinus cambodgensis Benary,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=28,2026-09-22T16:26:56.067829+00:00
RHYNCHOTECHUM ELLIPTICUM (Wall. ex D. Dietr.) A. DC.,Corysanthera elliptica Wall. ex D. Dietr. Rhynchotechum latifolium Hook. f. & Thomson ex C.B. Clarke Rhynchotechum obovatum (Griff.) B.L. Burtt (Gesneriaceae),-,https://mpbd.cu.ac.bd/plants.php?pageno=28,2026-09-22T16:26:56.067829+00:00
rhizophora MUCRONATA Lam.,Mangium candelarium Rumphius Rhizophora candelaria Wight & Arn. Rhizophora longissima Blanco Rhizophora macrorrhiza Griff. Rhizophora mucronata Poir.,Rhizophoraceae,https://mpbd.cu.ac.bd/plants.php?pageno=28,2026-09-22T16:26:56.067829+00:00
Rhinacanthus NASUTA (L.) Kurz.,Dianthera paniculata Lour. Ecbolium dichotomum (Blume) Kuntze Justicia nasuta L. Rhinacanthus comimunis Nees (Acanthaceae),Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=28,2026-09-22T16:26:56.067829+00:00
Reinwardtia indica Dumort.,Kittelocharis trigyna (Rchb.) Alef. Linum repens Buch.-Ham. ex D. Don Macrolinum trigynum Rchb. Reinwardtia trigyna Planch. Reinwardtia indica Dum.,Linaceae,https://mpbd.cu.ac.bd/plants.php?pageno=28,2026-09-22T16:26:56.067829+00:00
Rauvolfia TETRAPHYLLA L.,Rauvolfia canescens L. Rauvolfia hirsuta Jacq. Rauvolfia subpubescens L. Rauvolfia tomentosa Jacq.,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=28,2026-09-22T16:26:56.067829+00:00
Rauvolfia SERPENTINA (L.) Benth. ex Kurz.,Ophioxylon serpentinum L. Ophioxylon trifoliatum Gaertn. Rauvolfia obversa (Miq.) Baill. Rauvolfia trifoliata (Gaertn.) Baill.,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=28,2026-09-22T16:26:56.067829+00:00
Ranunculus SCELERATUS L.,Adonis palustris Raeusch. Batrachium sceleratum (L.) Th.Fr. ex A.Pihl Hecatonia scelerata Fourr. Ranunculus indicus Roxb.,Ranunculaceae,https://mpbd.cu.ac.bd/plants.php?pageno=29,2026-09-22T16:26:57.591786+00:00
Oxyceros longiflorus (Lam.) T.Yamaz.,Randia longiflora Lam Cupia scandens (Roxb.) DC. Griffithia palembanica Miq. Pseudixora javanica Miq. Webera scandens Roxb.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=29,2026-09-22T16:26:57.591786+00:00
aidia DENSIFLORA (Wall.) Masam.,Randia densiflora (Wall.) Benth. Cupia oppositifolia (Roxb.) DC. Gynopachis oblongata Miq. Stylocoryna oppositifolia (Roxb.) Steud.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=29,2026-09-22T16:26:57.591786+00:00
Combretum indicum (L.) De Filipps.,Quisqualis indica L. Kleinia quadricolor Crantz Mekistus sinensis Lour. ex Gomes Mach. Quisqualis spinosa Blanco,Combretaceae,https://mpbd.cu.ac.bd/plants.php?pageno=29,2026-09-22T16:26:57.591786+00:00
Punica GRANATUM L.,Punica nana L.,Punicaeae,https://mpbd.cu.ac.bd/plants.php?pageno=29,2026-09-22T16:26:57.591786+00:00
Pueraria TUBEROSA (Willd.) DC.,Hedysarum tuberosum Willd.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=29,2026-09-22T16:26:57.591786+00:00
Pterygota ALATA (Roxb.) R. Br.,Sterculia alata Roxb. Clompanus alata (Roxb.) Kuntze.,Sterculiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=29,2026-09-22T16:26:57.591786+00:00
Pterospermum ACERIFOLIUM (L.) Willd.,Cavanilla acerifolia (L.) J.F.Gmel. Dombeya acerifolia (L.) Gaertn. Pentapetes acerifolia L. Pterospermadendron acerifolium (L.) Kuntze,Sterculiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=29,2026-09-22T16:26:57.591786+00:00
Psidium GUAJAVA L.,Guajava pumila (Vahl) Kuntze Myrtus guajava (L.) Kuntze Psidium angustifolium Lam. Syzygium ellipticum K.Schum. & Lauterb.,Myrtaceae,https://mpbd.cu.ac.bd/plants.php?pageno=29,2026-09-22T16:26:57.591786+00:00
Premna CORYMBOSA Rottler & Willd.,Gumira corymbosa (Rottler & Willd.) Kuntze Premna scandens Bojer,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=29,2026-09-22T16:26:57.591786+00:00
Premna ESCULENTA Roxb.,Gumira esculenta (Roxb.) Kuntze,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=30,2026-09-22T16:26:59.118153+00:00
Pouzolzia ZEYLANICA (L.) Benn.,Boehmeria alienata Willd. Parietaria indica L. Parietaria zeylanica L. Urtica glomerata Klein ex Willd.,Urticaeae,https://mpbd.cu.ac.bd/plants.php?pageno=30,2026-09-22T16:26:59.118153+00:00
Pothos SCANDENS L.,Batis hermaphrodita Blanco Podospadix angustifolia Raf. Pothos decipiens Schott Tapanava indica Raf.,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=30,2026-09-22T16:26:59.118153+00:00
Portulaca OLERACEA L.,Portulaca consanguinea Schltdl. Portulaca latifolia Hornem. Portulaca officinarum Crantz Portulaca parvifolia Haw.,Portulacaceae,https://mpbd.cu.ac.bd/plants.php?pageno=30,2026-09-22T16:26:59.118153+00:00
polygonum PLEBEIUM R. Br.,Avicularia indica Didr. Polygonum dryandri Spreng. Polygonum herniarioides Spreng. Polygonum roxburghii Meisn.,Polygonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=30,2026-09-22T16:26:59.118153+00:00
Polygala ARVENSIS Willd,Polygala chinesis L. Polygala telephioides Willd. Polygala brachystachya DC.,Polygalaceae,https://mpbd.cu.ac.bd/plants.php?pageno=30,2026-09-22T16:26:59.118153+00:00
Polyalthia LONGIFOLIA (Sonn.) Thw.,Unona longifolia (Sonn.) Dunal Uvaria longifolia Sonn. Guatteria longifolia (Sonn.) Wall.,Annonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=30,2026-09-22T16:26:59.118153+00:00
Polianthes TUBEROSA L.,Agave polianthes Thiede & Eggli Crinum angustifolium Houtt. Polianthes gracilis Link Tuberosa amica Medik.,Amaryllidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=30,2026-09-22T16:26:59.118153+00:00
Pogostemon PUBESCENCE Benth.,Pogostemon parviflorus Benth.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=30,2026-09-22T16:26:59.118153+00:00
Pogostemon BENGHALENSE (Burm.f.) Kuntze.,Mentha integra Buch.-Ham. ex Benth. Origanum benghalense Burm.f. Pogostemon indicus (Roth) Kuntze Pogostemon purpuricaulis Dalzell,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=30,2026-09-22T16:26:59.118153+00:00
Plumeria RUBRA L.,Plumeria acuminata W.T.Aiton Plumeria angustifolia A.DC. Plumeria incarnata Mill. Plumeria jamesonii Hook.,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=31,2026-09-22T16:27:00.644043+00:00
Plumbago ZEYLANICA L.,Findlaya alba Bowdich Molubda scandens (L.) Raf. Plumbago viscosa Blanco Thela alba Lour.,Plumbaginaceae,https://mpbd.cu.ac.bd/plants.php?pageno=31,2026-09-22T16:27:00.644043+00:00
Plumbago INDICA L.,Plumbago rosea L. Thela coccinea Lour.,Plumbaginaceae,https://mpbd.cu.ac.bd/plants.php?pageno=31,2026-09-22T16:27:00.644043+00:00
Pithecellobium DULCE (Roxb.) Benth.,Inga dulcis (Roxb.) Willd. Albizia dulcis (Roxb.) F.Muell. Inga javanica DC. Mimosa pungens (Willd.) Poir. Pithecellobium littorale Record,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=31,2026-09-22T16:27:00.644043+00:00
Archidendron clypearia (Jack) I.C.Nielsen.,Pithecellobium angulatum Benth. Abarema angulata (Benth.) Kosterm. Feuilleea subacuta (Benth.) Kuntze Inga falcifolia Hassk.,Mimosaceae,https://mpbd.cu.ac.bd/plants.php?pageno=31,2026-09-22T16:27:00.644043+00:00
Pisum SATIVUM L.,Lathyrus oleraceus Lam. Pisum vulgare Jundz. Pisum arvense L.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=31,2026-09-22T16:27:00.644043+00:00
Pistia STRATIOTES L.,Apiospermum obcordatum (Schleid.) Klotzsch Limnonesis commutata (Schleid.) Klotzsch Pistia aegyptiaca Schleid. Zala asiatica Lour.,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=31,2026-09-22T16:27:00.644043+00:00
Piper RETROFRACTUM Vahl.,Piper chaba Hunter Piper officinarum (Miq.) C. DC.,Piperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=31,2026-09-22T16:27:00.644043+00:00
Piper NIGRUM L.,Muldera multinervis Miq.,Piperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=31,2026-09-22T16:27:00.644043+00:00
Piper LONGUM L.,Chavica longa H.Karst. Chavica roxburghii Miq. Chavica sarmentosa Miq.,Piperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=31,2026-09-22T16:27:00.644043+00:00
Piper BETEL L.,Piper betel Blanco,Piperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=32,2026-09-22T16:27:02.172044+00:00
Picrasma JAVANICA Bl.,Picrasma nepalensis Benth.,Simarubaceae,https://mpbd.cu.ac.bd/plants.php?pageno=32,2026-09-22T16:27:02.172044+00:00
Physalis minima L.,Physalis micrantha Link. Physalis angulata var. villosa Bonati Physalis parviflora R. Br.,Solanacee,https://mpbd.cu.ac.bd/plants.php?pageno=32,2026-09-22T16:27:02.172044+00:00
Phyllanthus virgatus G.Forst.,Diasperus minutiflorus (F.Muell. ex Müll.Arg.) Kuntze Macraea oblongifolia Wight Phyllanthus filicaulis Benth. Phyllanthus weinlandii K.Schum.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=32,2026-09-22T16:27:02.172044+00:00
Phyllanthus URINARIA L.,Diasperus urinaria (L.) Kuntze Phyllanthus alatus Blume Phyllanthus cantoniensis Hornem. Phyllanthus leprocarpus Wight,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=32,2026-09-22T16:27:02.172044+00:00
Phyllanthus RETICULATUS Poir.,Anisonema reticulatum (Poir.) A.Juss. Cicca decandra Blanco Kirganelia multiflora Baill. Melanthesa oblongifolia Oken,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=32,2026-09-22T16:27:02.172044+00:00
Phyllanthus MADERASPATENSIS L.,Diasperus maderaspatensis (L.) Kuntze Phyllanthus arabicus Hochst. ex Steud. Phyllanthus thonningii Schumach. & Thonn. Phyllanthus obcordatus Willd.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=32,2026-09-22T16:27:02.172044+00:00
. PHYLLANTHUS EMBLICA L. (Euphorbiaceae),Cicca emblica (L.) Kurz Dichelactina nodicaulis Hance Emblica officinalis Gaertn. Phyllanthus mimosifolius Salisb.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=32,2026-09-22T16:27:02.172044+00:00
Phyllanthus amarus Schumach. & Thonn.,Diasperus nanus (Hook.f.) Kuntze Phyllanthus nanus Hook.f. Phyllanthus scabrellus Webb Phyllanthus swartzii Kostel.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=32,2026-09-22T16:27:02.172044+00:00
Phyllanthus acidus (L.) Skeels.,Averrhoa acida L. Cicca racemosa Lour. Phyllanthus longifolius Jacq. Tricarium cochinchinense Lour. Cicca disticha L. Phyllanthus distichus Muell-Arg.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=32,2026-09-22T16:27:02.172044+00:00
Phyla NODIFLORA (L.) Greene.,Blairia nodiflora (L.) Gaertn. Lippia nodiflora (L.) Michx. Phyla chinensis Lour. Verbena fruticosa Mill.,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=33,2026-09-22T16:27:03.702638+00:00
Phragmites karka (Retz.) Trin. ex Steud.,Arundo karka Retz. Calamagrostis karka (Retz.) J.F.Gmel. Oxyanthe japonica (Steud.) Steud. Trichoon roxburghii (Kunth) W.Wight,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=33,2026-09-22T16:27:03.702638+00:00
Phoenix sylvestris (L.) Roxb.,Elate sylvestris L. Elate versicolor Salisb.,Arecaceae,https://mpbd.cu.ac.bd/plants.php?pageno=33,2026-09-22T16:27:03.702638+00:00
Phlogacanthus THYRSIFLORUS Nees.,Justicia thyrsoides Roxb. ex Nees,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=33,2026-09-22T16:27:03.702638+00:00
Persicaria ORIENTALIS (L.) Spach.,Amblygonum orientale (L.) Nakai Heptarina orientalis (L.) Raf. Lagunea cochinchinensis Lour. Polygonum orientale L.,Polygonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=33,2026-09-22T16:27:03.702638+00:00
Persicaria hydropiper (L.) Delarbre .,Polygonum hydropiper L. Polygonum schinzii J. Schust.,Polygonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=33,2026-09-22T16:27:03.702638+00:00
Persicaria GLABRA (Willd.) Gomez de la Maza,Persicaria densiflora Moldenke Persicaria portoricensis (Bertero ex Endl.) Small Polygonum glabrum Willd. Polygonum portoricense Bertero ex Endl.,Polygonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=33,2026-09-22T16:27:03.702638+00:00
Persicaria BARBATA (L.) Hara,Polygonum barbatum L. Polygonum stagninum Buch.- Ham. Persicaria omerostroma (Ohki) Sasaki Pogalis barbata (L.) Raf. Polygonum barbatum L.,Polygonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=33,2026-09-22T16:27:03.702638+00:00
Pericamphylus GLAUCUS (Lamk.) Merr.,Menispermum glaucum Lam. Pericampylus formosanus Diels Pericampylus omeiensis W.Y. Lien Pericampylus trinervatus Yamam.,Menispermaceae,https://mpbd.cu.ac.bd/plants.php?pageno=33,2026-09-22T16:27:03.702638+00:00
Pergularia DAEMIA (Forssk.) Chiov.,Asclepias daemia Forssk. Asclepias convolvulacea Willd. Daemia angolensis Decne. Pergularia extensa (Jacq.) N.E. Br. Daemia extensa (Jacq.) R. Br.,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=33,2026-09-22T16:27:03.702638+00:00
Peperomia pellucida (L.) Kunth.,Micropiper pellucidum (L.) Miq. Peperomia concinna (Haw.) A. Dietr. Piper pellucidum L. Verhuellia knoblocheriana (Schott) C.DC.,Piperaceae,https://mpbd.cu.ac.bd/plants.php?pageno=34,2026-09-22T16:27:05.231235+00:00
Euphorbia tithymaloides L.,Pedilanthus tithymaloides (L.) Poit Crepidaria myrtifolia (L.) Haw. Euphorbia myrtifolia (L.) Lam. Tithymalus tithymaloides (L.) Croizat,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=34,2026-09-22T16:27:05.231235+00:00
Pavetta INDICA L.,Ixora indica (L.) Baill. Ixora roxburghii Kuntze Pavetta obtusa Pers. Pavetta thomsonii Bremek.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=34,2026-09-22T16:27:05.231235+00:00
Passiflora FOETIDA L.,Decaloba obscura (Lindl.) M.Roem. Dysosmia gossypiifolia M.Roem. Granadilla foetida (L.) Gaertn. Passiflora nigelliflora Hook. Tripsilina foetida (L.) Raf.,Passifloraceae,https://mpbd.cu.ac.bd/plants.php?pageno=34,2026-09-22T16:27:05.231235+00:00
Parsonia SPIRALIS Wall.,Heligne rheedei Wight.,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=34,2026-09-22T16:27:05.231235+00:00
Pandanus odorifer (Forssk.) Kuntze.,Pandanus odoratissimus L. f. Athrodactylis spinosa J.R.Forst. & G.Forst. Bromelia sylvestris Burm.f. Keura odorifera Forssk. Pandanus odoratus Salisb.,Pandanaceae,https://mpbd.cu.ac.bd/plants.php?pageno=34,2026-09-22T16:27:05.231235+00:00
Paederia LANUGINOSA Wall.,Hondbesseion lanuginosum (Wall.) Kuntze Paederia macrocarpa Wall. ex G.Don.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=34,2026-09-22T16:27:05.231235+00:00
Paederia FOETIDA L.,Apocynum foetidum Burm.f. Crawfurdia paniculata Griseb. Paederia chinensis Hance Psychotria volubilis Roxb. ex Wight & Arn. Reussia sarmentosa Dennst.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=34,2026-09-22T16:27:05.231235+00:00
Oxystelma SECAMONE (L.) Karst.,Oxystelma esculentum R. Br. Periploca secamone L.,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=34,2026-09-22T16:27:05.231235+00:00
Oxalis CORNICULATA L.,Acetosella corniculata (L.) Kuntze Oxalis minima Steud. Xanthoxalis albicans (Kunth) Small,Oxalidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=34,2026-09-22T16:27:05.231235+00:00
Oryza SATIVA L. .,Oryza aristata Blanco Oryza glutinosa Lour. Oryza formosana Masam.& Suzuki,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=35,2026-09-22T16:27:06.757528+00:00
Orthosiphon aristatus (Blume) Miq.,Orthosiphon grandiflorus Bold. Clerodendranthus spicatus (Thunb.) C.Y.Wu Orthosiphon spiralis (Lour.) Merr. Trichostema spirale Lour.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=35,2026-09-22T16:27:06.757528+00:00
Oroxylum INDICUM (L.) Kurz.,Arthrophyllum ceylanicum Miq. Bignonia indica L. Calosanthes indica (L.) Blume Hippoxylon indica (L.) Raf. Oroxylum flavum Rehder,Bignoniaceae,https://mpbd.cu.ac.bd/plants.php?pageno=35,2026-09-22T16:27:06.757528+00:00
Orobanche AEGYPTIACA Pers.,Kopsia aegyptiaca (Pers.) Caruel Phelipanche aegyptiaca (Pers.) Pomel Phelypaea pedunculata Walp.,Orobanchaceae,https://mpbd.cu.ac.bd/plants.php?pageno=35,2026-09-22T16:27:06.757528+00:00
Opuntia ELATIOR Mill.,Opuntia dillenii (Ker.- Gawl.) Haw. Cactus elatior (Mill.) Willd. Opuntia bergeriana F.A.C.Weber ex A.Berger Opuntia megalantha Griffiths Opuntia nigricans (Haw.) Haw.,Cactaceae,https://mpbd.cu.ac.bd/plants.php?pageno=35,2026-09-22T16:27:06.757528+00:00
Ophiorrhiza rugosa VAR. PROSTRATA (D.Don) Deb & Mondal.,Ophiorrhiza harrisiana B.Heyne ex Hook.f. Ophiorrhiza harrisonii G.Don Ophiorrhiza prostrata D.Don Virecta prostrata Buch.-Ham. ex D.Don,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=35,2026-09-22T16:27:06.757528+00:00
Operculina TURPETHUM (L.) Silva.- Manso.,Argyreia alulata Miq. Convolvulus turpethum L. Ipomoea turpethum (L.) R. Br. Merremia turpethum (L.) Rendle Spiranthera turpethum (L.) Bojer,Convolvulaceae,https://mpbd.cu.ac.bd/plants.php?pageno=35,2026-09-22T16:27:06.757528+00:00
Ocimum tenuiflorum L.,Ocimum sanctum L Geniosporum tenuiflorum (L.) Merr. Ocimum hirsutum Benth. Plectranthus monachorum (L.) Spreng.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=35,2026-09-22T16:27:06.757528+00:00
Ocium GRATISSIMUM L.,Geniosporum discolor Baker Ocimum arborescens Bojer ex Benth. Ocimum sericeum Medik. Ocimum trichodon Baker ex Gürke,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=35,2026-09-22T16:27:06.757528+00:00
Ocimum BASILICUM L.,Ocimum basilicum L. var. Purpuresence Benth,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=35,2026-09-22T16:27:06.757528+00:00
Ocimum AMERICANUM L.,Ocimum album Roxb. Ocimum brachiatum Blume Ocimum fruticulosum Burch. Ocimum hispidulum Schumach. & Thonn.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=36,2026-09-22T16:27:08.303887+00:00
