scientific_name,synonym,family,source_page_url,scrape_timestamp
Cissus REPENDA(Wight & Arn.) Vahl.,Vitis rependa (Vahl.) Weight & Arn. Vitis rosea Royal. Cissus indica Rottler Cissus rosea (Royle) Walp. Rinxostylis repanda (Vahl) Raf. Vitis gigantea Bedd.,Vitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=70,2026-09-22T16:28:00.356041+00:00
Cissus QUADRANGULARIS L.,Vitis quadrangularis Wall. ex Weight & Arn. Cissus edulis Dalzell Cissus quadrangula L. Cissus tetraptera Hook.f. Vitis succulenta Galpin,Vitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=70,2026-09-22T16:28:00.356041+00:00
Cissus ELONGATA Roxb.,Cayratia elongata (Roxb.) Suess. Vitis elongata (Roxb.) Wall. ex M.A. Lawson,Vitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=70,2026-09-22T16:28:00.356041+00:00
Cissus ASSAMICA (Lawson) Craib.,Vitis assamica Lawson,Vitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=70,2026-09-22T16:28:00.356041+00:00
Allium TUBEROSUM Roxb.,-,Liliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=70,2026-09-22T16:28:00.356041+00:00
Allophylus DIMORPHUS Radlk. .,Allophylus cobbe Bl. A. serratus Radlk,Sapindaceae,https://mpbd.cu.ac.bd/plants.php?pageno=70,2026-09-22T16:28:00.356041+00:00
Alocasia INDICA (Roxb.) Schott.,-,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=71,2026-09-22T16:28:01.889327+00:00
Aloe BARBADENSIS Mill,A. vera Tourn. ex L,Liliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=71,2026-09-22T16:28:01.889327+00:00
Alpinia CALCARATA Rosc.,-,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=71,2026-09-22T16:28:01.889327+00:00
Alpinia CONCHIGERA Griff.,-,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=71,2026-09-22T16:28:01.889327+00:00
Alpinia MALACCENSIS Rosc.,-,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=71,2026-09-22T16:28:01.889327+00:00
Alpinia NIGRA (Gaertn.) Burtt.,A. allughas (Retz.) Rosc.,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=71,2026-09-22T16:28:01.889327+00:00
Alstonia SCHOLARIS (L.) R. Br.,-,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=71,2026-09-22T16:28:01.889327+00:00
Alternanthera SESSILIS (L.) R. Br.,-,Amaranthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=71,2026-09-22T16:28:01.889327+00:00
Amaranthus SPINOSUS L.,-,Amaranthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=71,2026-09-22T16:28:01.889327+00:00
Amaranthus VIRIDIS L.,-,Amaranthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=71,2026-09-22T16:28:01.889327+00:00
Amischophacelus AXILLARIS (L.) R. R. & K.,Cyanotis axillaris R. & S. f Commelina axillaris L.,Commelinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=72,2026-09-22T16:28:03.429640+00:00
Ammannia BACCIFERA L,-,Lythraceae,https://mpbd.cu.ac.bd/plants.php?pageno=72,2026-09-22T16:28:03.429640+00:00
Amomum AROMATICUM Roxb,-,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=72,2026-09-22T16:28:03.429640+00:00
Amomum COSTATUM Benth.,-,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=72,2026-09-22T16:28:03.429640+00:00
Amoora CUCULATA Roxb.,-,Meliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=72,2026-09-22T16:28:03.429640+00:00
Amorphophallus CAMPANULATUS (Roxb.) Bl. ex. Decne.,-,Araceae,https://mpbd.cu.ac.bd/plants.php?pageno=72,2026-09-22T16:28:03.429640+00:00
Ampelocissus BARBATA (Wall.) Planch.,Vitis barbata Wall.,Vitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=72,2026-09-22T16:28:03.429640+00:00
Ampelocissus LATIFOLIA (Roxb.) Planch.,Vitis latifolia Roxb.,Vitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=72,2026-09-22T16:28:03.429640+00:00
Anacardium OCCIDENTALE L.,-,Anacardiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=72,2026-09-22T16:28:03.429640+00:00
Anagallis ARVENSIS L.,-,Primulaceae,https://mpbd.cu.ac.bd/plants.php?pageno=72,2026-09-22T16:28:03.429640+00:00
Anamirta COCCULUS (L.) W. & A.,A. paniculata Cole.,Menispermaceae,https://mpbd.cu.ac.bd/plants.php?pageno=73,2026-09-22T16:28:04.955580+00:00
Ananas SATIVUS Schult. f.,A. comosus Merr.,Bromeliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=73,2026-09-22T16:28:04.955580+00:00
Andrographis PANICULATA (Burm. f.) Wall. ex Ness.,Justicia paniculata Burm.f.,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=73,2026-09-22T16:28:04.955580+00:00
Anisomeles INDICA (L.) Kuntze.,A. ovata R. Br.,Lamiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=73,2026-09-22T16:28:04.955580+00:00
Annona RETICULATA L.,-,Annonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=73,2026-09-22T16:28:04.955580+00:00
Annona SQUAMOSA L.,-,Annonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=73,2026-09-22T16:28:04.955580+00:00
Anodendron MANUBRIATUM (Wall.) Merr.,A. paniculatum (Roxb.) DC.,Apocynaceae,https://mpbd.cu.ac.bd/plants.php?pageno=73,2026-09-22T16:28:04.955580+00:00
Anthocephalus CHINENSIS (Lamk.) Rich. ex Walp.,A . cadamba Miq A. indicus A. Rich.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=73,2026-09-22T16:28:04.955580+00:00
Antidesma ROXBURGHII Wall.,-,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=73,2026-09-22T16:28:04.955580+00:00
Aphanamixis POLYSTACHYA (Wall.) R.N. Parker.,Amoora rohituka W. & A.,Meliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=73,2026-09-22T16:28:04.955580+00:00
Aquilaria MALACCENSIS Lamk.,Aloexylum agallochum Lour. Aquilaria moluccensis Oken Aquilaria secundaria Rumph. Ex Dc. Aquilariella malaccensis (Lam.) Tiegh.,Thymelaeaceae,https://mpbd.cu.ac.bd/plants.php?pageno=74,2026-09-22T16:28:06.485628+00:00
Arachis HYPOGEA L.,Arachis hypogaea var. Hypogaea Arachis hypogaea subsp. oleifera A.Chev. Arachis nambyquarae Hoehne Lathyrus esquirolii H. Lév.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=74,2026-09-22T16:28:06.485628+00:00
Ardisia PANICULATA Roxb.,69. Ardisia paniculata A.Dc. Ardisia anceps Blume Ardisia ovata Thunb. Ardisia rothii A.Dc. Tinus paniculata (Roxb.) Kuntze,Myrsinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=74,2026-09-22T16:28:06.485628+00:00
Ardisia SOLANACEA (Poir.) Roxb.,-,Myrsinaceae,https://mpbd.cu.ac.bd/plants.php?pageno=74,2026-09-22T16:28:06.485628+00:00
Areca CATECHU L.,Areca catechu var. alba Blume Areca catechu F. Communis Becc. Areca catechu var. silvatica Becc. Areca macrocarpa Becc.,Arecaceae,https://mpbd.cu.ac.bd/plants.php?pageno=74,2026-09-22T16:28:06.485628+00:00
Argemone MAXICANA L.,Argemone mexicana var. Mexicana Argemone spinosa Gaterau Argemone vulgaris Spach Echtrus trivialis Lour. Papaver mexicanum (L.) E.H.L.Krause,Papaveraceae,https://mpbd.cu.ac.bd/plants.php?pageno=74,2026-09-22T16:28:06.485628+00:00
Argyreia CAPITIFORMIS (Poir.) Oostr.,Argyreia capitata Choisy Convolvulus capitiformis Poir. Ipomoea capitata Roem. & Schult. Lettsomia capitata Blume Lettsomia strigosa Roxb.,Convolvulaceae,https://mpbd.cu.ac.bd/plants.php?pageno=74,2026-09-22T16:28:06.485628+00:00
Argyreia NERVOSA (Burm. f.) Boj.,Argyreia speciosa (L. f.) Sweet Convolvulus speciosus L. f. Ipomoea speciosa (L. f.) Pers. Lettsomia nervosa (Burm. F.) Roxb. Rivea nervosa (Burm. f.) Hallier f.,Convolvulaceae,https://mpbd.cu.ac.bd/plants.php?pageno=74,2026-09-22T16:28:06.485628+00:00
Aristolochia INDICA L.,Aristolochia indica var. magna Benth. Aristolochia lanceolata Wight Aristolochia maysorensis Fisch. Ex Duch. Aristolochia pandurata Wall. Ex Duch.,Aristolochiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=74,2026-09-22T16:28:06.485628+00:00
Aristolochia TAGALA Cham.,Aristolochia acuminata Lam. Aristolochia roxburghiana Klotzsch Aristolochia subsagittata Blanco,Aristolochiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=74,2026-09-22T16:28:06.485628+00:00
Artabotrys HEXAPETALUS (L.f.) Bhandari,Annona hexapetala L.f. Annona uncinata Lam. Unona uncata (Lour.) Dunal Uvaria esculenta Roxb. Ex Rottler Uvaria uncata Lour.,Annonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=75,2026-09-22T16:28:08.012386+00:00
Artabotrys SUAVEOLENS Blume.,Unona suaveolens Blume. Artabotrys suaveolens var. parviflorus (Miq.) Miq. Artabotrys monogynus Merr. Unona corniculata Blanco Artabotrys parviflorus Miq. Unona suaveolens Blume,Annonaceae,https://mpbd.cu.ac.bd/plants.php?pageno=75,2026-09-22T16:28:08.012386+00:00
Artocarpus HETEROPHYLLUS Lamk.,Artocarpus brasiliensis Ortega Artocarpus maximus Blanco Artocarpus philippensis Lam,Urticaceae,https://mpbd.cu.ac.bd/plants.php?pageno=75,2026-09-22T16:28:08.012386+00:00
Artocarpus LACUCHA Buch-Ham.,Artocarpus ficifolius W.T.Wang Artocarpus lakoocha Roxb. Artocarpus yunnanensis H.H.Hu SSaccus lakoocha (Roxb.) Kuntze,Urticaceae,https://mpbd.cu.ac.bd/plants.php?pageno=75,2026-09-22T16:28:08.012386+00:00
Asclepias CURASSAVICA L.,Asclepias cubensis Wender. Asclepias curassavica f. flaviflora Tawada Asclepias curassavica f. pallidiflora Griseb. Asclepias margaritacea Hoffmanns. Ex Schult.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=75,2026-09-22T16:28:08.012386+00:00
Asparagus RACEMOSUS L.,Asparagopsis acerosa Kunth Asparagopsis brownei Kunth Asparagus dubius Decne. Protasparagus zeylanicus (Hook.f.) Kamble,Liliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=75,2026-09-22T16:28:08.012386+00:00
Asplenium polyodon G. Forst.,Asplenium falcatum Lam. Asplenium adiantoides (L.) C. Chr. Asplenium intermedium Kaulf. Trichomanes adiantoides L.,Aspleniaceae,https://mpbd.cu.ac.bd/plants.php?pageno=75,2026-09-22T16:28:08.012386+00:00
Atalantia MONOPHYLLA Correa,Atalantia floribunda Wight Atalantia malabarica (Raf.) Yu.Tanaka Atalantia puberula Miq Atalantia umbellata M.Roem. Limonia monophylla L.,Rutaceae,https://mpbd.cu.ac.bd/plants.php?pageno=75,2026-09-22T16:28:08.012386+00:00
Cajanus crassus (King) Maesen,Atylosia crassa Prain. Cajanus crassus var. Crassus cantharospermum volubile (Blanco) Merr. Atylosia mollis Benth. Atylosia volubilis (Blanco) Gamble,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=75,2026-09-22T16:28:08.012386+00:00
Cajanus scarabaeoides (L.) Thouars,Atylosia scarabaeoides (L.) Benth. Cantharospermum pauciflorum Wight & Arn. Dolichos minutus Wight & Arn. Rhynchosia biflora Dc. Stizolobium scarabaeoides (L.) Spreng,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=75,2026-09-22T16:28:08.012386+00:00
Averrhoa BILIMBI L.,Averrhoa abtusangulata Stokes Averrhoa obtusangula Stokes,Averrhoaceae,https://mpbd.cu.ac.bd/plants.php?pageno=76,2026-09-22T16:28:09.539108+00:00
Averrhoa CARAMBOLA L.,Averrhoa acutangula Stokes Sarcotheca philippica (Villar) Hallier F.,Averrhoaceae,https://mpbd.cu.ac.bd/plants.php?pageno=76,2026-09-22T16:28:09.539108+00:00
Azadirachta INDICA A. Juss.,Antelaea canescens Cels Ex Heynh. Azadirachta indica var. Minor Valeton Melia azadirachta L. Melia indica (A.Juss.) Brandis,Meliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=76,2026-09-22T16:28:09.539108+00:00
Bacopa monnieri (L.) WETTST.,Bacopa monniera (L.) Pennel. Herpestis monniera H.B.&.K.,Scrophulariaceae,https://mpbd.cu.ac.bd/plants.php?pageno=76,2026-09-22T16:28:09.539108+00:00
Baliospermum solanifolium (BURM.) SURESH,Baliospermum montanum (Willd.) Muell.- Arg. Baliospermum angulare Decne. Ex Baill. Baliospermum indicum Decne. Croton roxburghii Wall. Jatropha montana Willd. Ricinus montanus (Willd.) Wall.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=76,2026-09-22T16:28:09.539108+00:00
Bambusa bambos (L.) Voss,Bambusa arundinacea (Retz.) Willd. Arundarbor agrestis (Lour.) Kuntze Arundo arborea Mill. Arundo bambos L. Bambos arundo J.F.Gmel. Ischurochloa arundinacea var. orientalis (Nees) Buse Nastus arundinaceus (Retz.) Sm.,Poaceae,https://mpbd.cu.ac.bd/plants.php?pageno=76,2026-09-22T16:28:09.539108+00:00
Barleria cristata L,Barleria cristata var. dichotoma (Roxb.) Prain Barleria strigosa Willd,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=76,2026-09-22T16:28:09.539108+00:00
Barlaria STRIGOSA Willd.,Barleria caerulea Roxb. Barleria strigosa var. subglabra Kuntze Pseudobarleria hirsuta Oerst.,Acanthaceae,https://mpbd.cu.ac.bd/plants.php?pageno=76,2026-09-22T16:28:09.539108+00:00
Barringtonia ACUTANGULA (L.) Gaertn.,Barringtonia acutangula subsp. Acutangula Barringtonia bicolor Craib Caryophyllus acutangulus (L.) Stokes Stravadium acutangulum (L.) Miers. Symplocos multiflora Eberh. & Dubard,Barringtoniaceae,https://mpbd.cu.ac.bd/plants.php?pageno=76,2026-09-22T16:28:09.539108+00:00
Barringtonia RACEMOSA (L.) Spreng.,Barringtonia elongata Korth. Butonica apiculata Miers Butonica rosata (Sonn.) Miers Michelia apiculata (Miers) Kuntze Stravadium racemosum (L.) Sweet Megadendron pallidum Miers,Barringtoniaceae,https://mpbd.cu.ac.bd/plants.php?pageno=76,2026-09-22T16:28:09.539108+00:00
Basella ALBA L.,Basella alba var. subcordata Hassk. Basella cordifolia Lam. Basella lucida L. Basella rubra L. Gandola nigra (Lour.) Raf.,Basellaceae,https://mpbd.cu.ac.bd/plants.php?pageno=77,2026-09-22T16:28:11.077554+00:00
Bauhinia ACUMINITA L.,Bauhinia linnaei Ali,Caesalpinaeae,https://mpbd.cu.ac.bd/plants.php?pageno=77,2026-09-22T16:28:11.077554+00:00
Bauhinia MACROSTACHYA Wall.,Bauhinia macrostachya Wall.,Caesalpinaeae,https://mpbd.cu.ac.bd/plants.php?pageno=77,2026-09-22T16:28:11.077554+00:00
Bauhinia MALABARICA Roxb.,Bauhinia acida Korth. Bauhinia rugulosa Miq. Casparea castrata (Hassk.) Hassk. Pauletia acida (Korth.) Hassk. Pauletia acida (Korth.) Hassk,Caesalpinaeae,https://mpbd.cu.ac.bd/plants.php?pageno=77,2026-09-22T16:28:11.077554+00:00
Bauhinia PURPUREA L.,Bauhinia castrata Blanco Bauhinia rosea Corner Caspareopsis purpurea (L.) Pittier Phanera purpurea (L.) Benth.,Caesalpinaeae,https://mpbd.cu.ac.bd/plants.php?pageno=77,2026-09-22T16:28:11.077554+00:00
Bauhinia VARIEGATA L.,Bauhinia chinensis (Dc.) Vogel Bauhinia decora Uribe. Bauhinia variegata var. variegate. Phanera variegata (L.) Benth,Caesalpinaeae,https://mpbd.cu.ac.bd/plants.php?pageno=77,2026-09-22T16:28:11.077554+00:00
Begonia ROXBURGHII DC.,Casparya oligocarpa A.Dc. Casparya polycarpa A.Dc. Diploclinium roxburghii Miq.,Begoniaceae,https://mpbd.cu.ac.bd/plants.php?pageno=77,2026-09-22T16:28:11.077554+00:00
Iris domestica (L.) Goldblatt & Mabb,Belamcanda chinensis Leman. Belamcanda chinensis (L.) Dc. Gemmingia chinensis (L.) Kuntze,lridaceae,https://mpbd.cu.ac.bd/plants.php?pageno=77,2026-09-22T16:28:11.077554+00:00
Benincasa HISPIDA (Thunb.) Cogn.,Benincasa cerifera Savi. Benincasa hispida var. Hispida Cucurbita farinosa Blume Gymnopetalum septemlobum Miq. Lagenaria vulgaris var. hispida (Thunb.) Nakai Cucurbita hispida Thun,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=77,2026-09-22T16:28:11.077554+00:00
Biophytum SENSITIVUM (L.) DC.,Biophytum bogoroense De Wild. Biophytum cumingii Klotzsch Biophytum nervifolium Thwaites Biophytum somnulentum Goebel Oxalis sensitiva L.,Oxalidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=77,2026-09-22T16:28:11.077554+00:00
Bixa ORELLANA L.,Bixa americana Poir. Bixa purpurea Sweet Orellana americana (Poir.) Kuntze,Bixaceae,https://mpbd.cu.ac.bd/plants.php?pageno=78,2026-09-22T16:28:12.612172+00:00
Blumea BALSAMIFERA DC,Baccharis salvia Lour. Blumea grandis Dc. Conyza balsamifera L. Pluchea balsamifera (L.) Less.,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=78,2026-09-22T16:28:12.612172+00:00
Blumea CLERKEI Hook. f.,-,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=78,2026-09-22T16:28:12.612172+00:00
Blumea LACERA (Burn.f.) DC.,Baccharis auriculata Wall. ex Dc. Blumea cernua Dc. Blumea dregeana Dc. Conyza amoena Link Senecio velutinus H.Lév. & Vaniot,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=78,2026-09-22T16:28:12.612172+00:00
Boehmeria MALABARICA Wedd.,-,Urticaceae,https://mpbd.cu.ac.bd/plants.php?pageno=78,2026-09-22T16:28:12.612172+00:00
Boerhaavia DIFFUSA L.,Boerhaaviarepens L.,Nyctaginaceae,https://mpbd.cu.ac.bd/plants.php?pageno=78,2026-09-22T16:28:12.612172+00:00
Boesenbergia LONGIFLORA Kuntze.,Gastrochilus longiflorua Wall. Boesenbergia fallax Loes. Curcumorpha longiflora (Wall.) A.S.Rao & D.M.Verma Gastrochilus jenkinsii Wall. ex Voigt Gastrochilus longiflorus Wall.,Zingiberaceae,https://mpbd.cu.ac.bd/plants.php?pageno=78,2026-09-22T16:28:12.612172+00:00
Bombax CEIBA L.,Salmalia malabarica DC. Bombax malabaricum DC. Bombax aculeatum L. Bombax heptaphyllum Cav. Gossampinus malabarica Merr. Melaleuca grandiflora Blanco Salmalia malabarica (Dc.) Schott,Bombacaceae,https://mpbd.cu.ac.bd/plants.php?pageno=78,2026-09-22T16:28:12.612172+00:00
Borassus FLABELLIFER L.,Borassus flabelliformis L. Borassus sundaicus Becc. Pholidocarpus tunicatus (Lour.) H.Wendl. Thrinax tunicata (Lour.) Rollisson,Asteraceae,https://mpbd.cu.ac.bd/plants.php?pageno=78,2026-09-22T16:28:12.612172+00:00
Spermacoce articularis L.f.,Borreria articularis (L. f.) F. N. Will. Spermacoce flexuosa Lour. Spermacoce longicaulis R.Br. ex G.Don Spermacoce scabra Willd.,Rubiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=78,2026-09-22T16:28:12.612172+00:00
Boswellia SERRATA Roxb.,Boswellia balsamifera Spreng. Boswellia glabra Roxb. Boswellia thurifera Roxb. ex Fleming Chloroxylon dupada Buch.-Ham.,Burseraceae,https://mpbd.cu.ac.bd/plants.php?pageno=79,2026-09-22T16:28:14.142363+00:00
Brassica NIGRA (L.) Koch.,Brassica sinapioides Roth Crucifera sinapis (L.) E.H.L.Krause Melanosinapis nigra (L.) Calest. Mutarda nigra (L.) Bernh. Sinapis nigra L. Sisymbrium nigrum (L.) Prantl,Brassicaceae,https://mpbd.cu.ac.bd/plants.php?pageno=79,2026-09-22T16:28:14.142363+00:00
Breynia RETUSA (Dennst.) Alston.,Breynia angustifolia Hook.f. Breynia patens (Roxb.) Rolfe Melanthesa retusa (Dennst.) Kostel. Phyllanthus patens Roxb. Sauropus elegantissimus Ridl. Phyllanthus retusus Dennst.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=79,2026-09-22T16:28:14.142363+00:00
Bridelia RETUSA (L.) Spreng.,Bridelia chineensis Thin Bridelia fruticosa Pers. Clutia retusa L. Clutia squamosa Lam.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=79,2026-09-22T16:28:14.142363+00:00
Bridelia STIPULARIS Bl.,Bridelia scandens (Roxb.) Willd. Bridelia zollingeri Miq. Clutia scandens Roxb. Clutia stipularis L.,Euphorbiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=79,2026-09-22T16:28:14.142363+00:00
Buchanania cochinchinensis (Lour.) M.R.Almeida,Buchanania lanzan Spreng. Buchanania latifolia Roxb.,Anacardiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=79,2026-09-22T16:28:14.142363+00:00
Buddleja NEEMDA Buch.-Ham.,Buddleja asiaticaLour.,Buddlejaceae,https://mpbd.cu.ac.bd/plants.php?pageno=79,2026-09-22T16:28:14.142363+00:00
Byttneria pilosa Roxb.,Byttneria elegans Ridl. Byttneria pilosa var. pellita Gagnep. Chaetaea pilosa (Roxb.) Adelb. Commersonia pilosa G.Don,Sterculiaceae,https://mpbd.cu.ac.bd/plants.php?pageno=79,2026-09-22T16:28:14.142363+00:00
Butea MONOSPERMA (Lam.) Taub.,Butea braamania Dc. Butea frondosa Roxb. Erythrina monosperma Lam. Plaso monosperma (Lam.) Kuntze Rudolphia frondosa (Willd.) Poir.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=79,2026-09-22T16:28:14.142363+00:00
Caesalpinia BONDUC (L.) Roxb.,Bonduc minus Medik. Caesalpinia crista Thunb. Guilandina bonducella L. Guilandina gemina Lour.,Caesalpiniaceae,https://mpbd.cu.ac.bd/plants.php?pageno=79,2026-09-22T16:28:14.142363+00:00
Caesalpinia DIGYNA Rottl.,Caesalpinia gracilis Miq. Caesalpinia oleosperma Roxb,Caesalpinaeae,https://mpbd.cu.ac.bd/plants.php?pageno=80,2026-09-22T16:28:15.670864+00:00
Caesalpinia PULCHERIMA Sw.,Caesalpinia pulcherrima var. flava Bailey & Rehder Poinciana bijuga Burm.F. Poinciana elata Lour. Poinciana pulcherrima,Caesalpinaeae,https://mpbd.cu.ac.bd/plants.php?pageno=80,2026-09-22T16:28:15.670864+00:00
Cajanus cajan (L.) Millsp.,Cajanus cajan (L.) Huth. Cajan indorum Medik. Cajanus bicolor Dc. Cytisus cajan L. Phaseolus balicus L.,Fabaceae,https://mpbd.cu.ac.bd/plants.php?pageno=80,2026-09-22T16:28:15.670864+00:00
Callicarpa MACROPHYLLA Vahl.,Callicarpa dunniana H.Lév. Callicarpa incana Roxb. Callicarpa macrophylla var. griffithii C.B.Clarke Callicarpa macrophylla var. kouytchensis H.Lév.,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=80,2026-09-22T16:28:15.670864+00:00
Callicarpa TOMENTOSA (L.) Merr.,Callicarpa arboreaRoxb. Callicarpa lobata C.B.Clarke Callicarpa tomentosa var. lanata (L.) Bakh. Callicarpa villosa Vahl Tomex tomentosa L.,Verbenaceae,https://mpbd.cu.ac.bd/plants.php?pageno=80,2026-09-22T16:28:15.670864+00:00
Calophyllum INOPHYLLUM L.,Balsamaria inophyllum Lour. Calophyllum bingator Roxb. Calophyllum blumei Wight Calophyllum spurium Choisy,Guttiferae,https://mpbd.cu.ac.bd/plants.php?pageno=80,2026-09-22T16:28:15.670864+00:00
Calotropis GIGANTEA (L.) R. Br.,Calotropis gigantea (L.) R. Br. Asclepias gigantea L. Madorius giganteus (L.) Kuntze Periploca cochinchinensis Lour.,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=80,2026-09-22T16:28:15.670864+00:00
Calotropis PROCERA (Aiton) Dryand.,Asclepias patula Decne. Asclepias procera Aiton Calotropis inflexa Chiov. Madorius procerus (Aiton) Kuntze Calotropis procera R. Br.,Asclepiadaceae,https://mpbd.cu.ac.bd/plants.php?pageno=80,2026-09-22T16:28:15.670864+00:00
Getonia floribunda ROXB.,Calycopteris floribunda Lam. Calycopteris nutans (Roxb.) Kurz Getonia nitida Roth Poivrea sericea Walp..,Combretaceae,https://mpbd.cu.ac.bd/plants.php?pageno=80,2026-09-22T16:28:15.670864+00:00
Camellia sinensis (L.) O. Kuntze.,Camellia bohea (L.) Sweet Camellia chinensis (Sims) Kuntze Camellia viridis Sweet Thea bohea L. Thea viridis L.,Theaceae,https://mpbd.cu.ac.bd/plants.php?pageno=80,2026-09-22T16:28:15.670864+00:00
Canarium BENGALENSE Roxb.,-,Burseraceae,https://mpbd.cu.ac.bd/plants.php?pageno=81,2026-09-22T16:28:17.204612+00:00
Canna INDICA L.,Canna orientalis Rosc. Canna achiras Gill. Canna coccinea Mill. Canna discolor Lindl. Canna lutea Mill. Cannacorus indicus (L.) Medik. Xyphostylis lutea (Mill.) Raf.,Cannaceae,https://mpbd.cu.ac.bd/plants.php?pageno=81,2026-09-22T16:28:17.204612+00:00
Cannabis SATIVA L.,Cannabis indica Lamk. Cannabis chinensis Delile Cannabis erratica Siev. Cannabis indica Lam. Cannabis macrosperma Stokes,Cannabidaceae,https://mpbd.cu.ac.bd/plants.php?pageno=81,2026-09-22T16:28:17.204612+00:00
Magnolia champaca (L.)Baill.exPierre,Michelia champaca L. Champaca michelia Noronha Michelia aurantiaca Wall. Michelia rufinervis DC. Sampacca suaveolens (Pers.) Kuntze,Magnoliaceae,https://mpbd.cu.ac.bd/plants.php?pageno=81,2026-09-22T16:28:17.204612+00:00
Zehneria scabra Sond.,Bryonia cordataThunb. Bryonia scabraL.f. Melothria cordataCogn. Pilogyne scabra(L. f.) W.J. de Wilde & Duyfjes,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=81,2026-09-22T16:28:17.204612+00:00
Solenaamplexicaulis(lam.) gandhi.,Melothria heterophylla (Lour.) Cogn. Melothria amplexicaulis(Lam.) Cogn. Momordica umbellata(Klein ex Willd.) Roxb. Zehneria umbellata(Klein ex Willd.) Thwaites,Cucurbitaceae,https://mpbd.cu.ac.bd/plants.php?pageno=81,2026-09-22T16:28:17.204612+00:00
Cochlospermum religiosum (L.) Alston,Bombax religiosumL. Cochlospermum balicumBoerl.,Vixaceae,https://mpbd.cu.ac.bd/plants.php?pageno=81,2026-09-22T16:28:17.204612+00:00
Gynocardia odorata R. Br.,Chaulmoogra odorataRoxb. Chilmoriado decandraBuch.-Ham. Gynocardia antisyphiliticaPierre ex Tschirch Gynocardia prainiiDesprez,-,https://mpbd.cu.ac.bd/plants.php?pageno=81,2026-09-22T16:28:17.204612+00:00
Drosera peltata Thunb.,Drosera gracilisHook.f. ex Planch. Drosera lobbianaTurcz. Drosera muscipulaRoyle Sondera peltata(Thunb.) Chrtek & Slavíková FAMILY: Droseraceae,-,https://mpbd.cu.ac.bd/plants.php?pageno=81,2026-09-22T16:28:17.204612+00:00
