plant_index,compound_name_original,pubchem_cid_original,match_type,drop_reason
287,"(6R)-1a-methyl-4-methylidene-6-propan-2-yl-1b,2,3,5,5a,6a-hexahydro-1H-cyclopropa[a]inden-6-ol",,no_match,unresolved_script01_no_match
287,1H-Benzocycloheptene,,no_match,unresolved_script01_no_match
287,CC=Cccc=cccc=cccc=cco,,no_match,unresolved_script01_no_match
287,Guavacoumaric acid,,no_match,unresolved_script01_no_match
287,Ilelatifol D,,no_match,unresolved_script01_no_match
287,Isoneriucoumaric acid,,no_match,unresolved_script01_no_match
287,"[(10R,11R)-10-[(15S,19R)-2,3,4,7,8,9,19-heptahydroxy-12,17-dioxo-13,16-dioxatetracyclo[13.3.1.05,18.06,11]nonadeca-1,3,5(18),6,8,10-hexaen-14-yl]-3,4,5,17,18,19-hexahydroxy-8,14-dioxo-9,13-dioxatricyclo[13.4.0.02,7]nonadeca-1(19),2,4,6,15,17-hexaen-11-yl] 3,4,5-trihydroxybenzoate",,no_match,unresolved_script01_no_match
287,"[(10R,11R)-10-[(15S,19S)-2,3,4,7,8,9,19-heptahydroxy-12,17-dioxo-13,16-dioxatetracyclo[13.3.1.05,18.06,11]nonadeca-1,3,5(18),6,8,10-hexaen-14-yl]-3,4,5,17,18,19-hexahydroxy-8,14-dioxo-9,13-dioxatricyclo[13.4.0.02,7]nonadeca-1(19),2,4,6,15,17-hexaen-11-yl] 3,4,5-trihydroxybenzoate",,no_match,unresolved_script01_no_match
287,beta-Terpinyl acetate,,no_match,unresolved_script01_no_match
288,Premnenol,,no_match,unresolved_script01_no_match
299,"(1R,4R,6R,8R,10R,11Z,14R)-11-ethylidene-6-hydroxy-7,9,13-trioxatetracyclo[6.5.1.01,10.04,14]tetradec-2-en-12-one",,no_match,unresolved_script01_no_match
299,"(1R,4R,8S,10S,11R,14R)-11-ethyl-12-oxo-7,9,13-trioxatetracyclo[6.5.1.01,10.04,14]tetradeca-2,5-diene-5-carboxylic acid",,no_match,unresolved_script01_no_match
299,Quercetin 3-diglucoside,,no_match,unresolved_script01_no_match
300,Isozeylanone,,no_match,unresolved_script01_no_match
300,Plumbazeylanone,,no_match,unresolved_script01_no_match
301,Chitanone,,no_match,unresolved_script01_no_match
301,Plumbazeylanone,,no_match,unresolved_script01_no_match
307,"(1S,2S,3S,6S)-3-ethenyl-3,7,7-trimethyl-2-prop-1-en-2-ylbicyclo[4.1.0]heptane",,no_match,unresolved_script01_no_match
307,"(1S,2S,6S,7R,8R)-1,3-dimethyl-8-propan-2-yltricyclo[4.4.0.02,7]dec-3-ene",,no_match,unresolved_script01_no_match
307,Butylated hydroxytoluene,,no_match,unresolved_script01_no_match
307,Pipericide,,no_match,unresolved_script01_no_match
308,Diaeudesmin,,no_match,unresolved_script01_no_match
314,"[(3R,3aS,5aS,5bS,7aR,9S,11aS,13aR,13bS)-3a,5a,8,8,11a,13a-hexamethyl-3-propan-2-yl-1,2,3,4,5,5b,6,7,7a,9,10,11,13,13b-tetradecahydrocyclopenta[a]chrysen-9-yl] acetate",,no_match,unresolved_script01_no_match
316,"2-Methoxycarbonyl-6-oxo-3-[2,3,4-trihydroxy-6-[4-hydroxy-6-(hydroxymethyl)-2-(3,4,5-trihydroxybenzoyl)oxyoxan-3-yl]oxycarbonylphenyl]oxane-4-carboxylic acid",,no_match,unresolved_script01_no_match
316,Tryptase,,no_match,unresolved_script01_no_match
336,(E)-?-Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
336,3-Ethyl-4-methylmaleimide,,no_match,unresolved_script01_no_match
336,3-Methyl-2(SH)-furanone,,no_match,unresolved_script01_no_match
336,4-O-Caffeoylquinic acid-1,,no_match,unresolved_script01_no_match
336,"?,4-Dimethyl-3-cyclohexene-1-aldehyde",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
336,?-Butyrolactone,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
336,?-Damascenone,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
336,?-Phellandrene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
336,?-Pinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
336,?-Terpineol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
336,?-sitosterol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
336,Azedarachin C,,no_match,unresolved_script01_no_match
336,Dihydrocaf-feic acid 3-O-glucuronide,,no_match,unresolved_script01_no_match
336,Stigmastero,,no_match,unresolved_script01_no_match
336,gamma-sitostero,,no_match,unresolved_script01_no_match
336,iridoid flavonoids,,no_match,unresolved_script01_no_match
336,paederolone,,no_match,unresolved_script01_no_match
336,paederone,,no_match,unresolved_script01_no_match
349,"1,4-Methanobenzocyclodecene, 1,2,3,4a,5,8,9, 12,12 adecahydro- (ST)",,no_match,unresolved_script01_no_match
349,"1,6-Cyclodecadiene, 1-methyl-5-methylene-8 (1- methylethyl)-, [S-(E,E)]- (ST)",,no_match,unresolved_script01_no_match
349,"2-propanone, 1-(4-methoxyphenol) (PP)",,no_match,unresolved_script01_no_match
349,4-Hydroxyproline (Hyp),,no_match,unresolved_script01_no_match
349,?-Aminobutyric acid (GABA),,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
349,?-Caryophyllene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
349,?-Cubebene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
349,?-Muurolene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
349,?-Phellandrene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
349,?-Pinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
349,?-cadinol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
349,?-farnesene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
349,?-terpinenol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
349,Alanine (Ala),,no_match,unresolved_script01_no_match
349,Alkaloids,,skipped_nonspecific,unresolved_script01_skipped_nonspecific
349,"Bicyclo[2.2.1]heptan-2-one, 1,7,7-trimethyl- (MT)",,no_match,unresolved_script01_no_match
349,Cadrene,,no_match,unresolved_script01_no_match
349,Carbohydrate,,no_match,unresolved_script01_no_match
349,Cis-?-Terpineol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
349,Cystine (Cys),,no_match,unresolved_script01_no_match
349,D-Glucose (Glu),,no_match,unresolved_script01_no_match
349,Metionyn (Met),,no_match,unresolved_script01_no_match
349,"N-(1-Cyanoethyl)(7,7- dimethyl-2- oxobicyclo[2.2.1]hept-1-ylmethylmethanesulfonamide (MTD)",,no_match,unresolved_script01_no_match
349,Proline (Pro),,no_match,unresolved_script01_no_match
349,Protein,,no_match,unresolved_script01_no_match
349,Quinones,,no_match,unresolved_script01_no_match
349,Serine (Ser),,no_match,unresolved_script01_no_match
349,Tannins,,skipped_nonspecific,unresolved_script01_skipped_nonspecific
349,Threonine (Thr),,no_match,unresolved_script01_no_match
349,Total phenolics,,skipped_nonspecific,unresolved_script01_skipped_nonspecific
354,3-4 secotriterpene acid,,no_match,unresolved_script01_no_match
354,??digentibioside,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
354,Desrhamnosylverbacoside,,no_match,unresolved_script01_no_match
354,cyclohexylethanoid rengyolone,,no_match,unresolved_script01_no_match
364,"(Z,Z)-6,9-cis-3,4-epoxynonadecaciene",,no_match,unresolved_script01_no_match
364,"1,8(2H,5H)-Napthalenedione,hexahydro-8a-methyl-,cis",,no_match,unresolved_script01_no_match
364,"2,6,10-trimethyl,14-ethylene-14,pentadecne",,no_match,unresolved_script01_no_match
364,2-propen,,no_match,unresolved_script01_no_match
364,"2?, 3?, 19?, 23-tetrahydroxyurs-12-en-28-oic acid",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
364,"9,12,octadecadinoic acid(Z,Z-)",,no_match,unresolved_script01_no_match
364,?-sitosterol glucoside,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
364,"Cis,cis,cis-7,3,13 hexadecatrienal",,no_match,unresolved_script01_no_match
364,"Erost-5-EN-3-ol, (3,beta)",,no_match,unresolved_script01_no_match
364,"Ethyl (9Z,12Z)-9,12-octadecadenoate",,no_match,unresolved_script01_no_match
364,Ethyl dacylate,,no_match,unresolved_script01_no_match
364,Ethyl.alpa.-d-glucopyranoside,,no_match,unresolved_script01_no_match
364,"Heptadecafluorononanoic acid, udecyl ester",,no_match,unresolved_script01_no_match
364,"Heptadecanoic acid, ethy ester",,no_match,unresolved_script01_no_match
364,"Heptadeconoic acid, ethyl ester",,no_match,unresolved_script01_no_match
364,Neryl linalool isomer,,no_match,unresolved_script01_no_match
364,"Octadecanoicacid,ethyl ester",,no_match,unresolved_script01_no_match
364,"Octadeconoic acid, ethyl ester",,no_match,unresolved_script01_no_match
364,Pentadecoinic acid,,no_match,unresolved_script01_no_match
374,"(Z,Z)-6,9-cis-3,4-epoxy-nonadecadiene",,no_match,unresolved_script01_no_match
374,"1,2-Benzenedicarboxylic acid, bis(2methylpropyl) ester",,no_match,unresolved_script01_no_match
374,"1-Nitro-.?.-d-arabinofuranose, tetraacetate",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
374,"1-hydroxy-2,2,6,6-tetramethyl-3- (4-nitroso-1(piperazinylmethyl)-piperidin-4-one",,no_match,unresolved_script01_no_match
374,"1?Norvaline, N?ethoxycarbonyl?, nonyl ester",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
374,"2,3-Dihydro-3,5-dihydroxy-6-methyl-4 hpyran-4-one",,no_match,unresolved_script01_no_match
374,"2,4 (1H ,3 H}?Pyrimidinedione, 6?iodo?5?methyl?",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
374,"2,6,10-Trimethyl,14-ethylene-14-pe",,no_match,unresolved_script01_no_match
374,"2,6,10-Trimethyl,14-ethylene-14-pentadecne",,no_match,unresolved_script01_no_match
374,"2,6-Bis[2-[2-Sthiosulfuroethylamino]ethoxy ]pyrazine",,no_match,unresolved_script01_no_match
374,"2,6-Di-butyl-2,5-cyclohexadiene-1",,no_match,unresolved_script01_no_match
374,"2?Fluoro?6?trifluora methyl benzoic acid, 4?nitraphenyl ester",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
374,2?Pyrrolidinone (5?(cyclo hexyl methyl)?,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
374,"4?Methyl?2,4?bis (4?trimethylsilyloxyphenyl} pentene?l",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
374,5-hydroxy-2-(hydroxyl methyl)-4H-pyran-4-one,,no_match,unresolved_script01_no_match
374,"5?-androstane-3,17-dione 17monooxime",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
374,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9diene-2,8-dione",,no_match,unresolved_script01_no_match
374,"7-(Isobut-1-yl)cyclohepta-1,3,5-tr",,no_match,unresolved_script01_no_match
374,"7-Propyl-1,3,5-cycloheptatriene",272807074,CID-based,empty_smiles
374,"Acetamide, N-methyl-N-[4[4-fluoro-1hexahydropyridyl]-2butynyl]-",,no_match,unresolved_script01_no_match
374,"Benzene, 1,10-(1,2-cyclobutanediyl",,no_match,unresolved_script01_no_match
374,"Cyclopropaneoctanoic acid, 2-[[-2-[(-2ethylcyclopropyl)-methyl]-cyclopropyl]methyl], methyl ester",,no_match,unresolved_script01_no_match
374,Dimethylaminato [4-methyl-2-,,no_match,unresolved_script01_no_match
374,Isopropyl(dimethyl)silylpalmitate,,no_match,unresolved_script01_no_match
374,Methyl commateC,,no_match,unresolved_script01_no_match
374,"Morphinan-3-ol-6-one, 4methoxy-",,no_match,unresolved_script01_no_match
374,"N,N'-Pentamethylenebis[s-3aminopropyl thiosulfuric acid",,no_match,unresolved_script01_no_match
374,N-Methoxy-1-ribofuranosyl4-imidazolecarboxylic amide,,no_match,unresolved_script01_no_match
374,N-Methyl-à-diMethylThioPropylamide,,no_match,unresolved_script01_no_match
374,"Octadecanoic acid, 2-hydroxy-1,3propanediyl ester",,no_match,unresolved_script01_no_match
374,"Octane, 1,10-oxybis-",,no_match,unresolved_script01_no_match
374,"Propane, 2?methoxy?2?rnethyl?",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
374,"Propanoic acid, 2-methyl-3-[4-tbutyl]phenyl-",,no_match,unresolved_script01_no_match
374,"Pyrrolo[3,2-k]anthracene4,6-diol, 3-methoxy4b,5,6,7,8,9,10,11,11a,12decahydro-11-methyl-",,no_match,unresolved_script01_no_match
374,"Silane, [{1,1?dimethy1?2?propenyl) oxy] dimethyl?",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
374,Tetra acetyl-d-xylonic nitrile,,no_match,unresolved_script01_no_match
374,"beta?1?Arabinopyranoside, methyl",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
386,"1,2-Benzenediol, 4-methyl",,no_match,unresolved_script01_no_match
386,"1,3-Benzenediol, 4-ethyl",,no_match,unresolved_script01_no_match
386,"1beta-hydroxy-3beta-hexanoyllup-20 (29)- ene-23, 28-dioic acid",,no_match,unresolved_script01_no_match
386,2-butyl phenol,,no_match,unresolved_script01_no_match
386,"2-cyclopentene-1-one, 2-hydroxy-3-methyl",,no_match,unresolved_script01_no_match
386,3 5 7-trihydroxy-40-methoxyflavone,,no_match,unresolved_script01_no_match
386,3-(4- hydroxyphenyl) prop-2-enoic acid,,no_match,unresolved_script01_no_match
386,"3-Methoxy-4,5,7-trihydroxyflavonol",,no_match,unresolved_script01_no_match
386,"3?, 6?, 19?, 23-tetrahydroxyurs-12-en-28-oic acid",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
386,4-hydroxy benzene methanol,,no_match,unresolved_script01_no_match
386,"6beta,19alpha,23-tetrahydroxy-urs-12-ene",,no_match,unresolved_script01_no_match
386,"?-,?-amyrin",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
386,?-sitosterol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
386,?-sitosterol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
386,?-spinosterol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
386,"Acetic acid, ethyl ester (CAS)",,no_match,unresolved_script01_no_match
386,"Borneol L (Bicyclo[2.2.1]heptan-2-ol,1,7,7-trimethyl)",,no_match,unresolved_script01_no_match
386,Cis pinen-3-ol,,no_match,unresolved_script01_no_match
386,D- (-)-Quinic acid,,no_match,unresolved_script01_no_match
386,Dodecane-1 chloro,,no_match,unresolved_script01_no_match
386,Kaempferol-3-O-(6-pcoumaroyl)-glucoside,,no_match,unresolved_script01_no_match
386,Kaempferol-3-O-a-Lrhamnoside,,no_match,unresolved_script01_no_match
386,"Kauren-18-ol, acetate",,no_match,unresolved_script01_no_match
386,Long chain carboxylic acid,,no_match,unresolved_script01_no_match
386,"Methane, sulfinylbis-(CAS) Dimethyl sulfoxida",,no_match,unresolved_script01_no_match
386,Miglycoside 1,,no_match,unresolved_script01_no_match
386,N2 methylaurantiamide acetate,,no_match,unresolved_script01_no_match
386,dihydro quercetine,,no_match,unresolved_script01_no_match
386,diisooctyl ester,,no_match,unresolved_script01_no_match
386,myricetin 3-O-rahmnopyranoside (1 ? 6) glucopyranoside,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
386,n- Hexadecenoic acid,,no_match,unresolved_script01_no_match
386,n-Hexadecenoic acid,,no_match,unresolved_script01_no_match
386,spinasterol ?-D glucopyranoside,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,(E)-?-Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,(E)-Pyranoid linalool oxide,,no_match,unresolved_script01_no_match
389,(E)-iso-?-Bisabolene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,(Z)-?-Farnesene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,(Z)-?-Ocimene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,(Z)-Nerolidyl acetate,,no_match,unresolved_script01_no_match
389,"1,5-Cyclodecadiene, 1,5-dimethyl-8-(1-methylethenyl)-, (S,Z,E)-",,no_match,unresolved_script01_no_match
389,"1,8-Cineol(Eucalyptol)",,no_match,unresolved_script01_no_match
389,"1,8-Cineole (Eucalyptol)",,no_match,unresolved_script01_no_match
389,"1-(?-D-Ribofuranosyl)-1,4-dihydronicotinamide",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,1-Acetamidopyridinium iodide,,no_match,unresolved_script01_no_match
389,1-Phosphatidyl-1D-myoinositol-3-phosphate,,no_match,unresolved_script01_no_match
389,10-epi-?-Eudesmol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,14-Hydroxy-?-cadinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,14-Hydroxy-?-muurolene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,"17-beta-(Acetylthio)estra-1,3,5(10)-trien-3-ol acetate",,no_match,unresolved_script01_no_match
389,"2,3-Dichloro-5,6-dicyano-p-benzoquinone (DDQ)",,no_match,unresolved_script01_no_match
389,"2,6,10,14-Hexadecatetraen-1-ol, 3,7,11,15-tetramethyl-, acetate (E,E,E)-",,no_match,unresolved_script01_no_match
389,2-Methylbutanoate(Ethyl 2-methylbutanoate),,no_match,unresolved_script01_no_match
389,"3,6-Dimethoxyestra-1,3,5(10),6,8-pentaene-17?-carboxylic acid methyl ester",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,3-Fenchene,,no_match,unresolved_script01_no_match
389,3-methoxymagnolol,,no_match,unresolved_script01_no_match
389,"5-Ethyl-5-phenyl-1,3-ditosyl-2,4-imidazolidinedione",,no_match,unresolved_script01_no_match
389,"9,12,15-Octadecatrienoic acid, methyl ester, (Z,Z,Z)-(Methyl linolenate)",,no_match,unresolved_script01_no_match
389,"9,12-Octadecadienoic acid (Z,Z)(Linoleic acid)",,no_match,unresolved_script01_no_match
389,"9,12-Octadecadienoic acid, methyl ester, (E,E)-(Methyl linolelaidate)",,no_match,unresolved_script01_no_match
389,?-Amorphene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Bergamotene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Bisabolene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Bisabolol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Bourbonene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Cadinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Cadinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Cadinol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Caryophyllene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Copaene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Cubebene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Elemene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Elemene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Guaiene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Humulene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Linalool,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Muurolene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Myrcene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Pinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Santalene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Selinene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Sitosterol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Terpineol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Terpinolene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Thujene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Tocopherol(Vitamin E),,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,?-Ylangene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,Arachidic acid(Eicosanoic acid),,no_match,unresolved_script01_no_match
389,"Benzoic acid, 2-amino-, methyl ester(Methyl 2-aminobenzoate)",,no_match,unresolved_script01_no_match
389,Benzyl nitrile(Phenylacetonitrile),,no_match,unresolved_script01_no_match
389,Delta Limonene(Limonene),,no_match,unresolved_script01_no_match
389,Dihydrospheroidene/methoxyneurosporene,,no_match,unresolved_script01_no_match
389,"Dodecanoic acid, 2-phenylethyl ester(Phenethyl laurate)",,no_match,unresolved_script01_no_match
389,"Ethanone,1-(3-ethyloxiranyl)-",,no_match,unresolved_script01_no_match
389,Ethyl 2-hydroxy isobutyrate,,no_match,unresolved_script01_no_match
389,Fusaric acid(5-Butylpicolinic acid),,no_match,unresolved_script01_no_match
389,"Hexadecanoic acid, ethyl ester(Ethyl palmitate)",,no_match,unresolved_script01_no_match
389,"Hexadecanoic acid, methyl ester(Methyl palmitate)",,no_match,unresolved_script01_no_match
389,Imazamethabenz,,no_match,unresolved_script01_no_match
389,Isogermacrene-D,,no_match,unresolved_script01_no_match
389,Isorhamnetin 3-O-[?-D-glucopyranosyl-(1?2)-?-L-rhamnopyranoside],,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
389,Linoleic acid ethyl ester(Ethyl linoleate),,no_match,unresolved_script01_no_match
389,"Linoleic acid[(9Z,12Z)-Octadeca-9,12-dienoic acid]",,no_match,unresolved_script01_no_match
389,Methyl octadecyl ether(1-Ethoxyoctadecane),,no_match,unresolved_script01_no_match
389,Methyl palmitate(Methyl hexadecanoate),,no_match,unresolved_script01_no_match
389,Myristic acid (Tetradecanoic acid),,no_match,unresolved_script01_no_match
389,"Nonanedioic acid, dibutyl ester(Dibutyl azelate)",,no_match,unresolved_script01_no_match
389,Oleic acid[(9Z)-Octadec-9-enoic acid],,no_match,unresolved_script01_no_match
389,Palmitoleic acid[(9Z)-Hexadec-9-enoic acid],,no_match,unresolved_script01_no_match
389,Phenylethyl alcohol(2-Phenylethanol),,no_match,unresolved_script01_no_match
389,Pheophorbide a,,multiple_matches,multiple_matches_heterogeneous_connectivity
389,Pheophorbide b,,multiple_matches,multiple_matches_heterogeneous_connectivity
389,Stearic acid(Octadecanoic acid),,no_match,unresolved_script01_no_match
389,Trans Farnesol,,no_match,unresolved_script01_no_match
389,Trans beta Ionone,,no_match,unresolved_script01_no_match
389,Varamol,,no_match,unresolved_script01_no_match
389,cis-Linalool pyran oxide,,no_match,unresolved_script01_no_match
389,iso-Menthyl acetate,,no_match,unresolved_script01_no_match
389,n-Hexadecanoic acid(Palmitic acid),,no_match,unresolved_script01_no_match
389,n-Tricosene,,no_match,unresolved_script01_no_match
389,"trans-1,4-bis(2-Chlorobenzaminomethyl)cyclohexane",,no_match,unresolved_script01_no_match
402,Alkaloids,,skipped_nonspecific,unresolved_script01_skipped_nonspecific
402,Flavonones,,no_match,unresolved_script01_no_match
402,Gum,,skipped_nonspecific,unresolved_script01_skipped_nonspecific
402,Proteins,,no_match,unresolved_script01_no_match
402,Tannins,,skipped_nonspecific,unresolved_script01_skipped_nonspecific
407,Petroleum ether,,no_match,unresolved_script01_no_match
410,"3'-methoxy-4',5,7-trihydroxyflavonol",,no_match,unresolved_script01_no_match
418,Lygodinolide,275066814,CID-based,empty_smiles
425,"1,2-diphenyl-2-butene-1-one",,no_match,unresolved_script01_no_match
425,?-caryophyllene alcohol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
425,?-sitosterol,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
425,Alkaloids,,skipped_nonspecific,unresolved_script01_skipped_nonspecific
425,Terpenoids,,skipped_nonspecific,unresolved_script01_skipped_nonspecific
425,anthraquinone glycosides,,no_match,unresolved_script01_no_match
425,tri-trans poly-cis prenol-15,,no_match,unresolved_script01_no_match
435,"Benzene,1-methyl-2-(1-methyl-2-methylenecyclopentyl)",,no_match,unresolved_script01_no_match
442,(+)-pinoresinol-di-O-?-D-glucopyranoside,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,(+)-syringaresinol-O-?-D-glucopyranoside,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,"(20 S)-3?,30-dihydroxylupane",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,"1, 4-Naphtoquinone, 2-amino",,no_match,unresolved_script01_no_match
442,"1, 4-Naphtoquinone, 3-hydroxy",,no_match,unresolved_script01_no_match
442,"1,2,4-trihydroxynaphthalene-1-O-?-D-glucopyranoside",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,"1,2-dihydroxy-4-O-glucosyloxynaphthalene",,no_match,unresolved_script01_no_match
442,"1,3-dihydroxy-6,7-dimethoxyxanthone (laxanthone-I)",,no_match,unresolved_script01_no_match
442,"1-hydroxy-3,6-diacetoxy-7-methoxyxanthone (laxanthone-II)",,no_match,unresolved_script01_no_match
442,"1-hydroxy-3,7-dimethoxy-6-acetoxyxanthone (laxanthone-III)",,no_match,unresolved_script01_no_match
442,"2,4,6-trihydroxyacetophenone-2-O-?-D-glucopyranoside",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,2-(2-Isopropenylcyclopentylmethoxy) tetrahydropyran,,no_match,unresolved_script01_no_match
442,2-(2-Isopropenylcyclopentylmethoxy)tetrahydropyran,,no_match,unresolved_script01_no_match
442,30-norlupan-3?-ol-20-one,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,"3?,4?-dihydroxy-?-tetralone",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,4S-4-hydroxy-?-tetralone,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,"9, 12, 15-Octadecatnen-1-ol",,no_match,unresolved_script01_no_match
442,?-Copaene,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,?-Isomethyl ionone,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,Alkaloids,,skipped_nonspecific,unresolved_script01_skipped_nonspecific
442,"Alpha-D-Glucopyranoside, metyl, alpha-D-",,no_match,unresolved_script01_no_match
442,Apigenin-4'-O-?-D-glucopyranoside,,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,Benzene dicarboxilicaciddiethyl ester,,no_match,unresolved_script01_no_match
442,"Benzene, (1-methyllundecyl)",,no_match,unresolved_script01_no_match
442,Carbohydrates,,no_match,unresolved_script01_no_match
442,Etherphenylvinyl,,no_match,unresolved_script01_no_match
442,Lacoumarin (5-allyloxy-7-acetoxycoumarin),,no_match,unresolved_script01_no_match
442,"Lawnermis acid (3?,28?-dihydroxy-ursa-12,20-dien-23?-oic acid)",,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,Lawnermis acid methyl ester,,no_match,unresolved_script01_no_match
442,Lawsochrysin (5-hydroxy-6-n-pentyl-7-n-pentyloxy-flavone),,no_match,unresolved_script01_no_match
442,Lawsochrysinin (5-hydroxy-7-(4?-pentenyloxy-flavone),,skipped_encoding_loss,unresolved_script01_skipped_encoding_loss
442,Lawsochylin A,,no_match,unresolved_script01_no_match
442,Lawsochylin B,,no_match,unresolved_script01_no_match
442,Lawsochylin C,,no_match,unresolved_script01_no_match
442,Lawsonaphthoate A,,no_match,unresolved_script01_no_match
442,Lawsonaphthoate B,,no_match,unresolved_script01_no_match
442,Lawsonaphthoate C,,no_match,unresolved_script01_no_match
