inchikey_connectivity,molregno,chembl_id,activity_id,assay_id,assay_chembl_id,assay_type,confidence_score,target_chembl_id,target_pref_name,target_type,organism,standard_type,standard_relation,standard_value,standard_units,pchembl_value,doc_id,is_strict
SNICXCGAKADSCV,115,CHEMBL3,88888,143702,CHEMBL756002,B,6,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,1.05,nM,8.98,14230,False
SNICXCGAKADSCV,115,CHEMBL3,88889,144182,CHEMBL749563,B,8,CHEMBL4980,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Rattus norvegicus,Ki,=,4000.0,nM,5.4,14230,True
SNICXCGAKADSCV,115,CHEMBL3,88891,143565,CHEMBL755476,B,6,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,EC50,=,4000.0,nM,5.4,14230,False
SNICXCGAKADSCV,115,CHEMBL3,88892,144041,CHEMBL751077,B,8,CHEMBL4980,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Rattus norvegicus,EC50,=,54000.0,nM,4.27,14230,True
SNICXCGAKADSCV,115,CHEMBL3,88893,216978,CHEMBL822795,B,6,CHEMBL2096975,Acetylcholine receptor,PROTEIN COMPLEX,Torpedo californica,EC50,=,60000.0,nM,4.22,14230,False
SNICXCGAKADSCV,115,CHEMBL3,88899,143541,CHEMBL754719,B,6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Homo sapiens,EC50,=,4000.0,nM,5.4,14230,False
SNICXCGAKADSCV,115,CHEMBL3,88900,144023,CHEMBL750438,B,8,CHEMBL2492,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Homo sapiens,EC50,=,83000.0,nM,4.08,14230,True
SNICXCGAKADSCV,115,CHEMBL3,88901,142599,CHEMBL750565,B,7,CHEMBL1907594,Neuronal acetylcholine receptor; alpha3/beta4,PROTEIN COMPLEX,Homo sapiens,EC50,=,21000.0,nM,4.68,14230,False
SNICXCGAKADSCV,115,CHEMBL3,88903,143563,CHEMBL755335,B,6,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,EC50,=,590.0,nM,6.23,14230,False
SNICXCGAKADSCV,115,CHEMBL3,88904,142900,CHEMBL882328,B,5,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,EC50,=,20000.0,nM,4.7,14230,False
SNICXCGAKADSCV,115,CHEMBL3,88905,172749,CHEMBL782313,F,1,CHEMBL376,Rattus norvegicus,ORGANISM,Rattus norvegicus,EC50,=,40.0,nM,7.4,14230,False
SNICXCGAKADSCV,115,CHEMBL3,102324,223077,CHEMBL842925,B,5,CHEMBL2111384,Nicotinic acetylcholine receptor alpha3/betaX,PROTEIN COMPLEX GROUP,Homo sapiens,EC50,=,21000.0,nM,4.68,2962,False
SNICXCGAKADSCV,115,CHEMBL3,110046,142926,CHEMBL748021,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,=,8.4,nM,8.08,1070,False
SNICXCGAKADSCV,115,CHEMBL3,199971,142927,CHEMBL748022,B,5,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,=,2.4,nM,8.62,5731,False
SNICXCGAKADSCV,115,CHEMBL3,201691,143697,CHEMBL754303,B,7,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,0.94,nM,9.03,16610,False
SNICXCGAKADSCV,115,CHEMBL3,246683,223066,CHEMBL842916,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,=,1.1,nM,8.96,12667,False
SNICXCGAKADSCV,115,CHEMBL3,273309,142911,CHEMBL747856,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,=,6.6,nM,8.18,15249,False
SNICXCGAKADSCV,115,CHEMBL3,273310,138903,CHEMBL744135,B,4,CHEMBL1907609,Muscarinic acetylcholine receptor,PROTEIN FAMILY,Rattus norvegicus,IC50,=,32000.0,nM,4.5,15249,False
SNICXCGAKADSCV,115,CHEMBL3,300830,143227,CHEMBL750088,B,7,CHEMBL1907592,Neuronal acetylcholine receptor; alpha2/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,15.0,nM,7.82,6768,False
SNICXCGAKADSCV,115,CHEMBL3,300831,223074,CHEMBL874099,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,130.0,nM,6.89,6768,False
SNICXCGAKADSCV,115,CHEMBL3,300832,143250,CHEMBL752538,B,7,CHEMBL1907587,Neuronal acetylcholine receptor; alpha3/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,43.0,nM,7.37,6768,False
SNICXCGAKADSCV,115,CHEMBL3,300833,143406,CHEMBL752660,B,7,CHEMBL1907593,Neuronal acetylcholine receptor; alpha3/beta4,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,530.0,nM,6.28,6768,False
SNICXCGAKADSCV,115,CHEMBL3,300834,143730,CHEMBL756126,B,7,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,12.0,nM,7.92,6768,False
SNICXCGAKADSCV,115,CHEMBL3,300835,144016,CHEMBL750431,B,7,CHEMBL1907595,Neuronal acetylcholine receptor; alpha4/beta4,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,46.0,nM,7.34,6768,False
SNICXCGAKADSCV,115,CHEMBL3,300836,142928,CHEMBL750358,B,5,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,=,13.0,nM,7.89,6768,False
SNICXCGAKADSCV,115,CHEMBL3,348710,131297,CHEMBL737886,F,1,CHEMBL375,Mus musculus,ORGANISM,Mus musculus,Kd,=,1.41,nM,8.85,12055,False
SNICXCGAKADSCV,115,CHEMBL3,373605,143090,CHEMBL748740,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,=,27.0,nM,7.57,6298,False
SNICXCGAKADSCV,115,CHEMBL3,373606,143881,CHEMBL751864,B,6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Homo sapiens,Ki,=,9.1,nM,8.04,6298,False
SNICXCGAKADSCV,115,CHEMBL3,373607,143234,CHEMBL752377,B,6,CHEMBL2109230,Neuronal acetylcholine receptor; alpha2/beta4,PROTEIN COMPLEX,Homo sapiens,Ki,=,103.0,nM,6.99,6298,False
SNICXCGAKADSCV,115,CHEMBL3,373608,143411,CHEMBL750054,B,6,CHEMBL1907594,Neuronal acetylcholine receptor; alpha3/beta4,PROTEIN COMPLEX,Homo sapiens,Ki,=,320.0,nM,6.5,6298,False
SNICXCGAKADSCV,115,CHEMBL3,373609,144019,CHEMBL750434,B,6,CHEMBL1907591,Neuronal acetylcholine receptor; alpha4/beta4,PROTEIN COMPLEX,Homo sapiens,Ki,=,129.0,nM,6.89,6298,False
SNICXCGAKADSCV,115,CHEMBL3,373610,143409,CHEMBL750052,F,6,CHEMBL1907594,Neuronal acetylcholine receptor; alpha3/beta4,PROTEIN COMPLEX,Homo sapiens,EC50,=,4300.0,nM,5.37,6298,False
SNICXCGAKADSCV,115,CHEMBL3,408069,144033,CHEMBL750448,B,8,CHEMBL3365,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Mus musculus,Ki,=,480.0,nM,6.32,4612,True
SNICXCGAKADSCV,115,CHEMBL3,408070,3445,CHEMBL618130,B,4,CHEMBL2094132,Serotonin 3 (5-HT3) receptor,PROTEIN COMPLEX GROUP,Homo sapiens,Ki,=,71000.0,nM,4.15,4612,False
SNICXCGAKADSCV,115,CHEMBL3,408071,143884,CHEMBL751867,B,6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Homo sapiens,Ki,=,2.3,nM,8.64,4612,False
SNICXCGAKADSCV,115,CHEMBL3,408072,143235,CHEMBL752378,B,8,CHEMBL3068,Neuronal acetylcholine receptor subunit alpha-3,SINGLE PROTEIN,Homo sapiens,Ki,=,220.0,nM,6.66,4612,True
SNICXCGAKADSCV,115,CHEMBL3,408073,143098,CHEMBL749348,B,6,CHEMBL1907588,Acetylcholine receptor; alpha1/beta1/delta/gamma,PROTEIN COMPLEX,Homo sapiens,Ki,=,5500.0,nM,5.26,4612,False
SNICXCGAKADSCV,115,CHEMBL3,408075,217792,CHEMBL882443,F,8,CHEMBL2492,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Homo sapiens,EC50,=,38000.0,nM,4.42,4612,True
SNICXCGAKADSCV,115,CHEMBL3,447587,143219,CHEMBL857546,B,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,4.0,nM,8.4,2725,False
SNICXCGAKADSCV,115,CHEMBL3,481706,32664,CHEMBL873046,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,1.5,nM,8.82,16211,False
SNICXCGAKADSCV,115,CHEMBL3,486948,144338,CHEMBL751849,B,9,CHEMBL4980,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Rattus norvegicus,IC50,=,16.0,nM,7.8,3343,True
SNICXCGAKADSCV,115,CHEMBL3,507510,223068,CHEMBL842918,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,=,1.15,nM,8.94,12566,False
SNICXCGAKADSCV,115,CHEMBL3,519586,142899,CHEMBL748708,B,8,CHEMBL2585,Neuronal acetylcholine receptor subunit alpha-9,SINGLE PROTEIN,Rattus norvegicus,Kd,=,5.0,nM,8.3,14663,True
SNICXCGAKADSCV,115,CHEMBL3,561890,142931,CHEMBL750361,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,=,1.3,nM,8.89,4930,False
SNICXCGAKADSCV,115,CHEMBL3,562204,217461,CHEMBL823510,B,6,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,IC50,=,3.8,nM,8.42,14969,False
SNICXCGAKADSCV,115,CHEMBL3,574854,144029,CHEMBL750444,B,8,CHEMBL2492,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Homo sapiens,Ki,=,1610.0,nM,5.79,14266,True
SNICXCGAKADSCV,115,CHEMBL3,574855,88717,CHEMBL700122,F,1,CHEMBL614585,IMR-32,CELL-LINE,Homo sapiens,EC50,=,21000.0,nM,4.68,14266,False
SNICXCGAKADSCV,115,CHEMBL3,594206,142925,CHEMBL748020,B,5,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Ki,=,1.0,nM,9.0,13791,False
SNICXCGAKADSCV,115,CHEMBL3,594207,91654,CHEMBL701976,F,1,CHEMBL614687,K177 cell line,CELL-LINE,Homo sapiens,EC50,=,5000.0,nM,5.3,13791,False
SNICXCGAKADSCV,115,CHEMBL3,594209,88715,CHEMBL700295,F,1,CHEMBL614585,IMR-32,CELL-LINE,Homo sapiens,EC50,=,21000.0,nM,4.68,13791,False
SNICXCGAKADSCV,115,CHEMBL3,653705,143717,CHEMBL753468,B,7,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,1.5,nM,8.82,16005,False
SNICXCGAKADSCV,115,CHEMBL3,657297,143718,CHEMBL753469,B,7,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,1.26,nM,8.9,16005,False
SNICXCGAKADSCV,115,CHEMBL3,710560,142912,CHEMBL747857,B,5,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,=,7.0,nM,8.15,9640,False
SNICXCGAKADSCV,115,CHEMBL3,710562,143082,CHEMBL748732,B,6,CHEMBL2096975,Acetylcholine receptor,PROTEIN COMPLEX,Torpedo californica,IC50,=,4.0,nM,8.4,9640,False
SNICXCGAKADSCV,115,CHEMBL3,710564,142913,CHEMBL872834,B,5,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,=,3.0,nM,8.52,9640,False
SNICXCGAKADSCV,115,CHEMBL3,710566,143081,CHEMBL748731,B,6,CHEMBL2096975,Acetylcholine receptor,PROTEIN COMPLEX,Torpedo californica,IC50,=,1.0,nM,9.0,9640,False
SNICXCGAKADSCV,115,CHEMBL3,732299,143559,CHEMBL755331,B,6,CHEMBL1907587,Neuronal acetylcholine receptor; alpha3/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,1.0,nM,9.0,4799,False
SNICXCGAKADSCV,115,CHEMBL3,732300,144170,CHEMBL749551,B,8,CHEMBL4980,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Rattus norvegicus,Ki,=,770.0,nM,6.11,4799,True
SNICXCGAKADSCV,115,CHEMBL3,744107,142904,CHEMBL748856,B,4,CHEMBL3350222,Neuronal nicotinic acetylcholine receptor,PROTEIN COMPLEX GROUP,Mus musculus,IC50,=,4.0,nM,8.4,13512,False
SNICXCGAKADSCV,115,CHEMBL3,744110,142739,CHEMBL745043,F,7,CHEMBL3038459,Nicotinic acetylcholine receptor alpha2/beta4,PROTEIN COMPLEX,Homo sapiens,EC50,=,10000.0,nM,5.0,13512,False
SNICXCGAKADSCV,115,CHEMBL3,744111,142741,CHEMBL751477,F,7,CHEMBL1907594,Neuronal acetylcholine receptor; alpha3/beta4,PROTEIN COMPLEX,Homo sapiens,EC50,=,51000.0,nM,4.29,13512,False
SNICXCGAKADSCV,115,CHEMBL3,744112,142745,CHEMBL751264,F,7,CHEMBL1907591,Neuronal acetylcholine receptor; alpha4/beta4,PROTEIN COMPLEX,Homo sapiens,EC50,=,7100.0,nM,5.15,13512,False
SNICXCGAKADSCV,115,CHEMBL3,744113,142742,CHEMBL751478,F,7,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Homo sapiens,EC50,=,2100.0,nM,5.68,13512,False
SNICXCGAKADSCV,115,CHEMBL3,744114,142604,CHEMBL751143,F,5,CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,PROTEIN COMPLEX GROUP,Homo sapiens,EC50,=,65000.0,nM,4.19,13512,False
SNICXCGAKADSCV,115,CHEMBL3,763028,143877,CHEMBL883546,B,6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Homo sapiens,Ki,=,1.2,nM,8.92,6491,False
SNICXCGAKADSCV,115,CHEMBL3,785919,143712,CHEMBL756011,B,7,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,1.4,nM,8.85,5157,False
SNICXCGAKADSCV,115,CHEMBL3,785920,144178,CHEMBL749559,B,8,CHEMBL4980,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Rattus norvegicus,Ki,=,450.0,nM,6.35,5157,True
SNICXCGAKADSCV,115,CHEMBL3,807138,217285,CHEMBL885339,F,0,CHEMBL612545,Unchecked,UNCHECKED,,EC50,=,21000.0,nM,4.68,2323,False
SNICXCGAKADSCV,115,CHEMBL3,807140,217302,CHEMBL823923,F,7,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Homo sapiens,EC50,=,5000.0,nM,5.3,2323,False
SNICXCGAKADSCV,115,CHEMBL3,807142,173288,CHEMBL781530,F,1,CHEMBL376,Rattus norvegicus,ORGANISM,Rattus norvegicus,EC50,=,40000.0,nM,4.4,2323,False
SNICXCGAKADSCV,115,CHEMBL3,848419,217793,CHEMBL824053,B,8,CHEMBL4980,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Rattus norvegicus,Ki,=,340.0,nM,6.47,5494,True
SNICXCGAKADSCV,115,CHEMBL3,854954,142915,CHEMBL747859,B,5,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,IC50,=,4.0,nM,8.4,2195,False
SNICXCGAKADSCV,115,CHEMBL3,854955,138204,CHEMBL748433,B,4,CHEMBL1907609,Muscarinic acetylcholine receptor,PROTEIN FAMILY,Rattus norvegicus,IC50,=,28000.0,nM,4.55,2195,False
SNICXCGAKADSCV,115,CHEMBL3,854956,143555,CHEMBL857699,B,0,CHEMBL612545,Unchecked,UNCHECKED,,IC50,=,4.2,nM,8.38,2195,False
SNICXCGAKADSCV,115,CHEMBL3,854957,143247,CHEMBL752535,B,6,CHEMBL2109234,Neuronal acetylcholine receptor; alpha3/beta2,PROTEIN COMPLEX,Homo sapiens,IC50,=,3.8,nM,8.42,2195,False
SNICXCGAKADSCV,115,CHEMBL3,880987,143103,CHEMBL749353,B,6,CHEMBL1907592,Neuronal acetylcholine receptor; alpha2/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,12.0,nM,7.92,17423,False
SNICXCGAKADSCV,115,CHEMBL3,880988,143231,CHEMBL750092,B,6,CHEMBL1907590,Neuronal acetylcholine receptor; alpha2/beta4,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,112.0,nM,6.95,17423,False
SNICXCGAKADSCV,115,CHEMBL3,880989,143245,CHEMBL752533,B,6,CHEMBL1907587,Neuronal acetylcholine receptor; alpha3/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,47.0,nM,7.33,17423,False
SNICXCGAKADSCV,115,CHEMBL3,880990,143395,CHEMBL750861,B,6,CHEMBL1907593,Neuronal acetylcholine receptor; alpha3/beta4,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,443.0,nM,6.35,17423,False
SNICXCGAKADSCV,115,CHEMBL3,880991,143706,CHEMBL756006,B,6,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,10.0,nM,8.0,17423,False
SNICXCGAKADSCV,115,CHEMBL3,880992,144013,CHEMBL750428,B,6,CHEMBL1907595,Neuronal acetylcholine receptor; alpha4/beta4,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,40.0,nM,7.4,17423,False
SNICXCGAKADSCV,115,CHEMBL3,915815,143856,CHEMBL748860,B,7,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,8.0,nM,8.1,16511,False
SNICXCGAKADSCV,115,CHEMBL3,915816,143722,CHEMBL884065,F,7,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,EC50,=,7.3,nM,8.14,16511,False
SNICXCGAKADSCV,115,CHEMBL3,1090164,143700,CHEMBL756000,B,6,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,2.3,nM,8.64,15680,False
SNICXCGAKADSCV,115,CHEMBL3,1090165,144176,CHEMBL749557,B,8,CHEMBL4980,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Rattus norvegicus,Ki,=,480.0,nM,6.32,15680,True
SNICXCGAKADSCV,115,CHEMBL3,1090274,143727,CHEMBL756123,B,7,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,0.84,nM,9.08,16851,False
SNICXCGAKADSCV,115,CHEMBL3,1090275,144179,CHEMBL749560,B,8,CHEMBL4980,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Rattus norvegicus,Ki,=,130.0,nM,6.89,16851,True
SNICXCGAKADSCV,115,CHEMBL3,1090276,143393,CHEMBL750860,B,8,CHEMBL2658,Neuronal acetylcholine receptor subunit beta-4,SINGLE PROTEIN,Rattus norvegicus,Ki,=,73.0,nM,7.14,16851,True
SNICXCGAKADSCV,115,CHEMBL3,1097705,144335,CHEMBL751846,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,2.1,nM,8.68,4006,False
SNICXCGAKADSCV,115,CHEMBL3,1128238,143729,CHEMBL756125,B,6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Homo sapiens,Ki,=,2.1,nM,8.68,6564,False
SNICXCGAKADSCV,115,CHEMBL3,1137624,143415,CHEMBL750057,B,6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Homo sapiens,Ki,=,2.0,nM,8.7,16491,False
SNICXCGAKADSCV,115,CHEMBL3,1137625,142588,CHEMBL753099,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,2000.0,nM,5.7,16491,False
SNICXCGAKADSCV,115,CHEMBL3,1188971,143707,CHEMBL756007,B,6,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,1.0,nM,9.0,14434,False
SNICXCGAKADSCV,115,CHEMBL3,1189416,27518,CHEMBL632853,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Kd,=,0.01,nM,11.0,8670,False
SNICXCGAKADSCV,115,CHEMBL3,1189417,27520,CHEMBL636099,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Kd,=,430.0,nM,6.37,8670,False
SNICXCGAKADSCV,115,CHEMBL3,1189418,27521,CHEMBL636100,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Kd,=,11000.0,nM,4.96,8670,False
SNICXCGAKADSCV,115,CHEMBL3,1195595,27508,CHEMBL634000,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Kd,=,0.022,nM,10.66,8670,False
SNICXCGAKADSCV,115,CHEMBL3,1195596,27518,CHEMBL632853,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Kd,=,10.0,nM,8.0,8670,False
SNICXCGAKADSCV,115,CHEMBL3,1195597,27520,CHEMBL636099,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Kd,=,5.2,nM,8.28,8670,False
SNICXCGAKADSCV,115,CHEMBL3,1195598,27523,CHEMBL636102,B,4,CHEMBL2094110,Neuronal acetylcholine receptor,PROTEIN COMPLEX GROUP,Rattus norvegicus,Kd,=,45000.0,nM,4.35,8670,False
SNICXCGAKADSCV,115,CHEMBL3,1197263,49282,CHEMBL660507,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,1.1,nM,8.96,12770,False
SNICXCGAKADSCV,115,CHEMBL3,1197264,49283,CHEMBL660508,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,1.4,nM,8.85,12770,False
SNICXCGAKADSCV,115,CHEMBL3,1197265,49280,CHEMBL660505,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,4000.0,nM,5.4,12770,False
SNICXCGAKADSCV,115,CHEMBL3,1198866,142765,CHEMBL750486,B,8,CHEMBL2585,Neuronal acetylcholine receptor subunit alpha-9,SINGLE PROTEIN,Rattus norvegicus,IC50,=,2.4,nM,8.62,14916,True
SNICXCGAKADSCV,115,CHEMBL3,1222961,143704,CHEMBL756004,B,6,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,1.0,nM,9.0,14434,False
SNICXCGAKADSCV,115,CHEMBL3,1231085,144960,CHEMBL755078,B,4,CHEMBL3350222,Neuronal nicotinic acetylcholine receptor,PROTEIN COMPLEX GROUP,Mus musculus,Ki,=,1.3,nM,8.89,5146,False
SNICXCGAKADSCV,115,CHEMBL3,1232098,144960,CHEMBL755078,B,4,CHEMBL3350222,Neuronal nicotinic acetylcholine receptor,PROTEIN COMPLEX GROUP,Mus musculus,Ki,=,1.2,nM,8.92,5146,False
SNICXCGAKADSCV,115,CHEMBL3,1281321,143879,CHEMBL751862,B,6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Homo sapiens,Ki,=,4.0,nM,8.4,15058,False
SNICXCGAKADSCV,115,CHEMBL3,1281322,144327,CHEMBL751838,B,8,CHEMBL2492,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Homo sapiens,Ki,=,620.0,nM,6.21,15058,True
SNICXCGAKADSCV,115,CHEMBL3,1403270,303418,CHEMBL840081,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,12.0,nM,7.92,21562,False
SNICXCGAKADSCV,115,CHEMBL3,1403271,303419,CHEMBL840082,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,112.0,nM,6.95,21562,False
SNICXCGAKADSCV,115,CHEMBL3,1403272,303420,CHEMBL840083,B,6,CHEMBL2109234,Neuronal acetylcholine receptor; alpha3/beta2,PROTEIN COMPLEX,Homo sapiens,Ki,=,47.0,nM,7.33,21562,False
SNICXCGAKADSCV,115,CHEMBL3,1403275,303396,CHEMBL840059,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,40.0,nM,7.4,21562,False
SNICXCGAKADSCV,115,CHEMBL3,1417291,302709,CHEMBL839581,A,9,CHEMBL5282,Cytochrome P450 2A6,SINGLE PROTEIN,Homo sapiens,Ki,=,4400.0,nM,5.36,21214,False
SNICXCGAKADSCV,115,CHEMBL3,1438318,304158,CHEMBL829997,B,9,CHEMBL4980,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Rattus norvegicus,EC50,=,13000.0,nM,4.89,20634,True
SNICXCGAKADSCV,115,CHEMBL3,1438319,304171,CHEMBL829168,B,7,CHEMBL1907593,Neuronal acetylcholine receptor; alpha3/beta4,PROTEIN COMPLEX,Rattus norvegicus,EC50,=,86000.0,nM,4.07,20634,False
SNICXCGAKADSCV,115,CHEMBL3,1438320,304172,CHEMBL877117,B,7,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,EC50,=,1000.0,nM,6.0,20634,False
SNICXCGAKADSCV,115,CHEMBL3,1459341,303692,CHEMBL829737,B,7,CHEMBL1907596,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Rattus norvegicus,Ki,=,2.0,nM,8.7,20313,False
SNICXCGAKADSCV,115,CHEMBL3,1482208,303488,CHEMBL838862,B,7,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,PROTEIN COMPLEX,Homo sapiens,Ki,=,1.6,nM,8.8,20485,False
SNICXCGAKADSCV,115,CHEMBL3,1482321,303569,CHEMBL828969,B,0,CHEMBL612545,Unchecked,UNCHECKED,,Ki,=,6300.0,nM,5.2,20485,False
SNICXCGAKADSCV,115,CHEMBL3,1482322,303377,CHEMBL839695,B,9,CHEMBL2492,Neuronal acetylcholine receptor subunit alpha-7,SINGLE PROTEIN,Homo sapiens,Ki,=,6300.0,nM,5.2,20485,True
